Name,SMILES,PCA1,PCA2
DMEGYFMYUHOHGS-UHFFFAOYSA-N,C1CCCCCC1,0.8139277145368979,-1.3305068944665925
DNJIEGIFACGWOD-UHFFFAOYSA-N,SCC,1.4086475380347052,-1.037504977202491
DOFZAZXDOSGAJZ-UHFFFAOYSA-N,S=P(SCCSCC)(OCC)OCC,1.5451912337485387,-0.713150287520008
DOIRQSBPFJWKBE-UHFFFAOYSA-N,O=C(OCCCC)c1c(C(=O)OCCCC)cccc1,0.3607445594193107,1.4093672098786412
DOWJXOHBNXRUOD-UHFFFAOYSA-N,Cc1c2c(c3c(cc2)cccc3)ccc1,-1.134127284956067,-0.8363743993768346
DPJCXCZTLWNFOH-UHFFFAOYSA-N,O=[N+]([O-])c1c(N)cccc1,-1.4296211933741738,-0.4236130302627852
DPSPPJIUMHPXMA-UHFFFAOYSA-N,Fc1cc2c(=O)c(C(=O)O)cn3C(C)CCc(c23)c1,0.06428617559447881,1.393797833496789
DQJCHOQLCLEDLL-UHFFFAOYSA-N,Cc1c2n3c(sc2ccc1)nnc3,-0.6854254685356533,-0.20918548496075154
DQWPFSLDHJDLRL-UHFFFAOYSA-N,P(=O)(OCC)(OCC)OCC,1.4695039793696176,-0.3483915461750991
DQZCVNGCTZLGAQ-UHFFFAOYSA-N,O=C(N(C)C)NC1CCCCCCC1,1.25382760518748,0.5591965758985877
DRLFMBDRBRZALE-UHFFFAOYSA-N,O=C(NCCc1c2c([nH]c1)ccc(OC)c2)C,-0.020982203340564602,1.1301157346972412
DRUIESSIVFYOMK-UHFFFAOYSA-N,ClC(Cl)(Cl)C#N,0.7321517408271406,-1.5406865564644763
DSBMOVYUOIIPDK-UHFFFAOYSA-N,O=C1N(Cc2ccccc2)C(=O)NC1(C)C,-0.7888865328154645,0.37251078245388775
DSKJPMWIHSOYEA-UHFFFAOYSA-N,S(=O)(=O)(Oc1c(CCCC)c(C)nc(NCC)n1)N(C)C,1.2496309284175806,-0.11473107325225132
DSRNRYQBBJQVCW-UHFFFAOYSA-N,Clc1c(OC)ccc(NC(=O)N(C)C)c1,-0.555539573634341,0.77331075575079
DSSYKIVIOFKYAU-UHFFFAOYSA-N,O=C1C2(C)C(C)(C)C(C1)CC2,0.6391372205302538,-0.31762342534766275
DTGKSKDOIYIVQL-UHFFFAOYSA-N,OC1C2(C)C(C)(C)C(C1)CC2,1.2689593146390035,-0.2900241273284621
DTMRKGRREZAYAP-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1,-0.5534798769294776,-1.6334448799765797
DVQVBLBKEXITIK-UHFFFAOYSA-N,S(=O)(=O)(Nc1sc(C(C)(C)C)nn1)c1ccc(N)cc1,-0.7340617637044923,-0.20370080880697009
DVVGIUUJYPYENY-UHFFFAOYSA-N,O=c1n(C)cccc1,-0.7966910625952522,-0.09715125390004703
DWEPFAMAQPVFBH-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2S(=O)CCC(O)c2c1,-0.38456160617913343,-0.14477186083891347
DXXVCXKMSWHGTF-UHFFFAOYSA-N,Clc1c(Oc2cc(OC)c([N+](=O)[O-])cc2)ccc(Cl)c1,-1.3588690509576908,-0.46045221103509415
DYDNPESBYVVLBO-UHFFFAOYSA-N,O=CNc1ccccc1,-0.9651593927971384,0.024403172295175884
DZMDPHNGKBEVRE-UHFFFAOYSA-N,ClCCCCCCC,1.7884516915657067,-1.142625186961669
DZQVFHSCSRACSX-UHFFFAOYSA-N,S(=O)(=O)(Nc1ncc(C)cn1)c1ccc(N)cc1,-0.5672675882671275,-0.02502268855198204
DZTHIGRZJZPRDV-UHFFFAOYSA-N,O=C(O)C(NC(=O)C)Cc1c2c([nH]c1)cccc2,-0.45431320838072015,1.292712212724438
DZZWHBIBMUVIIW-DTORHVGOSA-N,Fc1c(N2C[C@@H](C)N[C@@H](C)C2)c(F)c2n(C3CC3)cc(C(=O)O)c(=O)c2c1N,0.18029821552267009,1.5287273920038889
FBPFZTCFMRRESA-UHFFFAOYSA-N,OC(C(O)C(O)CO)C(O)CO,1.2237994571440076,-0.7707068624362547
FCYQIDFMSYIAEB-UHFFFAOYSA-N,O(COc1c2OC3C(O)CCC4C53c2c(cc1)CC4N(C)CC5)C,0.07898124684411689,0.8364309590013642
FDDDEECHVMSUSB-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccc(N)cc1,-0.8150155651750666,-0.5914551217095421
FDPIMTJIUBPUKL-UHFFFAOYSA-N,O=C(CC)CC,1.6027030774792528,0.12692817569349127
FEFQUIPMKBPKAR-UHFFFAOYSA-N,O=C(N1C(=O)CCCCC1)c1ccccc1,-0.8153733722378995,1.1312739747569387
FEMZVDSBIXDODB-UHFFFAOYSA-N,Fc1c(N2CC(N)(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.041070614972930186,1.6853609814431971
FERIUCNNQQJTOY-UHFFFAOYSA-N,O=C(O)CCC,1.729256583371136,0.3870573383240455
FFEARJCKVFRZRR-UHFFFAOYSA-N,S(CCC(N)C(=O)O)C,1.4707013118696208,0.5239894783819996
