StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,PM6_Volume,PM6_E0_gas,PM6_E0_solv,PM6_DeltaE0_sol,PM6_G_gas,PM6_G_solv,PM6_DeltaG_sol,PM6_gas_dip,PM6_solv_dip,PM6_HOMO,PM6_LUMO,PM6_LsoluHsolv,PM6_LsolvHsolu,PM6_SASA,PM6_O_charges,PM6_C_charges,PM6_Most_neg,PM6_Most_pos,PM6_Het_charges
HQLOEBRPCVIFCT-UHFFFAOYSA-N,OC(=O)C1=C(Br)C=CC=C1Br,Test,0.643456062,279.916,148.5,138.677,-5563.083633,-5563.093044,-0.00941073,-5563.025379,-5563.034958,-0.009579,-5501.158631,-5501.171768,-0.01313723,-5501.088553,-5501.1015,-0.012947,2.5611,3.5623,-0.26333,-0.05064,0.20737,0.23536,344.4252319,-1.30533,-0.23026,-0.70148,0.8308,-1.12612,15,9460,9726.5,14554,0.583240881,0.599965582,0.936842167,6,32.84223613,-108.6802493,141.5224855,2687,0.035828994,0.008321015,131.42,-0.086635297,-0.099476219,-0.012840922,-0.036818,-0.052147,-0.015329,3.132,4.3611,-0.37209,-0.03915,0.21886,0.34412,343.3049927,-1.051212,0.236866,-0.539534,0.682015,-1.162214
HSXJIIOATUZQAZ-UHFFFAOYSA-N,O=C(OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1,Test,-0.81694987,494.414,122.25,305.417,-1787.059481,-1787.084648,-0.02516664,-1786.735404,-1786.761001,-0.025597,-1753.795757,-1753.8229,-0.02714299,-1753.397637,-1753.428381,-0.030744,5.7585,6.8399,-0.27984,-0.12703,0.13098,0.25187,788.4667358,-5.13111,-0.74717,-0.639,0.82321,-4.12851,54,22370,28627,29212,0.466581377,0.651151627,0.982221216,7,387.3577193,-269.9167945,657.2745138,17879,0.034261435,0.010432499,400.389,-0.284890391,-0.309159664,-0.024269273,0.009053,-0.018209,-0.027262,7.3344,8.3789,-0.38496,-0.07514,0.18287,0.35699,770.1329956,-4.944247,0.020299,-0.562988,0.839869,-3.265713
HUYYFHGIHVULSU-UHFFFAOYSA-N,NS(=O)(=O)C1=CC(=CC=C1)S(N)(=O)=O,Train,-0.760630239,236.273,229,143.763,-1440.122891,-1440.14544,-0.02254909,-1440.011892,-1440.033781,-0.021889,-1417.497625,-1417.524853,-0.02722801,-1417.36787,-1417.393794,-0.025924,2.1543,3.7988,-0.29092,-0.07364,0.18437,0.26295,398.0881348,-3.86441,-1.41594,-1.12145,2.29404,-1.51923,22,9603.5,13439,16017.5,0.536163007,0.790859882,1,5,55.85735499,-253.0206057,308.8779607,2836,-0.044882284,0.010915525,149.244,-0.200425481,-0.23413858,-0.033713099,-0.104027,-0.139439,-0.035412,2.0331,3.7181,-0.39469,-0.04326,0.21475,0.36672,400.4044495,-3.973643,-1.147503,-0.993555,2.573374,-0.678537
HWVAWHHNNDOXDU-PTHRTHQKSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CC(C)C,Train,-1.672818005,470.78,110,436.173,-1402.460816,-1402.467473,-0.00665708,-1401.721854,-1401.72963,-0.007776,-1376.376972,-1376.39747,-0.02049867,-1375.469254,-1375.486932,-0.017678,1.9631,2.8048,-0.23745,-0.00569,0.25232,0.20948,851.8655396,-1.21724,-11.72337,-0.68514,0.8409,-1.21724,88,11876.5,34160.5,40537.5,0.276029056,0.31742639,0.834220588,6,-82.72002089,-90.53026523,7.810244337,1669,-0.048273711,0.015458797,669.618,-0.307733682,-0.31700655,-0.009272868,0.359608,0.349454,-0.010154,2.4373,3.4146,-0.33865,0.03518,0.29319,0.31068,840.4675293,-1.102175,-6.791672,-0.597751,0.682942,-1.102175
HXEWMTXDBOQQKO-UHFFFAOYSA-N,ClC1=CC=C2C(Cl)=CC=NC2=C1,Train,-0.097865989,198.051,86.9,126.521,-1321.135473,-1321.140536,-0.00506248,-1321.054433,-1321.059574,-0.005141,-1302.435523,-1302.448144,-0.012621,-1302.337473,-1302.350144,-0.012671,1.8967,2.6753,-0.25432,-0.08352,0.17449,0.22635,347.649231,0,-0.89221,-0.46645,0.27594,-0.44325,17,7105.5,9629.5,16151.5,0.36416185,0.481203061,0.728880352,4,55.28932884,-35.02729618,90.31662502,1620,0.032941427,0.007475066,160.048,0.051765141,0.046665966,-0.005099175,0.126668,0.121091,-0.005577,1.9204,2.6704,-0.3553,-0.04676,0.21125,0.32733,347.936676,0,-0.415806,-0.377572,0.211499,-0.52658
HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1,Train,-2.504718085,265.336,207.9,218.777,-1179.278973,-1179.292029,-0.01305666,-1179.063144,-1179.076991,-0.013847,-1159.714132,-1159.734138,-0.02000621,-1159.449842,-1159.471389,-0.021547,4.7655,6.2505,-0.2211,-0.03233,0.22568,0.19313,517.8535156,-1.24367,-1.29752,-0.68818,0.94631,-2.8592,33,9309,19780.5,22600,0.374074759,0.42042354,0.847977741,4,-3.179682566,-194.7798391,191.6001566,4810,-0.036573846,0.01053793,279.644,-0.074833044,-0.089839269,-0.015006225,0.116834,0.100474,-0.01636,4.16,5.7518,-0.30226,-0.01906,0.23895,0.27429,516.2880249,-0.98851,-0.438947,-0.580969,0.725199,-2.330061
HXIGUHNNGMNPTO-UHFFFAOYSA-N,CCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.163185841,468.64,131,400.639,-1497.722561,-1497.742718,-0.02015679,-1497.156339,-1497.177558,-0.021219,-1469.751784,-1469.782021,-0.03023719,-1469.057732,-1469.095547,-0.037815,3.9507,5.1755,-0.17989,-0.02945,0.22856,0.15192,887.8326416,-2.14803,-5.85276,-0.79774,0.83621,-4.28237,74,21421,28861.5,40359,0.303815486,0.475098351,0.607427056,4,-157.1154689,-407.0630181,249.9475492,9164,-0.044419797,0.016928107,591.945,-0.194968109,-0.220097675,-0.025129566,0.309477,0.28481,-0.024667,3.9793,5.0363,-0.28378,0.00411,0.26212,0.25581,879.1980591,-1.793481,-3.325666,-0.598826,0.718653,-3.298997
HYXITZLLTYIPOF-UHFFFAOYSA-N,CC1=COC2=C1C(=O)C(=O)C1=C3CCCC(C)(C)C3=CC=C21,Train,-1.916855674,294.35,206.5,209.711,-960.56498,-960.5771578,-0.012177804,-960.284851,-960.297485,-0.012634,-942.7560079,-942.7706589,-0.014651037,-942.413738,-942.430755,-0.017017,5.357,7.889,-0.23029,-0.11321,0.1448,0.20232,507.179718,-1.56127,-2.94809,-0.70274,0.49605,-1.56127,40,11065,16008,24042.5,0.486725664,0.603524229,0.777517531,7,-51.87130056,-199.6224591,147.7511585,3285,-0.060767872,0.021788816,306.73,-0.116636704,-0.12732227,-0.010685565,0.137687,0.125623,-0.012064,4.9447,7.1929,-0.33652,-0.05471,0.2033,0.30855,507.8838196,-1.138122,-1.85305,-0.532795,0.485753,-1.138122
HZKJLTIPRKRDQX-CCEZHUSRSA-N,CCCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-0.929049367,478.678,125.5,401.715,-1499.897111,-1499.920527,-0.02341563,-1499.305401,-1499.329731,-0.02433,-1471.858618,-1471.888071,-0.02945248,-1471.131544,-1471.163899,-0.032355,8.8794,12.8836,-0.18324,-0.04797,0.21004,0.15527,947.012146,-1.31725,-6.83815,-0.68797,0.84095,-3.45258,77,18332,34061,41194.5,0.288001363,0.452368725,0.616093371,3,-113.6074187,-440.4611477,326.8537289,7606,-0.057909696,0.030742655,582.385,-0.101206733,-0.123554845,-0.022348112,0.427829,0.406269,-0.02156,5.1965,4.7465,-0.29391,-0.01203,0.24598,0.26594,944.510376,-1.206418,-3.906086,-0.604983,0.720098,-2.722217
HZRSNVGNWUDEFX-UHFFFAOYSA-N,CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1,Train,0.110336443,387.823,64.5,246.646,-1660.167652,-1660.183159,-0.01550749,-1659.881268,-1659.897249,-0.015981,-1632.283597,-1632.302307,-0.01871017,-1631.933682,-1631.952496,-0.018814,1.772,2.2454,-0.22129,-0.04396,0.21405,0.19332,666.1380615,-2.20439,-1.46988,-0.68709,0.93384,-3.0392,45,15953.5,22704.5,28526.5,0.504693431,0.712562858,0.762094756,9,-43.15460164,-236.1535597,192.998958,3527,-0.046262177,0.018794691,346.489,-0.05582051,-0.072311235,-0.016490725,0.201312,0.186142,-0.01517,2.9651,3.5212,-0.3187,-0.02852,0.22949,0.29073,663.1293335,-1.591512,-0.839879,-0.558213,0.680009,-2.277437
IAHOUQOWMXVMEH-UHFFFAOYSA-N,NC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Test,-0.782235366,228.121,190.25,167.273,-901.1451998,-901.1616467,-0.016446904,-901.061458,-901.07889,-0.017432,-884.3061252,-884.3198169,-0.013691726,-884.204332,-884.218495,-0.014163,3.1838,4.5591,-0.29193,-0.15096,0.10705,0.26396,365.22995,-2.42361,0.0874,-0.73112,0.50181,-1.65,20,8249.5,8779.5,17597.5,0.37804878,0.402597403,0.920346396,4,200.1035864,-142.8646527,342.9682392,7240,0.047371304,0.014920591,116.653,0.006227327,-0.013209332,-0.019436659,0.08378,0.061893,-0.021887,3.4151,5.2977,-0.39747,-0.09233,0.16568,0.3695,365.8292847,-3.021732,-0.373644,-0.522241,0.902435,-0.654061
IAIWVQXQOWNYOU-FPYGCLRLSA-N,NC(=O)N\N=C\C1=CC=C(O1)N(=O)=O,Train,-1.91405064,198.138,238,137.895,-752.0473614,-752.0694269,-0.022065483,-751.950977,-751.972578,-0.021601,-738.0080214,-738.0240142,-0.015992776,-737.891287,-737.906979,-0.015692,4.8138,6.9894,-0.25003,-0.12166,0.13635,0.22206,387.9016418,-1.98967,0.94432,-0.87326,0.79332,-3.09354,20,7023,11039.5,17945,0.30845772,0.459259259,0.71686923,4,119.6280754,-255.1674868,374.7955622,6225,0.050687377,0.021019164,132.647,-0.021549073,-0.039923704,-0.01837463,0.062666,0.041887,-0.020779,4.0824,5.6305,-0.35662,-0.06186,0.19615,0.32865,390.4464722,-1.787342,0.314462,-0.610178,0.88776,-1.839522
IAJJZOUCJCCJTG-UHFFFAOYSA-N,C1OC(OC1C1OC(OC1C1COC(O1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,Train,-2.172700209,446.5,210,350.958,-1495.87433,-1495.89139,-0.01705981,-1495.456958,-1495.473356,-0.016398,-1468.210294,-1468.234454,-0.02416023,-1467.70488,-1467.729392,-0.024512,0.7141,1.4653,-0.25445,-0.02662,0.23139,0.22648,747.3789063,-3.63425,-2.77961,-0.61844,0.39045,-3.63425,59,19412.5,22641.5,34547.5,0.510932639,0.587923357,0.948472966,7,-94.16752617,-288.1866917,194.0191655,7433,0.025530737,0.0039861,477.069,-0.266313075,-0.281240175,-0.014927099,0.11451,0.0995,-0.01501,1.8185,2.4061,-0.3544,0.00078,0.25879,0.32643,680.8579712,-2.99915,-1.146375,-0.516383,0.377786,-2.99915
IAOCRFBMFNOPFQ-UHFFFAOYSA-N,OOC1(C2=CC=CC=C2)C2=CC=CC=C2C(OO)(C2=CC=CC=C2)C2=C1C=CC=C2,Train,-2.054111614,396.442,241,279.078,-1303.552756,-1303.565418,-0.01266163,-1303.214137,-1303.227313,-0.013176,-1279.41019,-1279.432435,-0.02224508,-1279.005186,-1279.028134,-0.022948,0.7303,1.0311,-0.2448,-0.0461,0.21191,0.21683,607.1416626,-1.63509,-3.99733,-0.49978,0.51154,-1.63509,50,17287,24353,24537,0.598856694,0.921024763,0.955947181,13,-47.87660787,-179.3456841,131.4690762,3086,-0.030416759,0.009153966,414.934,0.112009329,0.101117824,-0.010891505,0.422714,0.41014,-0.012574,1.9258,2.6398,-0.34893,-0.01947,0.23854,0.32096,604.8175049,-1.057319,-2.46948,-0.311072,0.303084,-1.057319
IBSNKSODLGJUMQ-SDNWHVSQSA-N,CO\C=C(\C(=O)OC)C1=C(COC2=NC(=CC=C2)C(F)(F)F)C=CC=C1,Test,-0.167110479,367.325,75,270.971,-1350.767687,-1350.782582,-0.01489552,-1350.507819,-1350.528602,-0.020783,-1325.805735,-1325.819245,-0.01351066,-1325.490348,-1325.507774,-0.017426,2.6185,4.5759,-0.23554,-0.05982,0.19819,0.20757,626.8179932,-2.28899,-0.05917,-0.67232,1.08308,-3.89518,42,16209.5,19706,24479.5,0.768774832,0.794207391,0.926100985,9,-75.97319769,-274.8582975,198.8850998,3594,-0.030532003,0.006776921,328.32,-0.402482059,-0.419834968,-0.017352909,-0.174107,-0.191333,-0.017226,3.773,5.1851,-0.34233,-0.031,0.22701,0.31436,620.3635254,-1.745404,0.055163,-0.606634,0.694342,-2.729956
ICSNLGPSRYBMBD-UHFFFAOYSA-N,NC1=NC=CC=C1,Train,0.853080619,94.116,57,71.202,-303.6626577,-303.6714305,-0.00877281,-303.586884,-303.594869,-0.007985,-297.9578013,-297.9715421,-0.013740847,-297.867223,-297.883879,-0.016656,2.0663,2.8495,-0.21673,-0.02547,0.23254,0.18876,257.3648987,0,-0.44613,-0.86749,0.42871,-1.41237,13,5798,7053.5,10803.5,0.459259259,0.543859649,0.809813243,2,8.731133797,-95.32307826,104.0542121,2923,0.03559843,0.0134268,134.327,0.048949174,0.039625684,-0.00932349,0.115853,0.106866,-0.008987,1.9854,2.7071,-0.31961,0.00671,0.26472,0.29164,259.8392334,0,-0.229641,-0.496066,0.374544,-0.985806
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N1CCNCC1)C(F)=C2,Train,-2.028466869,320.323,222,265.327,-1126.41566,-1126.438378,-0.02271859,-1126.145374,-1126.168444,-0.02307,-1105.522064,-1105.545279,-0.0232156,-1105.195015,-1105.218126,-0.023111,6.8331,9.9941,-0.22719,-0.0703,0.18771,0.19922,528.3218384,-2.04597,-0.22464,-0.7288,0.80757,-4.50338,40,11298,16352,25455,0.4092827,0.571387751,0.703639213,7,141.3614341,-284.8090024,426.1704365,11201,0.036265712,0.009675934,307.646,-0.19565796,-0.225326403,-0.029668443,0.045394,0.016738,-0.028656,7.7288,11.3294,-0.33407,-0.03983,0.21818,0.3061,519.9128418,-1.728419,0.129698,-0.623808,0.737676,-3.229449
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC,Train,-1.920111701,290.322,199.6,192.262,-989.0280997,-989.0463303,-0.018230591,-988.761142,-988.779437,-0.018295,-970.6206596,-970.6459995,-0.025339888,-970.298208,-970.325374,-0.027166,1.9942,3.2629,-0.21829,-0.02486,0.23315,0.19032,539.8106079,-1.66815,-0.46122,-0.86025,0.58411,-4.55626,39,14328,18587.5,21707.5,0.531486891,0.681166481,0.897429259,5,-11.15318065,-241.1057205,229.9525399,4144,0.034316492,0.009286488,336.321,-0.090894867,-0.117225597,-0.02633073,0.144351,0.118535,-0.025816,1.7523,2.1896,-0.31644,9.00E-05,0.2581,0.28847,538.4060669,-1.134987,-0.168828,-0.623959,0.499031,-3.258869
IFLREYGFSNHWGE-UHFFFAOYSA-N,C1=CC2=CC3=CC4=CC=CC=C4C=C3C=C2C=C1,Test,-2.167497354,228.293,348,187.62,-693.1878882,-693.1939011,-0.00601292,-692.985487,-692.991613,-0.006126,-680.2453459,-680.2578874,-0.012541419,-680.005764,-680.018341,-0.012577,0,0,-0.18849,-0.08772,0.17029,0.16052,441.4698181,0,-2.97805,-0.2483,0.25273,0,30,6463,12621,22890,0.275555559,0.504,0.537777783,6,11.61095649,-89.02436738,100.6353239,2078,-0.022223098,0.001085801,248.905,0.129414194,0.123793741,-0.005620454,0.318131,0.31184,-0.006291,0.0001,0,-0.29542,-0.0485,0.20951,0.26745,441.1914978,0,-1.947507,-0.20014,0.168634,0
IHPPHZLFDYXMCE-IIWURLRVSA-N,CC[C@H]1C2=C(CC[C@@]1(C)C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C1=C(C=C2)C=C(OC)C=C1,Train,-1.623085206,436.635,164.5,345.411,-1354.94003,-1354.950003,-0.00997317,-1354.366467,-1354.377429,-0.010962,-1329.75091,-1329.77051,-0.01960007,-1329.052563,-1329.072588,-0.020025,0.8736,1.2057,-0.20494,-0.04579,0.21222,0.17697,731.7814941,-1.76923,-7.94517,-0.68718,0.86664,-1.76923,72,15336.5,26421,34391,0.355840132,0.51338907,0.672514651,4,-108.0723774,-180.0338143,71.96143685,3907,-0.027559603,0.005374206,613.016,-0.256150015,-0.269751133,-0.013601118,0.260382,0.247338,-0.013044,1.1895,1.0219,-0.30532,-0.01363,0.24438,0.27735,721.3948975,-1.485497,-4.63184,-0.592802,0.608888,-1.485497
IHYJTAOFMMMOPX-LURJTMIESA-N,[H][C@](NC(C)=O)(C(C)C)C(O)=O,Train,-0.463121583,159.185,166.25,110.971,-555.0591476,-555.0729521,-0.013804549,-554.897237,-554.911917,-0.01468,-544.6765258,-544.6881896,-0.011663817,-544.474851,-544.486446,-0.011595,2.4019,3.6548,-0.26291,-0.02511,0.2329,0.23494,365.1130371,-2.05688,-1.06812,-0.76712,0.8302,-2.70683,24,10233.5,11652.5,14029.5,0.620895027,0.751025076,0.833406162,5,-5.665032266,-167.3203489,161.6553167,3374,0.031902083,0.01391746,166.13,-0.25550829,-0.270452761,-0.014944471,-0.114865,-0.131496,-0.016631,2.394,4.0964,-0.37327,0.01025,0.26826,0.3453,367.0830078,-1.715151,-0.389494,-0.632137,0.676564,-2.222625
IIACRCGMVDHOTQ-UHFFFAOYSA-N,NS(O)(=O)=O,Train,-1.490265876,97.0947,205.85,42.071,-680.3545642,-680.3699972,-0.015432948,-680.33318,-680.348361,-0.015181,-669.764104,-669.7790807,-0.014976636,-669.740426,-669.754936,-0.01451,2.7437,3.767,-0.31548,-0.03044,0.22757,0.28751,218.9705048,-2.81655,0,-1.11462,2.46237,-1.4688,8,6360.5,6735,7040.5,0.881737885,0.963761036,0.966231174,2,27.39118872,-145.9159995,173.3071882,3750,-0.038910933,0.010705312,69.68,-0.193853716,-0.212389809,-0.018536093,-0.182231,-0.201635,-0.019404,3.1958,4.9615,-0.41689,-0.01922,0.23879,0.38892,221.2235718,-2.684962,0,-0.940218,2.609695,-0.97212
IJFXRHURBJZNAO-UHFFFAOYSA-N,OC(=O)C1=CC=CC(O)=C1,Train,0.274707345,138.123,201,113.026,-496.0635754,-496.0744287,-0.010853305,-495.977508,-495.989057,-0.011549,-486.8201593,-486.8305229,-0.010363566,-486.717195,-486.727646,-0.010451,0.867,1.2109,-0.24655,-0.06687,0.19114,0.21858,303.345459,-2.08786,-0.0266,-0.72148,0.81362,-2.08786,16,6518,8112,13651,0.405228758,0.488188976,0.815789537,5,47.45256682,-83.68850431,131.1410711,1468,-0.042517804,0.010524097,122.553,-0.172059442,-0.181311156,-0.009251714,-0.098531,-0.106946,-0.008415,1.2291,1.6897,-0.35072,-0.0352,0.22281,0.32275,306.3829041,-1.567547,0.132276,-0.562083,0.649446,-1.567547
IKCLCGXPQILATA-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1Cl,Train,0.258612562,156.569,140.1,100.749,-880.4269173,-880.4356135,-0.008696213,-880.353907,-880.362915,-0.009008,-866.9767844,-866.9877527,-0.010968322,-866.889207,-866.900427,-0.01122,3.3942,4.7235,-0.26492,-0.07325,0.18476,0.23695,307.6802979,-1.35493,-0.27523,-0.72724,0.81198,-1.33163,15,7087,7978.5,13882.5,0.42384106,0.477272727,0.898440247,3,26.72487824,-110.6631812,137.3880594,2978,0.032936122,0.006854014,125.63,-0.114629065,-0.122978191,-0.008349125,-0.053385,-0.061009,-0.007624,3.6908,5.114,-0.36447,-0.03824,0.21977,0.3365,306.98172,-1.094157,0.094937,-0.559898,0.683564,-1.161244
IMNIMPAHZVJRPE-UHFFFAOYSA-N,C1CN2CCN1CC2,Train,-0.041083069,112.175,157.5,76.754,-345.3394573,-345.345341,-0.005883638,-345.18576,-345.191651,-0.005891,-338.9452796,-338.9566675,-0.0113879,-338.75606,-338.767324,-0.011264,0.0013,0.0032,-0.19036,0.00591,0.26392,0.16239,281.6536865,0,-1.81086,-0.53862,0.24072,-1.07724,20,8450,8614,8619,0.906542056,0.91509434,0.923076838,5,-60.30700482,-64.61020196,4.303197145,796,-0.040601722,0.011760734,164.834,0.008246134,0.001107031,-0.007139103,0.147848,0.14029,-0.007558,0,0.0079,-0.31352,0.0942,0.35221,0.28555,284.2252502,0,-1.146562,-0.29986,0.145664,-0.59972
IMOPXBPHKARACH-UHFFFAOYSA-N,CCOCN1C(=O)C2=C(C=CC=C2)C1=O,Test,-2.914264861,205.213,83.5,143.99,-706.2716566,-706.2836338,-0.011977207,-706.106908,-706.118849,-0.011941,-693.1408874,-693.1547617,-0.013874276,-692.940237,-692.95399,-0.013753,3.4526,4.761,-0.27792,-0.09753,0.16048,0.24995,413.8095093,-1.79601,-0.39245,-0.71045,0.71862,-2.33543,26,10275,13137.5,17629,0.526539534,0.626890059,0.966666662,6,-50.53857926,-183.4986253,132.960046,3346,0.034884744,0.008103668,192.211,-0.14871974,-0.160918672,-0.012198931,-0.002064,-0.014712,-0.012648,3.5713,5.1587,-0.37719,-0.05216,0.20585,0.34922,413.0004272,-1.509074,0.333308,-0.57827,0.649702,-2.087344
INNYTHHRUGCEEV-UNTZMWQOSA-N,CCCC12SC3S[C@](CCC)(S[C@](CCC)(S3)S1)S2,Train,-1.723940947,370.714,198.5,205.398,-2897.76534,-2897.774712,-0.00937195,-2897.485134,-2897.494867,-0.009733,-2858.280738,-2858.296648,-0.01591006,-2857.9274,-2857.94337,-0.01597,0.6273,0.6899,-0.22468,-0.03149,0.22652,0.19671,560.6982422,0,-7.3944,-0.78353,0.33251,1.80522,41,16915,18934.5,24194.5,0.550382949,0.628140704,0.872690677,8,-89.11433123,-122.2929631,33.17863188,1009,-0.031351231,0.007173848,329.699,0.016010853,-0.003469348,-0.019480201,0.263002,0.2433,-0.019702,3.3545,3.2195,-0.32487,-0.01929,0.23872,0.2969,555.7793579,0,-3.152199,-0.472469,0.244338,-0.418344
IOYHCQBYQJQBSK-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C(=COC2=C1)C1=CC(O)=C(O)C=C1,Test,-0.792311105,286.241,271.5,153.479,-1028.994158,-1029.012167,-0.01800872,-1028.813254,-1028.832162,-0.018908,-1009.911696,-1009.930334,-0.01863849,-1009.70012,-1009.718742,-0.018622,1.651,2.6851,-0.219,-0.0694,0.18861,0.19103,473.5366211,-4.01945,0.32351,-0.73873,0.53614,-4.01945,31,8778,16258.5,22909.5,0.370156643,0.516636804,0.653917296,8,35.64797643,-187.462049,223.1100254,4529,-0.038649559,0.01238887,257.559,-0.309875314,-0.32537969,-0.015504376,-0.149501,-0.168104,-0.018603,1.4247,3.0275,-0.32288,-0.03756,0.22045,0.29491,477.438324,-2.808576,0.15893,-0.657358,0.666973,-2.808576
IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(O)=O,Train,-0.56827648,256.429,62.5,233.671,-779.5023788,-779.5100407,-0.007661858,-779.099683,-779.108007,-0.008324,-764.9257804,-764.943481,-0.017700622,-764.422692,-764.439957,-0.017265,1.5458,2.1113,-0.28894,-0.0061,0.25191,0.26097,647.3121338,-1.37966,-6.4319,-0.729,0.83161,-1.37966,50,17255.5,20628.5,26753,0.23659306,0.242611234,0.286821705,5,-14.34828106,-84.26153345,69.91325239,1642,-0.046174722,0.012772947,377.785,-0.270878687,-0.279003988,-0.008125301,0.091357,0.082085,-0.009272,2.1399,2.6912,-0.3986,0.02034,0.27835,0.37063,642.8716431,-1.121755,-3.570984,-0.574909,0.679411,-1.121755
IQPNAANSBPBGFQ-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,Train,-1.676181877,286.241,329,202.599,-1029.002503,-1029.021352,-0.01884939,-1028.822036,-1028.841694,-0.019658,-1009.916479,-1009.934761,-0.01828274,-1009.70444,-1009.722866,-0.018426,5.0088,7.0976,-0.22959,-0.08001,0.178,0.20162,473.217041,-4.03653,0.30822,-0.73609,0.53791,-4.03653,31,8573.5,13116.5,24275,0.309734513,0.461376454,0.637901616,7,83.97675704,-178.3314709,262.3082279,3241,-0.046332085,0.014700362,231.423,-0.312335042,-0.327872273,-0.015537231,-0.152376,-0.170173,-0.017797,4.0514,5.4768,-0.3421,-0.0469,0.21111,0.31413,478.7551575,-2.845152,0.142918,-0.662778,0.686557,-2.845152
ISXYVHLPQGBMLC-VOTSOKGWSA-N,C\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.660560304,366.463,149,259.468,-1185.385073,-1185.404127,-0.01905409,-1185.00507,-1185.023903,-0.018833,-1163.222531,-1163.243856,-0.02132484,-1162.756404,-1162.781413,-0.025009,5.9218,8.771,-0.18575,-0.04279,0.21522,0.15778,693.5698853,-1.32746,-3.1368,-0.72862,0.83259,-3.45867,53,18757,19296.5,30630.5,0.443089431,0.465811961,0.995262387,4,-115.4444402,-380.1560464,264.7116062,8096,-0.046956033,0.021580486,368.406,-0.032923443,-0.056054746,-0.023131303,0.303604,0.280867,-0.022737,3.4634,6.9614,-0.30017,-0.00277,0.25524,0.2722,696.4492798,-1.186999,-1.801322,-0.599386,0.721008,-2.701932
ITWUGZSJDMBOPH-UHFFFAOYSA-N,CC1=CC=C2NC3=C(CCCC3=O)C2=C1,Train,-0.981287159,199.252,195.4,155.953,-633.2408384,-633.2505106,-0.009672132,-633.047229,-633.057267,-0.010038,-621.4503369,-621.4633215,-0.012984664,-621.215879,-621.229646,-0.013767,2.9706,4.1648,-0.21929,-0.06531,0.1927,0.19132,410.7974854,-0.64165,-2.3404,-0.69869,0.53934,-1.17614,28,8301,12614,19021.5,0.455364479,0.657009168,0.674843219,6,20.19166603,-48.03580753,68.22747356,3611,-0.012202966,0.045965769,203.504,-0.026551334,-0.03666161,-0.010110277,0.150119,0.139005,-0.011114,3.1218,4.103,-0.31108,-0.02034,0.23767,0.28311,411.8352966,-0.582111,-1.52437,-0.582111,0.605644,-0.755355
