StdInChIKey,SMILES,LogS,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
ons38,"c1ccc(cc1)C=CC(=O)O	",0.048740946,151.6945884,148.161,134,-0.082912365,-0.091066566,-0.008154201,0.017200268,0.007777312,-0.009422955,2.906909084,3.870351628,-0.357946195,0.243669957,-0.034480043,0.358156195,346.0524657,-1.122243558,-0.40898534,-0.585637334,0.688693687,-1.122243558,19
ons39,"C/C=C/C(=O)O	",0.788875116,109.4665951,86.09,72,-0.136693558,-0.144880251,-0.008186693,-0.082550267,-0.091693091,-0.009142824,3.317847003,4.471002287,-0.399888916,0.26567895,-0.01247105,0.400098916,257.1144661,-1.143448103,-0.140006912,-0.598468107,0.703165868,-1.143448103,12
ons4,"c1ccc2c(c1)c(C=O)c1ccccc1c2Cl	",0.24797326,205.661413,240.686,217,0.043202962,0.03630524,-0.006897722,0.185501,0.179819,-0.005682,2.4053,3.604,-0.32274,0.21363,-0.06452,0.32295,409.395785,-0.541366,-0.866774833,-0.541366,0.447732833,-0.607337583,26
ons40,"c1ccc(cc1)/C=C/C(=O)/C=C/c1ccccc1	",-0.98716277,276.7300928,234.298,113,0.069464027,0.060528895,-0.008935132,0.262959684,0.253596478,-0.009363206,3.147137383,4.554293885,-0.348094035,0.246400562,-0.031749438,0.348304035,504.3563933,-0.578073103,-1.712180141,-0.578073103,0.605695186,-0.578073103,32
ons41,"COC(=O)/C=C/C(=O)OC	",-1.0473521,149.3785275,144.126,104,-0.242889082,-0.252925721,-0.01003664,-0.157668553,-0.169637868,-0.011969316,1.201247111,1.894464749,-0.412128915,0.229946564,-0.048203436,0.412338915,345.8265973,-1.925758534,0.542482219,-0.544593741,0.638038707,-1.925758534,18
ons42,"c1ccc(cc1)S(=O)(=O)c1ccccc1	",0.060697839,211.354051,218.27,128,-0.039618443,-0.058177177,-0.018558734,0.0975508,0.080700034,-0.016850766,6.4533,8.87662174,-0.37179,0.2576,-0.02055,0.372,408.3208775,-2.025089633,-2.074948593,-1.012544967,2.48932274,0.464233106,25
ons43,"c1ccc(cc1)C(c1ccccc1)C(=O)O	",-0.80000001,226.774505,212.248,147,-0.068705763,-0.076767699,-0.008061936,0.096931701,0.090053099,-0.006878602,1.685597535,2.417822205,-0.351022505,0.276302565,-0.001847435,0.351232505,427.5491212,-1.086235509,-1.081185415,-0.559177563,0.660672819,-1.086235509,28
ons45,"C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@H](C2=O)F	",-1.993533958,349.5381611,290.422,148,-0.190491721,-0.199529632,-0.009037911,0.1590972,0.148986781,-0.010110419,4.52914909,5.674354907,-0.341977247,0.291700709,0.013550709,0.342187247,494.4217263,-0.499685549,-3.279027672,-0.508553355,0.474660664,-0.688885811,48
ons46,"c1cc(CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl)oc1	",-1.3840499,236.4691164,330.739,205,-0.255696761,-0.280773699,-0.025076938,-0.09808748,-0.126177783,-0.028090303,6.208632255,9.560905632,-0.351033695,0.240614696,-0.037535304,0.351243695,516.7235459,-3.39815921,-0.429943024,-1.010183362,2.602274229,-2.148712252,32
ons47,"C(C(=O)O)N	",-3.408935393,77.32282397,75.067,240,-0.148257539,-0.157904097,-0.009646558,-0.107362345,-0.117813817,-0.010451472,1.058845023,1.770707637,-0.373596604,0.286297269,0.008147269,0.373806604,226.2941482,-1.094354616,0.363537871,-0.566867778,0.623642466,-1.587175307,10
ons48,"C[C@H]1COc2c3c(cc(c2N2CCN(C)CC2)F)c(=O)c(cn13)C(=O)O	",-1.743533091,336.1998279,361.373,218,-0.266118529,-0.296861034,-0.030742505,0.022416133,-0.00915841,-0.031574544,10.64486681,14.581392,-0.324835531,0.231536926,-0.046613074,0.325045531,564.4091096,-2.144369874,-0.472378695,-0.633007484,0.759962377,-3.027726825,46
ons5,"c1ccc(c(c1)C(=O)O)N=Nc1ccc(cc1)O	",-1.0779113,229.2585375,242.234,206,-0.055342774,-0.07001273,-0.014669956,0.091340507,0.076094532,-0.015245975,2.104431898,2.662417738,-0.33493406,0.242213912,-0.035936088,0.33514406,469.9900016,-1.562044888,-0.285183909,-0.561885006,0.688382922,-1.845058524,28
ons50,"C(=CC(=O)O)C(=O)O	",0.532754379,83.63819718,116.072,299,-0.253503483,-0.264155853,-0.01065237,-0.214121998,-0.227075322,-0.012953324,1.256588251,1.739023773,-0.428302286,0.217742724,-0.060407276,0.428512286,277.5356883,-2.094316021,0.940882679,-0.537660505,0.65444254,-2.094316021,12
ons55,"c1cc(cc(c1)Nc1c(cccn1)C(=O)O)C(F)(F)F	",-0.97061622,215.4832877,282.222,204,-0.310728775,-0.320767646,-0.010038871,-0.167490904,-0.179066434,-0.01157553,3.938203042,4.491999736,-0.333720057,0.232850556,-0.045299444,0.333930057,471.6536506,-1.135001897,0.647056604,-0.60949987,0.716104097,-2.592318782,29
