StdInChIKey,SMILES,LogS,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
AIWAFUBJIYAIGI-UHFFFAOYSA-N,CCCC(=O)NCCNC(=O)CCC,-0.164919184,279.0342381,200.281,189.325,-0.202831181,-0.220066054,-0.017234873,0.02211419,0.004074272,-0.018039917,5.030133045,6.142891492,-0.349514689,0.309593458,0.031443458,0.349724689,456.5893924,-1.324029689,-1.161488756,-0.66756794,0.628829803,-2.293769711,34
ALUFYZNLZVVCAA-UHFFFAOYSA-N,C=C(C)C1CC(=O)C(C)C(=O)C1,-0.277683685,202.7065332,166.22,187.25,-0.135524866,-0.147827859,-0.012302993,0.027180019,0.014160903,-0.013019116,3.632843673,4.811089298,-0.372156658,0.287142188,0.008992188,0.372366658,372.6240985,-1.087505168,-1.42144489,-0.543783222,0.607521404,-1.087505168,26
ANADDXJINIYFJZ-UHFFFAOYSA-N,c1cc(ccc1N)S(=O)(=O)NC(CO)(CO)CO,-1.482794438,279.5545102,276.313,160.5,-0.32743112,-0.352951216,-0.025520096,-0.130125073,-0.157741483,-0.027616409,9.426824832,13.31207287,-0.348909744,0.254679248,-0.023470752,0.349119744,454.9921687,-3.812506337,-0.969513288,-1.023668592,2.594250903,-2.554641817,34
ANNNHXBSGYPBEY-UHFFFAOYSA-N,COc1ccc(c(c1)OC)N=Cc1ccc(cc1)c1ccccc1,-2.06048026,381.0761464,317.387,124,0.023182721,0.010116996,-0.013065725,0.292620584,0.278043087,-0.014577496,1.421035806,3.793964699,-0.305942481,0.260284576,-0.017865424,0.306152481,600.9792674,-0.777264213,-2.028391603,-0.516484574,0.420898196,-1.082131023,43
AOZXETLGPZAZNK-UHFFFAOYSA-N,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-1.290243154,159.3695102,257.159,78.5,-0.035351486,-0.059498382,-0.024146897,0.07535965,0.050790392,-0.024569258,3.05318,5.409599923,-0.4257805,0.18547,-0.09268,0.4259905,415.2726366,-3.231591694,-0.745296125,-0.53139258,0.907769322,-0.53153016,25
APZGKGHAXUURNO-UHFFFAOYSA-N,CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,-0.711484813,256.8467037,300.579,232,0.035627363,0.006667718,-0.028959645,0.163516,0.133111369,-0.030404631,2.709014793,0.396689556,-0.32644,0.26174,-0.01641,0.32665,417.4591585,0,-1.781538101,-0.518606365,0.202598288,-0.638388931,26
ASWVTGNCAZCNNR-UHFFFAOYSA-N,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,-3.681525248,276.6133291,278.335,196.75,-0.060743919,-0.088115984,-0.027372065,0.124836152,0.095455609,-0.029380543,8.621655938,12.28808108,-0.337179124,0.267910318,-0.010239682,0.337389124,495.5041636,-1.968222044,-1.164551296,-0.992555419,2.63044084,-1.783103699,33
AXTHVITXCLTTHB-UHFFFAOYSA-N,c1c(cc(c(c1Cl)OP(=O)(O)Oc1c(cc(cc1Cl)Cl)Cl)Cl)Cl,-0.634478221,202.7943189,456.861,222,-0.351762079,-0.366782081,-0.015020002,-0.264328941,-0.279783611,-0.015454669,2.51731037,3.513376511,-0.359509659,0.235252712,-0.042897288,0.359719659,549.0499303,-2.623871987,-0.263393585,-0.799334386,1.819379483,-0.944690674,28
AYFVYJQAPQTCCC-GBXIJSLDSA-N,C[C@H]([C@@H](C(=O)O)N)O,-2.230886645,137.3894352,119.12,229.5,-0.235571189,-0.247068921,-0.011497732,-0.145615026,-0.158501295,-0.012886269,2.835649206,3.614883479,-0.372348423,0.282125264,0.003975264,0.372558423,287.0918231,-1.675571268,0.111737764,-0.590497142,0.617551782,-2.180608594,17
AZQWKYJCGOJGHM-UHFFFAOYSA-N,C1=CC(=O)C=CC1=O,-0.528663663,100.5713265,108.097,114.375,-0.043631387,-0.052109044,-0.008477657,0.0054965,-0.003710923,-0.009207423,0,0,-0.38929,0.20141,-0.07674,0.3895,264.746488,-0.968971152,0.183581411,-0.484485576,0.538864947,-0.968971152,12
BAQAVOSOZGMPRM-QBMZZYIRSA-N,C([C@@H]1[C@H]([C@@H]([C@@](CCl)(O1)O[C@@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)Cl)O)O)O)O)Cl,-0.610212632,295.5990883,397.637,116.875,-0.638538584,-0.659885664,-0.02134708,-0.402297278,-0.426032341,-0.023735062,1.851851476,2.762937338,-0.389756577,0.273537005,-0.004612995,0.389966577,506.4603936,-4.295312395,0.474008975,-0.577031339,0.469191539,-4.715782412,42
BBNYCLAREVXOSG-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC(CO)CO,-3.855481051,498.54495,330.508,68.5,-0.412846371,-0.426477461,-0.01363109,0.023313516,0.010676233,-0.012637283,4.718457683,5.961024671,-0.381727374,0.288823797,0.010673797,0.381937374,696.3440333,-2.227248704,-3.573219019,-0.592850027,0.68321485,-2.227248704,61
BBQDLDVSEDAYAA-AATRIKPKSA-N,c1ccc(c(c1)/C=C/C(=O)O)[N+](=O)[O-],-1.969944603,162.9832791,193.159,241.5,-0.085923716,-0.100755458,-0.014831743,0.013096927,-0.002580172,-0.015677098,6.141534346,8.182218082,-0.389988248,0.214330714,-0.063819286,0.390198248,378.2736446,-2.109487482,-0.224247162,-0.5704292,0.856055265,-1.253432217,21
BBUVDDPUURMFOX-SAABIXHNSA-N,C[C@H]1CC[C@@H](CC1)n1c2cnccc2c2cnc(Nc3ccc4CN(CCc4n3)C(=O)CO)nc12,-2.673538801,494.1029963,471.562,214,0.000960628,-0.022417767,-0.023378394,0.425026935,0.400337703,-0.024689232,3.904762694,5.280603515,-0.323691632,0.237448125,-0.040701875,0.323901632,771.4828478,-1.165220544,-1.034336423,-0.625702947,0.543689921,-4.032376489,64
BDDYZHKLKHFEBJ-UHFFFAOYSA-N,c1ccc(cc1)C(=O)OCOC(=O)c1ccccc1,-1.113495321,257.1614523,256.258,99.25,-0.182583584,-0.193788292,-0.011204708,-0.009467227,-0.022336021,-0.012868794,2.970593771,4.495275043,-0.372431855,0.249861451,-0.028288549,0.372641855,496.258834,-2.079591511,0.08685724,-0.548974654,0.671416369,-2.079591511,31
BDJRBEYXGGNYIS-UHFFFAOYSA-N,C(CCCC(=O)O)CCCC(=O)O,-0.032780167,213.6623209,188.224,106.175,-0.351365847,-0.36286377,-0.011497923,-0.16757348,-0.184933855,-0.017360374,2.874344028,3.219477591,-0.401982079,0.291674959,0.013524959,0.402192079,411.5051476,-2.259639045,-0.678548929,-0.588870858,0.686292272,-2.259639045,29
BDZVJQHQHIFHSH-UHFFFAOYSA-N,COc1ccc(cc1)C(c1ccccc1)(C(c1ccccc1)(c1ccc(cc1)OC)O)O,-2.851780004,468.0890326,426.512,170.5,-0.106032701,-0.120944164,-0.014911463,0.267411399,0.250813145,-0.016598254,2.567580409,3.248326884,-0.321067006,0.283608588,0.005458588,0.321277006,691.9998862,-1.98713179,-2.60441354,-0.595403058,0.348300845,-1.98713179,58
BEKZHETVNVFYCV-UHFFFAOYSA-N,c1cc2cc(cc(c2c(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-2.757471948,153.1601829,263.166,218,0.070411374,0.047218684,-0.02319269,0.174390824,0.150227647,-0.024163177,8.16182353,11.71388236,-0.399286471,0.176087647,-0.102062353,0.399496471,409.5868997,-2.930035824,-0.668816823,-0.515397,0.879402883,-0.298397647,24
BEQVQKJCLJBTKZ-UHFFFAOYSA-N,c1ccc(cc1)P(=O)(c1ccccc1)O,-0.817557062,216.4059506,218.192,192.25,-0.119385581,-0.13339496,-0.014009379,0.023698,0.009269421,-0.014428579,3.614868422,5.604110531,-0.363418947,0.26916,-0.00899,0.363628947,422.9397777,-1.632875421,-1.856426,-0.912473316,1.540293947,-0.092581474,26
BGJVYSMLCJNCJV-UHFFFAOYSA-N,CCC(C)(CC)OC(=O)NC(=O)N,-1.325291914,236.526818,188.227,152.75,-0.272702491,-0.283741332,-0.011038841,-0.093899452,-0.107124758,-0.013225306,4.401304439,6.337819052,-0.393033262,0.278208179,5.82E-05,0.393243262,399.4567342,-1.743319651,-0.18935113,-0.617604431,0.768313292,-2.886129639,29
BHXIVVULYOMXPF-UHFFFAOYSA-N,CCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-3.14716535,424.4808812,354.452,161.75,-0.068011694,-0.089676002,-0.021664308,0.266654021,0.244998595,-0.021655426,4.146710107,5.390819108,-0.284337573,0.282003593,0.003853593,0.284547573,665.5628078,-1.192889958,-1.748316197,-0.607964606,0.722367777,-2.715850549,52
BMDXUEGXLYOKJV-UHFFFAOYSA-N,Cc1cc(C)c(c(C)c1)C(=O)C(C(c1ccccc1)c1ccccc1)Br,-2.279553947,404.3826426,407.35,172,0.012668265,0.000853914,-0.011814352,0.328813297,0.315423112,-0.013390185,3.165105989,5.066895507,-0.34334611,0.253484332,-0.024665668,0.34355611,605.3617182,-0.522503223,-3.339388701,-0.560545875,0.615959546,-0.650430329,49
BMRYPQYWSJESHA-UHFFFAOYSA-N,C(C(=O)NCC(=O)O)NC(=O)N,-2.940199207,152.2440254,175.144,207.75,-0.288690195,-0.310435413,-0.021745217,-0.185533651,-0.209736352,-0.024202701,3.158104588,4.884919473,-0.372706746,0.2874899,0.0093399,0.372916746,365.6205379,-2.34211906,1.455866416,-0.655662216,0.679876219,-3.832233976,21
BOFXVYGDIRCHEQ-FPYZNPETSA-N,CO[C@@H]1[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O1)O)O)O,-0.36417146,194.2317114,208.168,111,-0.498596765,-0.512228561,-0.013631796,-0.358055406,-0.373916346,-0.01586094,3.473908524,4.395066301,-0.396928648,0.264237358,-0.013912642,0.397138648,369.2833969,-3.665941421,0.885313907,-0.566842309,0.611013461,-3.665941421,26
BOJSVPWDUXGPEE-YXJPLFFZSA-N,CC(=Cc1ccco1)C=NNC(=O)N,-2.071174513,201.2324024,193.205,251,-0.028881281,-0.042255075,-0.013373794,0.106453464,0.092236652,-0.014216812,3.134562002,4.78878362,-0.328235304,0.263037865,-0.015112135,0.328445304,415.4508498,-0.908762486,-0.41290321,-0.631476605,0.685403865,-1.970376349,25
BOOLNDQTRIDYQF-UHFFFAOYSA-N,c1ccc(cc1)OC(=O)NC(=O)N,-1.674740629,157.901917,180.163,182.5,-0.164696308,-0.17454187,-0.009845562,-0.061311638,-0.06962295,-0.008311312,2.660579368,3.847563034,-0.355442332,0.260762635,-0.017387365,0.355652332,372.582047,-1.587460482,0.881541961,-0.596269827,0.752775695,-2.700468374,21
BOSMZFBHAYFUBJ-UHFFFAOYSA-N,Cc1ccc(cc1)OP(=O)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,-0.715024726,396.8550311,368.369,76,-0.28310745,-0.297306041,-0.014198591,-0.001549122,-0.017706024,-0.016156902,2.194576693,3.207320267,-0.335680624,0.276835695,-0.001314305,0.335890624,648.3037771,-2.625548393,-2.848999738,-0.846406451,1.808467138,-0.817081255,47
BOTZEHKIPCIHDX-UHFFFAOYSA-N,COc1ccc(cc1)c1cc(c2ccc(c(c2)OC)O)c(C#N)c(=O)[nH]1,-1.927672678,324.0119806,348.358,293.79,-0.106333263,-0.12995397,-0.023620707,0.136323663,0.110655914,-0.025667749,8.385162706,12.4764263,-0.326713571,0.232856991,-0.045293009,0.326923571,613.6727924,-1.836288224,-0.489956619,-0.592249584,0.656111146,-2.59059758,42
BQNWWHFSEXYHKU-UHFFFAOYSA-N,C(CCC(=O)O)CCNC(=O)N,-2.121462376,187.8063442,174.2,177,-0.258878869,-0.277506223,-0.018627355,-0.100095978,-0.120633406,-0.020537428,4.048514456,5.900683294,-0.366351717,0.309090225,0.030940225,0.366561717,373.6781393,-1.843219159,0.105972013,-0.686982188,0.691450069,-2.925729824,26
BQSJTQLCZDPROO-UHFFFAOYSA-N,CC(C)COc1ccc(cc1C#N)c1nc(C)c(C(=O)O)s1,-1.519664904,293.9158048,316.381,206.5,-0.105821087,-0.123303782,-0.017482695,0.11061217,0.088759721,-0.021852449,5.579701408,7.086265381,-0.339620472,0.219239228,-0.058910772,0.339830472,577.2637025,-1.496416516,-0.842282738,-0.579029563,0.739457146,-2.065216663,38
BRVGOAJFDSDGKU-UHFFFAOYSA-N,c1ccc(cc1)COc1ccc(cc1)c1cc(COC(=O)N)on1,-2.334903897,313.9067489,324.336,168,-0.090222813,-0.107438621,-0.017215807,0.142650314,0.124239311,-0.018411003,2.383517459,3.120958372,-0.324912353,0.262757887,-0.015392113,0.325122353,591.6111981,-1.569647097,-0.682254253,-0.59678956,0.708443769,-2.307011013,40
BSBOERCAIOUPOJ-UHFFFAOYSA-N,Cc1ccc(cc1)OC(=O)NC(=O)N,-1.84106883,186.812722,194.19,197,-0.179903844,-0.191035148,-0.011131304,-0.053742878,-0.067339027,-0.013596149,3.543566104,5.170502097,-0.343494902,0.263067705,-0.015082295,0.343704902,407.5424618,-1.587729055,0.532433444,-0.591757805,0.747241933,-2.707698767,24
BXRFQSNOROATLV-UHFFFAOYSA-N,c1cc(ccc1C=O)[N+](=O)[O-],-0.42481882,121.9602043,151.122,105.5,-0.008831865,-0.021351104,-0.012519239,0.06075643,0.047251713,-0.013504717,3.568907225,4.599835919,-0.398448572,0.204752855,-0.073397145,0.398658572,314.9540307,-1.486997224,-0.221288925,-0.495870648,0.838469148,-0.648528077,16
BZKPWHYZMXOIDC-UHFFFAOYSA-N,CC(=O)Nc1nnc(s1)S(=O)(=O)N,-1.752447265,134.7480539,222.249,259.25,-0.109178848,-0.142138399,-0.03295955,-0.038066568,-0.072528948,-0.034462381,9.205109381,13.7704114,-0.368312499,0.227244576,-0.050905424,0.368522499,380.304934,-2.443573708,-0.509016398,-0.988810018,2.604243691,-1.073906448,19
CAKGAFQQGMIOJG-UHFFFAOYSA-N,CC(C)C1CCC(C)C(C1)OC(=O)NC(=O)N,-2.026450829,313.6096572,242.318,192.5,-0.291857832,-0.299340909,-0.007483077,-0.029139077,-0.039344782,-0.010205705,4.127447329,5.871928039,-0.393856895,0.276670454,-0.001479546,0.394066895,476.3247647,-1.679953507,-0.909780413,-0.609457463,0.753249126,-2.819275392,39
CCORPVHYPHHRKB-NXUCFJMCSA-N,CCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,-2.044075036,607.1870422,442.726,98.7,-0.288181747,-0.297174969,-0.008993222,0.332753967,0.321631901,-0.011122066,1.861239643,3.03596647,-0.338232604,0.311185437,0.033035437,0.338442604,785.2660302,-1.09678366,-6.181838392,-0.591447432,0.671846815,-1.09678366,82
CDZFBBLHHNZLCF-CSOYKPOESA-N,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=NNC(=O)N)[C@@]4(C)CC[C@H]23)C1,-2.287266367,455.0238952,387.522,280,-0.238526832,-0.258618502,-0.02009167,0.192691079,0.168271868,-0.02441921,5.02653816,6.657970079,-0.33932444,0.29796231,0.01981231,0.33953444,650.7196836,-1.75485362,-2.658436677,-0.653115159,0.714537673,-2.93386021,61
CFBBKHROQRFCNZ-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1,-2.500740305,388.4786058,348.444,181.6,0.121590412,0.112558921,-0.009031491,0.4257217,0.41560475,-0.01011695,3.08387,4.2561,-0.33997,0.2620935,-0.0160565,0.34018,586.7812103,-0.51580125,-2.6735925,-0.51580125,0.5496964,-0.51580125,47
CFKGXXNWAGBBFU-UHFFFAOYSA-N,CCOC(=O)c1c(C)oc2cc3c(cc12)oc(C)c3C(=O)OCC,-3.823909179,334.4003976,330.337,184,-0.348140397,-0.363080864,-0.014940467,-0.102501061,-0.120657709,-0.018156649,1.232870423,2.096599987,-0.328329932,0.244234076,-0.033915924,0.328539932,592.1090323,-2.720112239,-0.60049483,-0.60010145,0.730381586,-2.720112239,42
CFWGPCJQHBUSSK-UHFFFAOYSA-N,COc1cc(ccc1O)c1cc(c2ccc(cc2)F)[nH]c(=O)c1C#N,-1.884503851,304.4364839,336.322,201.93,-0.11510328,-0.136038115,-0.020934836,0.09422678,0.071282591,-0.022944189,5.604664862,9.360124333,-0.330385349,0.225288284,-0.052861716,0.330595349,575.7668606,-1.450844606,-0.278010971,-0.586498402,0.653074804,-2.349161687,38
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,-1.190535841,140.0908505,176.126,190.5,-0.369849508,-0.386647557,-0.016798049,-0.278034759,-0.296362439,-0.01832768,3.052197866,7.307663741,-0.355519284,0.242799152,-0.035350848,0.355729284,334.3848557,-2.922385084,0.784554294,-0.565465207,0.649784516,-2.922385084,20
CJGPZIZFKYDOBC-SFTDATJTSA-N,CCCCCCCC[C@H]([C@@H](CCCCCCCCCCCC(=O)O)[N+](=O)[O-])O,-0.338961823,490.3015974,401.587,122,-0.391650622,-0.409427766,-0.017777144,0.120039977,0.096997645,-0.023042331,2.034833542,6.839636003,-0.39201919,0.261438489,-0.016711511,0.39222919,783.1808544,-2.712553297,-4.745727391,-0.588189241,0.812182663,-1.900370635,71
CJTCFFRJBBMUBJ-UHFFFAOYSA-N,CCCOC(=O)NC(=O)N,-1.28972567,165.9089958,146.146,175,-0.240374889,-0.251242049,-0.01086716,-0.132794378,-0.145311928,-0.012517549,3.447549926,4.478557102,-0.398377975,0.272444097,-0.005705903,0.398587975,343.6306319,-1.644375513,0.751155421,-0.603261662,0.746307092,-2.771901544,20
CKAPSXZOOQJIBF-UHFFFAOYSA-N,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,-3.627094614,77.10543261,284.784,227.6,-0.015614134,-0.019593999,-0.003979865,-0.013217,-0.0175201,-0.0043031,0,0,-0.36119,0.22568,-0.05247,0.3614,360.2850883,0,-0.066310473,-0.012347081,0.014264598,0.066309817,12
CKDZWMVGDHGMFR-GTPODGLVSA-N,CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,-2.057621417,610.1391575,456.753,98.6,-0.296827163,-0.305122855,-0.008295692,0.348935496,0.338129669,-0.010805827,1.454075652,2.488123307,-0.337972963,0.311715785,0.033565785,0.338182963,805.0070212,-1.100290721,-6.455762859,-0.591340619,0.682902018,-1.100290721,85
CKEVMZSLVHLLBF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCc1ccccc1,-1.124014873,514.7198839,346.554,37.975,-0.219942759,-0.229378332,-0.009435573,0.233815271,0.224512209,-0.009303062,1.645888062,2.29205739,-0.353254411,0.281067188,0.002917188,0.353464411,763.4169163,-1.046610281,-4.371784767,-0.579747615,0.671620953,-1.046610281,63
CMWTZPSULFXXJA-VIFPVBQESA-N,C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,-0.270813985,248.3058823,230.263,155,-0.162962472,-0.174373541,-0.011411069,0.023056945,0.010066258,-0.012990687,1.788543716,2.330609579,-0.316541693,0.258030633,-0.020119367,0.316751693,457.9021542,-1.498457171,-1.050905102,-0.564355729,0.6470205,-1.498457171,31
CNQITZURXNIVBU-UHFFFAOYSA-N,CCCCS(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,-0.298151846,386.0622845,362.45,135.5,-0.17649017,-0.198765692,-0.022275522,0.114127474,0.08956411,-0.024563364,5.590923826,7.674571298,-0.351933471,0.27282212,-0.00532788,0.352143471,618.7237006,-3.09894569,-2.505926533,-0.972311829,2.48935509,-1.594747642,47
COLNVLDHVKWLRT-UHFFFAOYSA-N,c1ccc(cc1)CC(C(=O)O)N,-2.579499754,184.6368236,165.192,269.5,-0.114208616,-0.126075514,-0.011866898,0.019489941,0.006358241,-0.013131701,2.37040279,3.479945562,-0.35364347,0.279972998,0.001822998,0.35385347,365.0711563,-1.089114339,-0.531775544,-0.558265393,0.632361987,-1.626521821,23
CPYIRRUXUIUUPR-UHFFFAOYSA-N,c1cc2c(cc1COC(=O)NC(=O)N)OCO2,-2.557397822,194.868327,238.2,176.5,-0.280874576,-0.295584361,-0.014709786,-0.140410839,-0.157020674,-0.016609835,3.245440385,4.326762767,-0.33215533,0.254335736,-0.023814264,0.33236533,438.8232703,-2.418787536,1.398593102,-0.596641227,0.742985375,-3.546584232,27
CRPHWKXKBBBHLU-AIECOIEWSA-N,C(C1C(C2C(O1)OC(C(Cl)(Cl)Cl)O2)O)O,-0.456474038,180.0471086,277.489,140,-0.379854138,-0.395210295,-0.015356157,-0.270193027,-0.286177217,-0.01598419,2.328957237,2.60379979,-0.390875244,0.257632714,-0.020517286,0.391085244,399.9344355,-2.545510646,0.799238652,-0.565648745,0.357880241,-2.726930518,24
CUCUKLJLRRAKFN-KKIBXBACSA-N,Cc1c(c(C(=O)C)c2c(c1O)[C@@]1(C)C(=CC(=O)C(C(=O)C)C1=O)O2)O,-3.042182953,277.3336591,344.321,203,-0.404390693,-0.422087477,-0.017696784,-0.172874358,-0.193181592,-0.020307234,4.371378385,6.345604706,-0.344828989,0.229171428,-0.048978572,0.345038989,538.0219279,-3.356863343,-0.238893847,-0.649464619,0.698370085,-3.356863343,41
CVHZOJJKTDOEJC-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)NS2(=O)=O,-1.064624923,127.4951428,183.188,227,-0.132654257,-0.153680368,-0.02102611,-0.059221,-0.081474,-0.022253,5.1302,6.7939,-0.39784,0.22534,-0.05281,0.39805,333.9139274,-2.410073,-0.309702286,-0.9338,2.570096,-0.717615,17
CVPXQMUHAZMTEO-UHFFFAOYSA-N,CC1=C(CCC1(C)C)C(=O)O,0.134109574,202.3926392,154.209,134.125,-0.174577432,-0.182402009,-0.007824578,-0.018054268,-0.027676271,-0.009622003,3.436483104,4.832542565,-0.360405044,0.275271858,-0.002878142,0.360615044,351.2126864,-1.151356734,-1.348284208,-0.607847631,0.699405032,-1.151356734,25
CWRYPZZKDGJXCA-UHFFFAOYSA-N,c1cc2cccc3CCc(c1)c23,-1.971432302,194.2922,154.211,94.5,0.059609351,0.055432808,-0.004176542,0.19813,0.193394,-0.004736,1.1614,1.5058,-0.31526,0.27093,-0.00722,0.31547,346.5106567,0,-1.599812,-0.287499,0.166459,0,22
CXMXRPHRNRROMY-UHFFFAOYSA-N,C(CCCCC(=O)O)CCCC(=O)O,-0.482479538,233.5860055,202.251,132.64,-0.355712013,-0.370340461,-0.014628448,-0.156138884,-0.171424885,-0.015286001,2.455947566,3.381217285,-0.411554641,0.297681212,0.019531212,0.411764641,456.6427222,-2.244970693,-0.946134587,-0.579952837,0.682175924,-2.244970693,32
CYRRHDGXDUVPMO-ZASXJUAOSA-N,C=C[C@@H]1[C@@H]2CCNC(=O)C2=CO[C@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,-1.403012021,321.252334,357.361,162,-0.531382017,-0.557982805,-0.026600788,-0.229839518,-0.256986344,-0.027146826,5.095901171,10.01732572,-0.356270134,0.277553464,-0.000596536,0.356480134,547.744988,-4.384705491,0.253547205,-0.682493903,0.647239728,-4.861506672,48
CZGCEKJOLUNIFY-UHFFFAOYSA-N,c1cc(ccc1Cl)[N+](=O)[O-],-0.360673591,113.0221855,157.556,82.86,0.015477823,0.007450416,-0.008027407,0.069692124,0.060637624,-0.0090545,3.691812544,4.788187477,-0.384817507,0.216439998,-0.061710002,0.385027507,305.4489847,-1.012311752,-0.541782129,-0.506156001,0.857548255,-0.21967062,14
DBJHCHBDQALOAS-XWIAVFTESA-N,c1cc2c(c3CN[C@H]4c5cc6c(cc5C[C@H]([C@H]4c13)O)OCO6)OCO2,-1.823075118,321.070743,339.348,198.5,-0.212832149,-0.229716748,-0.0168846,0.049820419,0.031477443,-0.018342975,1.916058268,2.608164143,-0.32027373,0.270343198,-0.007806802,0.32048373,538.1229445,-2.214992712,-0.420500006,-0.59595422,0.327572712,-2.659722253,42
DBPYGJOORSXBMI-UHFFFAOYSA-N,c1ccc2c(c1)cccc2OP(=O)(Oc1cccc2ccccc12)Oc1cccc2ccccc12,-2.678033738,469.6323653,476.468,145,-0.157071695,-0.170944657,-0.013872963,0.184126591,0.168714092,-0.0154125,1.057134966,1.027878673,-0.326103247,0.251199507,-0.026950493,0.326313247,716.6707628,-2.607805004,-2.733741996,-0.840142746,1.813939378,-0.793865626,56
DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,-0.123006146,411.4840185,226.446,18.1,-0.132507697,-0.134681086,-0.002173389,0.24440322,0.242514335,-0.001888885,0.054184021,0.052143783,-0.393088026,0.424372808,0.146222808,0.393298026,600.3022309,0,-4.562759237,-0.470277306,0.14921537,0,50
DDGUCOCCCYXUCX-MZCGDCDISA-N,C(=C\c1ccco1)/C=N/NC(=O)N,-1.483907359,173.4497679,179.178,218.25,-0.011572999,-0.025489878,-0.013916879,0.101576182,0.086649888,-0.014926293,2.990664505,4.275908897,-0.323508709,0.248708235,-0.029441765,0.323718709,398.5241768,-0.895769344,-0.030031795,-0.6296571,0.664632665,-1.953405797,22
DDPOPNULNSDSKL-UHFFFAOYSA-N,CCC(=O)NNC(=O)CC,0.15053329,178.7906806,144.173,136,-0.142944871,-0.156492299,-0.013547428,-0.01529814,-0.030523884,-0.015225745,1.548754164,5.0519245,-0.353263563,0.288544514,0.010394514,0.353473563,355.3557319,-1.185129745,-0.399856124,-0.597834612,0.605104469,-1.921921518,22
DEPKBIFUJLGOBH-UHFFFAOYSA-N,c1ccc(cc1)c1cccc(c1)N=Cc1ccc(cc1)[N+](=O)[O-],-1.917214297,304.4797701,302.332,112,0.145984418,0.132252162,-0.013732256,0.362579046,0.348708275,-0.013870771,6.363456302,7.656018314,-0.343152925,0.215723297,-0.062426703,0.343362925,574.8926997,-1.013125267,-1.875587432,-0.506962809,0.851744713,-0.489185796,37
DFPAKSUCGFBDDF-UHFFFAOYSA-N,c1cc(cnc1)C(=O)N,-0.096910013,128.5271539,122.126,129,-0.012569491,-0.027102385,-0.014532894,0.060248102,0.045130092,-0.01511801,3.788034872,5.791837502,-0.384274648,0.247703462,-0.030446538,0.384484648,293.8960737,-0.630902107,0.254384957,-0.630902107,0.630869978,-1.543307428,15
DFQHFXCKNSCDFW-UHFFFAOYSA-N,c1cc(ccc1Cl)OP(=O)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,-1.854937284,301.7103379,429.624,112.5,-0.281955199,-0.29374563,-0.011790432,-0.097949456,-0.111267355,-0.013317899,1.674083956,1.95535098,-0.35233937,0.249558028,-0.028591972,0.35254937,627.2527176,-2.590919117,-1.204853465,-0.829370406,1.814259224,-1.035141988,38
DHNCWGKMISNJQG-UHFFFAOYSA-N,CN(C(=O)C(=O)N(C)[N+](=O)[O-])[N+](=O)[O-],-1.547635776,128.8747877,206.115,124,-0.1034372,-0.114246794,-0.010809594,-0.024491633,-0.037354428,-0.012862795,0.715523054,1.697113745,-0.414995152,0.213651239,-0.064498761,0.415205152,358.2615685,-2.657855717,0.523416814,-0.500438334,0.970566274,-1.634478431,20
