StdInChIKey,SMILES,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
PMMYEEVYMWASQN-UHFFFAOYSA-N,C1C(CNC1C(=O)O)O,0.439922115,131.131,274,100.541,-476.3853763,-476.4001075,-0.014731174,-476.270563,-476.286202,-0.015639,1.933,2.5771,-0.24234,-0.01392,0.30535,0.26726,299.1758728,-2.18245,-0.08645,-0.80933,0.83202,-2.90683,18
PMNATJJZOUNELG-UHFFFAOYSA-N,c1ccc2cc3c(cc2c1)cc1CCc2cccc3c12,-5.449139022,254.3306,192,188.908,-770.6256257,-770.6322482,-0.00662251,-770.389841,-770.396378,-0.006537,1.1943,1.7011,-0.19952,-0.06482,0.25445,0.22444,474.3423462,0,-3.51601,-0.48047,0.26343,0,34
PMPBFICDXLLSRM-UHFFFAOYSA-N,CC(C)c1cccc2ccccc12,-4.782393555,170.2536,-16,143.954,-503.848581,-503.8528,-0.004218935,-503.651659,-503.656067,-0.004408,0.3931,0.6124,-0.21646,-0.04611,0.27316,0.24138,387.4547119,0,-3.41472,-0.67273,0.25218,0,27
PMPZMFJQCCSPGS-REOHCLBHSA-N,C(C(C(=O)O)NC(=O)N)C(=O)N,-0.511,175.1438,,148.613,-661.1926019,-661.2170632,-0.024461293,-661.068848,-661.094326,-0.025478,4.2758,5.6471,-0.25502,-0.03527,0.284,0.27994,351.2218018,-2.80687,1.59963,-0.87797,0.83237,-5.22863,21
PMUQFKLRVIPHLK-UHFFFAOYSA-N,CCCCN(CCCC)NC(=O)c1ccccc1,-2.980122292,248.368,101.375,189.47,-770.7957585,-770.8105127,-0.014754215,-770.476405,-770.490665,-0.01426,3.8737,6.5209,-0.24208,-0.04484,0.27443,0.267,555.8436279,-0.68485,-4.41543,-0.68719,0.67566,-1.51623,42
PMWHATAFABINDH-UHFFFAOYSA-N,CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C,-4.274778498,314.3941,,255.004,-1871.781345,-1871.793222,-0.01187675,-1871.497957,-1871.510885,-0.012928,2.5863,4.0837,-0.24045,-0.02306,0.29621,0.26537,579.9959106,-2.97986,-3.86583,-0.88464,1.68612,-1.96471,41
PMZDQRJGMBOQBF-UHFFFAOYSA-N,c1ccc2c(c1)c(=O)cc[nH]2,-1.481,145.1604,202,112.92,-477.1777256,-477.1953296,-0.017604,-477.069957,-477.087078,-0.017121,6.3589,9.5038,-0.22632,-0.0569,0.26237,0.25124,316.8092651,-0.70614,-0.77822,-0.70614,0.46759,-1.25277,18
PMZXKSSDXXNNIO-UHFFFAOYSA-N,Cc1ccc2c(c1)nc1c3ccc4c5c(ccc(c35)c(=O)n21)c(=O)n(CCCOC)c4=O,-6.771509907,425.4428,,375.146,-1440.159848,-1440.182579,-0.02273087,-1439.610792,-1439.634406,-0.023614,3.5737,5.4156,-0.23691,-0.04324,0.27603,0.26183,691.6761475,-2.59493,-5.09278,-0.71414,0.74174,-4.31518,69
PNBKMRRXXVGPTJ-UHFFFAOYSA-N,Cc1cc(c(cc1Cl)C(=O)O)O,-3.124785984,186.5945,205,118.385,-994.9879469,-994.9958683,-0.007921358,-994.886102,-994.894624,-0.008522,0.708,1.0783,-0.24149,-0.0747,0.24457,0.26641,346.2655334,-2.09716,-0.29871,-0.71467,0.81838,-2.11108,19
PNFQZDSXVPAXNN-UHFFFAOYSA-N,c1ccc2c(c1)c1ccccc1P(=O)(NCCNP1(=O)c3ccccc3c3ccccc3O1)O2,-3.094510521,488.419,268.5,349.649,-2097.303077,-2097.334495,-0.03141802,-2096.933711,-2096.964826,-0.031115,6.879,9.3817,-0.23326,-0.06504,0.25423,0.25818,749.9557495,-3.86775,-4.79636,-1.12586,2.37395,-1.24923,56
PNKIOGYYVJRTML-UHFFFAOYSA-N,COc1c(ccc(C=O)c1N)O,-0.2232,167.164,,130.148,-590.6938974,-590.7086983,-0.014800888,-590.566809,-590.582077,-0.015268,5.3843,7.5213,-0.23165,-0.06538,0.25389,0.25657,343.7514038,-1.93399,0.02009,-0.84605,0.53034,-2.78004,21
PNLRJGYHLCFMLM-UHFFFAOYSA-N,CCc1c(CC)nc2c(c(=O)[nH]c(=O)[nH]2)n1,-2.387157284,220.2304,218,166.585,-757.8381579,-757.8566836,-0.018525637,-757.657402,-757.675786,-0.018384,5.4513,7.3837,-0.26111,-0.0935,0.22577,0.28603,428.0249329,-1.29592,-0.02333,-0.68299,0.82682,-3.429,28
PNMUAGGSDZXTHX-BYPYZUCNSA-N,C(CC(=O)N)C(C(=O)[O-])NC(=O)C[NH3+],-0.194310278,203.1974,,131.036,-739.8030949,-739.8331944,-0.030099497,-739.627435,-739.657309,-0.029874,6.8054,10.7562,-0.26645,-0.02696,0.29231,0.29137,414.1101685,-2.81072,0.64793,-0.95048,0.8256,-5.25915,27
PNPCRKVUWYDDST-UHFFFAOYSA-N,c1cc(cc(c1)N)Cl,-1.373368413,127.5731,-10.13,91.997,-747.2115111,-747.2192519,-0.007740802,-747.136159,-747.144019,-0.00786,3.3922,4.4871,-0.21384,-0.01961,0.29966,0.23876,288.7807007,0,-1.01227,-0.85787,0.43706,-0.88874,14
PNRAZZZISDRWMV-UHFFFAOYSA-N,Cc1cc(c(c(c1)C(C)(C)C)OC(=O)NC)C(C)(C)C,-4.598,277.4058,,268.161,-869.3236215,-869.3346206,-0.010999193,-868.961824,-868.973124,-0.0113,2.2847,3.6408,-0.23117,-0.01005,0.30922,0.25609,529.9306641,-1.27549,-4.79466,-0.69977,0.92454,-1.95234,47
PNVJTZOFSHSLTO-UHFFFAOYSA-N,Cc1cc(ccc1SC)OP(=S)(OC)OC,-4.56975,278.3205,7.125,164.136,-1753.585964,-1753.598177,-0.01221324,-1753.394538,-1753.407171,-0.012633,3.6661,5.5623,-0.21448,-0.02216,0.29711,0.2394,489.5580139,-2.55367,-2.94723,-0.86076,2.10662,-0.8179,31
PNVNVHUZROJLTJ-UHFFFAOYSA-N,CN(C)CC(c1ccc(cc1)OC)C1(CCCCC1)O,0.256718745,277.4058,78.9,202.884,-869.2726093,-869.2815103,-0.008900939,-868.904113,-868.914079,-0.009966,1.152,1.4462,-0.21355,-0.00949,0.30978,0.23847,539.8752441,-1.36207,-4.7495,-0.80581,0.50593,-1.92887,47
PNWYPUYECVECFF-UHFFFAOYSA-N,C(C#N)CN(CCOCCC#N)c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],-4.593750027,392.4164,,271.151,-1328.220565,-1328.251966,-0.03140105,-1327.902028,-1327.933408,-0.03138,6.5019,10.8727,-0.23104,-0.12139,0.19788,0.25596,724.1205444,-1.45273,-2.62826,-0.61078,0.49383,-2.65839,49
POACFNLCTNKXFD-UHFFFAOYSA-N,Cc1ccc(cc1)Cn1cc(c(=O)[nH]c1=O)F,-2.919696705,234.23,183.7,160.705,-823.7550022,-823.7720285,-0.01702631,-823.584895,-823.601311,-0.016416,5.5056,7.2421,-0.25343,-0.06549,0.25378,0.27835,439.97052,-1.3207,-0.30691,-0.70408,0.83165,-2.76046,28
POAOYUHQDCAZBD-UHFFFAOYSA-N,CCCCOCCO,-0.42,118.1754,-75.635,89.679,-387.5167847,-387.5236873,-0.006902571,-387.353969,-387.361506,-0.007537,2.6834,3.3075,-0.27262,0.01065,0.32992,0.29754,345.4157715,-1.43467,-2.03426,-0.80703,0.51016,-1.43467,22
POBGWTZPKSVJFM-UHFFFAOYSA-N,C(C(C(=O)O)NC(=O)C(Cl)Cl)O,-0.028,216.0206,120,117.795,-1470.816868,-1470.834335,-0.01746734,-1470.726687,-1470.745003,-0.018316,2.4829,4.0034,-0.29255,-0.06858,0.25069,0.31747,366.2680664,-2.76142,0.80262,-0.79822,0.81681,-3.45198,19
POBOUPFSQKXZFZ-UHFFFAOYSA-N,CCC#CC(C)C,-2.7448,96.1718,-116.85,114.954,-273.9311445,-273.9338313,-0.002686722,-273.795486,-273.798876,-0.00339,0.0951,0.0889,-0.24995,0.00022,0.31949,0.27487,333.3261108,0,-2.96594,-0.67767,0.26952,0,19
PODSUMUEKRUDEI-UHFFFAOYSA-N,C(CN1CCNC1=O)N,0.63354594,129.1614,,112.685,-436.6645411,-436.6810934,-0.016552316,-436.524572,-436.541645,-0.017073,3.6848,5.2605,-0.23934,-0.00201,0.31726,0.26426,319.055603,-0.73496,-0.28024,-0.95158,0.81684,-2.90626,20
POGQSBRIGCQNEG-UHFFFAOYSA-N,c1cc(c(Cn2cc(C(=O)N)nn2)c(c1)F)F,-3.5,238.1962,238.5,161.432,-879.8098705,-879.8280218,-0.018151237,-879.674652,-879.692865,-0.018213,4.2466,5.0732,-0.26602,-0.05518,0.26409,0.29094,420.2111511,-0.69178,0.22168,-0.84197,0.64739,-2.7952,25
POIARNZEYGURDG-FNORWQNLSA-N,CC=CC(=O)C1=C(C)C=CCC1(C)C,-3.005248988,190.2846,,165.827,-581.4239272,-581.4320038,-0.008076566,-581.189071,-581.197713,-0.008642,2.7647,4.1253,-0.21907,-0.06865,0.25062,0.24399,429.5811768,-0.62726,-3.84221,-0.73064,0.54098,-0.62726,32
POJWUDADGALRAB-UHFFFAOYSA-N,C1(C(=O)NC(=O)N1)NC(=O)N,-1.554391243,158.1164,238,105.077,-600.8067956,-600.831117,-0.024321386,-600.717905,-600.743769,-0.025864,3.6161,5.3969,-0.28765,-0.04467,0.2746,0.31257,326.6072998,-2.00806,2.35549,-0.88539,0.82344,-4.93372,17
POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC,-1.3192,102.176,-122,95.458,-312.3025886,-312.3060641,-0.003475487,-312.142602,-312.146612,-0.00401,1.0345,1.5837,-0.25854,0.01347,0.33274,0.28346,333.2871399,-0.62123,-2.58902,-0.69282,0.2441,-0.62123,21
POLMNXCVMYMLSF-UHFFFAOYSA-N,Cc1ccc(c(c1)NC(=O)C)OC,-1.931164755,179.2182,,128.175,-594.1303113,-594.1413525,-0.011041242,-593.954736,-593.966236,-0.0115,4.5633,6.3818,-0.21265,-0.01976,0.29951,0.23757,401.861084,-1.24793,-1.57411,-0.77448,0.6885,-1.88101,26
POOXVKSDWCXIBU-UHFFFAOYSA-N,c1cc(c(cc1Oc1c(cc(cc1Cl)Cl)Cl)Cl)Cl,-7.62,342.4359,,179.545,-2836.492613,-2836.498734,-0.00612098,-2836.403304,-2836.409417,-0.006113,2.9003,4.1049,-0.25015,-0.06201,0.25726,0.27507,486.08255,-0.51379,-1.02761,-0.51379,0.319,-0.37213,23
POQDXIFVWVZVML-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC1)Cc1ccccc1,-3.41504339,322.4492,,297.866,-1000.663421,-1000.679039,-0.01561846,-1000.284678,-1000.299857,-0.015179,3.7745,5.5674,-0.23087,-0.02113,0.29814,0.25579,616.6594238,-0.69865,-4.68164,-0.69865,0.71397,-1.75448,50
POQJHLBMLVTHAU-UHFFFAOYSA-N,Cc1ccc(cc1C)C=O,-2.277035079,134.1774,,99.3,-424.2261984,-424.2343423,-0.008143813,-424.095215,-424.103426,-0.008211,4.6128,6.2444,-0.25701,-0.07101,0.24826,0.28193,330.7657776,-0.61219,-1.84258,-0.70924,0.40484,-0.61219,20
POSWICCRDBKBMH-UHFFFAOYSA-N,CC1CC(=O)CC(C)(C)C1,-1.647141463,140.2248,,113.794,-427.8493453,-427.8570319,-0.007686561,-427.649372,-427.657356,-0.007984,3.433,4.6185,-0.24689,-0.028,0.29127,0.27181,342.1101685,-0.61887,-3.34292,-0.68104,0.61181,-0.61887,26
POTIYWUALSJREP-BDAKNGLRSA-N,C1CCC2C(C1)CCCN2,-1.0831,139.24,,120.788,-407.9722565,-407.9756798,-0.003423299,-407.752176,-407.755979,-0.003803,0.8222,1.3997,-0.22346,0.00396,0.32323,0.24838,340.8245544,0,-3.41798,-0.73379,0.40129,-0.73379,27
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O,-4.619583571,200.3204,43.85,175.156,-622.2343952,-622.2480212,-0.013625994,-621.936101,-621.950733,-0.014632,4.4965,5.8256,-0.28583,-0.01906,0.30021,0.31075,516.1068726,-1.37568,-4.60416,-0.73353,0.83142,-1.37568,38
POXFXTSTVWDWIR-UHFFFAOYSA-N,c1cc(ccc1I)S(=O)(=O)Cl,-4.2686,302.5139,83.5,158.216,-1251.196428,-1251.205655,-0.00922612,-1251.144999,-1251.154758,-0.009759,4.4203,5.8402,-0.27512,-0.1078,0.21147,0.30004,365.3287048,-1.78925,-1.39084,-0.89469,2.08748,0.25827,15
POYJJXCXXKQSST-PTNGSMBKSA-N,COC(=O)C(=Cc1ccccc1)S(=O)(=O)c1ccc(cc1)[N+](=O)[O-],-4.57,347.3418,,266.43,-1521.680565,-1521.701312,-0.0207462,-1521.46473,-1521.486175,-0.021445,5.1492,6.7126,-0.26818,-0.1233,0.19597,0.2931,560.696228,-3.86912,-2.24812,-0.96399,2.17436,-1.19195,37
POZDECFNMBVWHV-IBGZPJMESA-N,C(#Cc1ccc(cc1)OC(F)(F)F)c1ccc(cc1)COC1Cn2cc(nc2OC1)N(=O)=O,-7.060113037,459.381,234.5,272.885,-1687.769086,-1687.799166,-0.03007969,-1687.479865,-1687.509152,-0.029287,9.0444,11.4723,-0.23708,-0.08803,0.23124,0.262,751.7468262,-2.53771,-0.06942,-0.59746,1.31864,-4.07967,49
POZRVZJJTULAOH-LHZXLZLDSA-N,C#CC1(CCC2C3CCC4=Cc5c(CC4(C)C3CCC12C)cno5)O,-5.528224876,337.462,225.5,274.081,-1059.684105,-1059.698112,-0.01400674,-1059.283782,-1059.298142,-0.01436,5.9424,7.7004,-0.22078,-0.04896,0.27031,0.2457,551.3300781,-1.1081,-5.69274,-0.77051,0.51504,-1.31784,52
PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1,-2.555269616,104.1512,-31,109.626,-309.6612743,-309.6650963,-0.003822005,-309.559039,-309.562699,-0.00366,0.2141,0.2657,-0.23222,-0.04728,0.27199,0.25714,290.9890137,0,-1.94658,-0.42955,0.25269,0,16
PPDRLQLKHRZIJC-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])C(=O)O)O,-2.262733408,183.1202,228.75,98.767,-700.5846971,-700.5977707,-0.013073554,-700.498716,-700.512503,-0.013787,3.5471,4.675,-0.27586,-0.10807,0.2112,0.30078,335.552124,-2.88404,0.44037,-0.69981,0.82502,-2.38499,18
PPJVBBJMDLANLB-UHFFFAOYSA-N,c1cc2c(ccc(c2c(c1)N(=O)=O)N(=O)=O)N(=O)=O,-3.818169788,263.166,148.5,166.149,-999.398768,-999.4176712,-0.018903228,-999.287188,-999.306239,-0.019051,3.9905,5.9372,-0.28916,-0.14752,0.17175,0.31408,407.5888672,-2.31037,-0.69265,-0.40612,0.52416,-0.74011,24
PPKHAIRFQKFMLE-UHFFFAOYSA-N,COc1ccc2ccc(cc2c1)OC,-4.796113118,188.226,138,162.298,-614.9574019,-614.966022,-0.008620088,-614.783425,-614.792135,-0.00871,2.0578,3.0728,-0.20271,-0.04324,0.27603,0.22763,399.1507874,-1.10786,-1.76829,-0.55393,0.31639,-1.10786,26
PPKPKFIWDXDAGC-IHWYPQMZSA-N,CC(=CCl)Cl,-1.6138,110.9706,,84.069,-1037.106274,-1037.110039,-0.00376495,-1037.07411,-1037.078032,-0.003922,2.5869,3.3552,-0.25705,-0.02019,0.29908,0.28197,250.4422302,0,-1.06194,-0.71076,0.27693,-0.01189,9
PPQNQXQZIWHJRB-UHFFFAOYSA-N,Cc1ccc2cc3c4ccccc4ccc3c3CCc1c23,-7.9663,268.3574,179.71,250.347,-809.941216,-809.9478819,-0.006665884,-809.679215,-809.685969,-0.006754,1.2949,1.9142,-0.1947,-0.061,0.25827,0.21962,493.0027161,0,-4.00862,-0.70154,0.26077,0,37
PPWNCLVNXGCGAF-UHFFFAOYSA-N,C#CC(C)(C)C,-2.613556425,82.145,-78.05,82.606,-234.6059679,-234.6091167,-0.003148753,-234.495462,-234.498834,-0.003372,0.7232,1.0897,-0.26956,0.00346,0.32273,0.29448,279.8998413,0,-2.45314,-0.66204,0.2587,0,16
PPXUHEORWJQRHJ-UHFFFAOYSA-N,CCOC(=O)CC(C)C,-1.8135,130.1864,-99.1,138.613,-425.6653593,-425.671274,-0.005914667,-425.499193,-425.506076,-0.006883,1.6007,2.289,-0.28002,-0.00449,0.31478,0.30494,352.8675842,-1.22339,-2.22047,-0.71858,0.83815,-1.22339,23
PQAUOQARDKWIGL-HOTMZDKISA-N,CCCCOC1C(C(C(C(CON(=O)=O)O1)ON(=O)=O)ON(=O)=O)ON(=O)=O,-5.295077008,416.255,39.5,284.199,-1662.325247,-1662.344098,-0.01885072,-1662.071685,-1662.091067,-0.019382,5.8854,7.5756,-0.31615,-0.10551,0.21376,0.34107,631.140686,-5.50989,-1.48155,-0.68732,0.73548,-2.5795,44
PQFDUCZWWSHNBL-UHFFFAOYSA-N,CCCCNC(=O)Nc1c(C)n(C)n(c2ccccc2)c1=O,-1.629288969,302.376,209,274.576,-992.454189,-992.474867,-0.020677982,-992.137684,-992.160688,-0.023004,2.4106,8.9359,-0.2107,-0.03454,0.28473,0.23562,599.1437988,-1.44965,-2.53589,-0.73691,0.82021,-3.36559,44
PQFRTXSWDXZRRS-UHFFFAOYSA-N,Cn1c(COC(=O)N)ncc1[N+](=O)[O-],-1.8433,200.1536,,121.287,-753.3049721,-753.3241631,-0.019191031,-753.183888,-753.204511,-0.020623,5.2487,5.3645,-0.27464,-0.10643,0.21284,0.29956,381.3842468,-2.12511,0.88667,-0.87573,0.91879,-3.38436,22
PQHZWWBJPCNNGI-UHFFFAOYSA-N,c1cc(c(cc1Cl)c1c(cc(cc1Cl)Cl)Cl)Cl,-7.47,326.4365,,182.011,-2761.286685,-2761.291942,-0.00525663,-2761.199412,-2761.204862,-0.00545,0.3311,0.2825,-0.25868,-0.05496,0.26431,0.2836,464.3847351,0,-1.47581,-0.25501,0.28496,0.0785,22
PQJZHMCWDKOPQG-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)C(=O)O,-1.3019,165.1482,150,133.023,-589.5325254,-589.5487305,-0.016205062,-589.427479,-589.444456,-0.016977,4.9436,7.1165,-0.24378,-0.08114,0.23813,0.2687,345.4518433,-1.94901,0.2376,-0.72148,0.75435,-2.54652,19
PQKBPHSEKWERTG-LLVKDONJSA-N,CCOC(=O)C(C)Oc1ccc(cc1)Oc1nc2ccc(cc2o1)Cl,-5.6042,361.7811,,192.331,-1586.648484,-1586.663797,-0.01531302,-1586.394572,-1586.410668,-0.016096,3.6004,3.8918,-0.23307,-0.04073,0.27854,0.25799,631.539856,-2.71292,-0.86637,-0.71922,0.85588,-3.27264,41
PQLMXFQTAMDXIZ-UHFFFAOYSA-N,CCCC(=O)OCCC(C)C,-2.932852123,158.24,-73.1,143.153,-504.2935244,-504.2997881,-0.006263778,-504.075574,-504.081918,-0.006344,1.7099,2.5274,-0.27951,0.00079,0.32006,0.30443,415.8002319,-1.22073,-3.14903,-0.68996,0.83873,-1.22073,29
PQMAKJUXOOVROI-UHFFFAOYSA-N,C1(C(F)(F)OC(C(F)(F)N1C(F)(F)F)(F)F)(F)F,-5.596058626,299.0435,-80,128.695,-1418.814863,-1418.816719,-0.00185617,-1418.78483,-1418.787896,-0.003066,0.0894,0.0961,-0.36832,-0.0017,0.31757,0.39324,341.3050537,-0.57169,4.91468,-0.64067,1.2496,-4.91468,18
PQMRKLSVUBRLLQ-XSYGEPLQSA-N,CCC12CCC3C4=C(CCC3C1CCC2=O)CC(=CC4)OC,-5.363817292,300.44,134.5,201.43,-929.4442035,-929.4545158,-0.010312286,-929.047814,-929.058566,-0.010752,2.7949,3.5613,-0.21794,-0.02629,0.29298,0.24286,542.5471802,-1.17812,-5.70403,-0.69149,0.63979,-1.17812,50
PQNFLJBBNBOBRQ-UHFFFAOYSA-N,c1ccc2CCCc2c1,-3.0351,118.178,-51.2,100.059,-348.9980387,-349.000838,-0.002799358,-348.864117,-348.867146,-0.003029,0.6931,0.9834,-0.23588,-0.01543,0.30384,0.2608,309.5571899,0,-2.49428,-0.47846,0.25301,0,19
PQOSNJHBSNZITJ-UHFFFAOYSA-N,CCCCC(C)(CC)O,-1.7356,130.2296,-83,122.893,-390.9377804,-390.9429731,-0.005192656,-390.725331,-390.731215,-0.005884,1.5964,2.2882,-0.27022,-0.00128,0.31799,0.29514,364.6183472,-0.80864,-3.73025,-0.80864,0.50426,-0.80864,27
PQSUYGKTWSAVDQ-ZVIOFETBSA-N,CC12CCC(=O)C=C1CCC1C3CCC(C(=O)CO)C3(CC(C21)O)C=O,-3.85,360.4492,166.5,302.724,-1193.208957,-1193.235689,-0.02673279,-1192.799346,-1192.825233,-0.025887,6.8384,10.105,-0.24382,-0.06023,0.25904,0.26874,542.6033325,-3.40353,-4.19935,-0.79391,0.58994,-3.40353,54
PQTAUFTUHHRKSS-UHFFFAOYSA-N,Cc1ccccc1Cc1ccccc1,-4.692503939,182.2646,6.8,172.466,-541.9509511,-541.9557784,-0.004827344,-541.752537,-541.757754,-0.005217,0.3594,0.6051,-0.24086,-0.01953,0.29974,0.26578,406.7106018,0,-3.51107,-0.70435,0.26593,0,28
PQTBTIFWAXVEPB-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(c(c1)Cl)C(=O)C1C(=O)CCCC1=O,-3.2994,328.7667,139,278.349,-1775.786421,-1775.810456,-0.02403578,-1775.586595,-1775.611041,-0.024446,6.131,8.2292,-0.27708,-0.10815,0.21112,0.302,520.8811035,-3.63629,-2.22966,-0.97879,2.15137,-1.44725,34
PQUPSQYCUSDJGL-UHFFFAOYSA-N,c1cc(c(cc1Cl)NS(=O)(=O)c1ccc(cc1)N)Cl,-4.4,317.1892,,249.929,-2041.798008,-2041.816019,-0.01801166,-2041.640079,-2041.659085,-0.019006,7.2992,10.3249,-0.23669,-0.05116,0.26811,0.26161,486.7655029,-1.93498,-1.89704,-0.96851,2.31811,-1.33035,29
PQVZDTWRGIHYCU-UHFFFAOYSA-N,C1CC21C(=O)NC(=O)NC2=O,-1.89,154.125,,90.696,-567.4845953,-567.4996461,-0.015050839,-567.393265,-567.408774,-0.015509,1.4164,1.6533,-0.28803,-0.06528,0.25399,0.31295,306.8792114,-1.90931,1.1944,-0.66589,0.83744,-3.24109,17
PQWGFUFROKIJBO-UHFFFAOYSA-N,CCC(=O)c1cccc(c1)Cl,-1.84670557,168.6225,46,147.164,-883.8215059,-883.8287379,-0.007232022,-883.701537,-883.708988,-0.007451,1.1837,1.9183,-0.26455,-0.07791,0.24136,0.28947,359.4997253,-0.60271,-1.73305,-0.69048,0.58749,-0.61228,20
PQWHYODXTBJHQG-UHFFFAOYSA-N,CCOc1ccc(cc1)NC(=O)Nc1ccc(cc1)OCC,-4.438,300.3566,226,232.249,-995.0781526,-995.0974645,-0.019311961,-994.785767,-994.800133,-0.014366,5.7565,8.8911,-0.19721,-0.02512,0.29415,0.22213,599.8048706,-1.83349,-2.20625,-0.71305,0.81847,-3.11463,42
PQXKWPLDPFFDJP-UHFFFAOYSA-N,CC1C(C)O1,0.397295078,72.1066,-82.5,65.766,-232.4387003,-232.4439663,-0.005266034,-232.353507,-232.358906,-0.005399,2.1956,2.9221,-0.2692,0.00854,0.32781,0.29412,244.6365356,-0.60869,-1.35296,-0.71755,0.25337,-0.60869,13
PRAKJMSDJKAYCZ-UHFFFAOYSA-N,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-5.14904043,422.8198,-38,451.896,-1180.632571,-1180.633899,-0.001328,-1179.838901,-1179.846092,-0.007191,0,0,-0.2813,0.00459,0.32386,0.30622,988.6551514,0,-14.40252,-0.68293,0.23638,0,92
PRBORDFJHHAISJ-UHFFFAOYSA-N,CCCCNC(=O)OCC(C)(CCC)COC(=O)N,-2.74,274.3594,50,225.323,-921.5385245,-921.5564204,-0.017895967,-921.199402,-921.218129,-0.018727,4.9948,6.9994,-0.26128,-0.01001,0.30926,0.2862,588.0040894,-2.5862,-2.71589,-0.88366,0.93137,-4.14247,45
PRGQOPPDPVELEG-KBPBESRZSA-N,c1ccc2c(c1)C(C(c1ccccc1N2C(=O)N)O)O,-1.852043168,270.288,202,199.797,-915.2371222,-915.2591441,-0.022021954,-915.011029,-915.032986,-0.021957,5.492,8.463,-0.23305,-0.04518,0.27409,0.25797,457.3048706,-2.30905,-0.76984,-0.88985,0.8327,-3.72078,34
PRGQOPPDPVELEG-OKILXGFUSA-N,c1ccc2c(c1)C(C(c1ccccc1N2C(=O)N)O)O,-2.201377843,270.288,242.5,191.385,-915.2371222,-915.2591441,-0.022021954,-915.011027,-915.032986,-0.021959,5.492,8.463,-0.23305,-0.04518,0.27409,0.25797,457.3048706,-2.30905,-0.76984,-0.88985,0.8327,-3.72078,34
PRKRQUUATBDWTL-UHFFFAOYSA-N,c1c(cc(c(c1C(=O)N)N)Cl)Cl,-2.0814,205.0432,162.5,110.579,-1375.522396,-1375.53321,-0.01081363,-1375.436244,-1375.446261,-0.010017,1.5938,2.2741,-0.22214,-0.06725,0.25202,0.24706,350.8972168,-0.71036,0.07283,-0.84532,0.66682,-2.39534,18
PRLMFHYBTOQSLN-UHFFFAOYSA-N,CN(C)c1nc(nc(n1)SC)N(C)C,-2.678,213.3,82.5,150.24,-985.8815648,-985.8897553,-0.008190497,-985.684608,-985.695801,-0.011193,2.8746,4.2283,-0.2256,-0.01484,0.30443,0.25052,435.1781616,0,-1.16277,-0.83025,0.63367,-2.55411,29
PRLVTUNWOQKEAI-UHFFFAOYSA-N,CC(C)N1C(=NC(C)(C)C)SCN(c2ccccc2)C1=O,-5.5307,305.4372,105,240.703,-1261.262144,-1261.273334,-0.01119063,-1260.94111,-1260.95368,-0.01257,2.9408,4.7661,-0.23754,-0.02915,0.29012,0.26246,554.2957764,-0.67639,-3.72415,-0.6931,0.85412,-2.03402,44
PRNCMAKCNVRZFX-UHFFFAOYSA-N,CC(C)CCCC(C)CCO,-3.393259787,158.2832,,175.519,-469.5593672,-469.5657112,-0.006343953,-469.2945,-469.301496,-0.006996,1.7768,2.366,-0.27686,-0.00274,0.31653,0.30178,427.783905,-0.81246,-4.56792,-0.81246,0.51194,-0.81246,33
PROQIPRRNZUXQM-ZXXIGWHRSA-N,CC12CCC3c4ccc(cc4CCC3C1CC(C2O)O)O,-3.997577681,288.387,281.5,235.169,-926.0647047,-926.0800559,-0.015351148,-925.71761,-925.733754,-0.016144,0.7826,1.0776,-0.21985,-0.01571,0.30356,0.24477,502.2228699,-2.33413,-4.33774,-0.8047,0.52276,-2.33413,45
PRPINYUDVPFIRX-UHFFFAOYSA-N,c1ccc2c(c1)cccc2CC(=O)O,-2.6468,186.2098,131.875,169.698,-613.7971148,-613.8090674,-0.011952516,-613.645269,-613.656946,-0.011677,1.3601,2.0961,-0.22487,-0.05331,0.26596,0.24979,382.2573547,-1.36746,-1.50424,-0.72457,0.83074,-1.36746,24
PRUGQYWGIVNHEM-UHFFFAOYSA-N,c1c2c([nH]c(=O)n1)[nH]c(=O)[nH]2,-3.6,152.1122,,97.509,-562.4368247,-562.4695982,-0.032773414,-562.366898,-562.398821,-0.031923,3.773,5.8189,-0.23089,-0.07575,0.24352,0.25581,300.3709412,-1.38839,2.10327,-0.71203,0.79994,-3.80489,15
