StdInChIKey,SMILES,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
PRXQQZUWYABUCX-UHFFFAOYSA-N,CCC(C(=O)O)NCC,-0.4189,131.1742,,112.788,-441.6970598,-441.7055544,-0.008494579,-441.540584,-441.549539,-0.008955,1.123,1.6662,-0.2371,-0.01382,0.30545,0.26202,337.7870178,-1.37586,-1.495,-0.7243,0.81627,-2.09834,22
PRZSXZWFJHEZBJ-UHFFFAOYSA-N,CC(C)c1cc(c(C)cc1O)C1(c2ccccc2S(=O)(=O)O1)c1cc(C(C)C)c(cc1C)O,-3.627550188,466.598,220.5,375.929,-1821.236592,-1821.258685,-0.02209367,-1820.783619,-1820.806355,-0.022736,4.9172,7.694,-0.22772,-0.05499,0.26428,0.25264,688.3043213,-4.07175,-6.33108,-0.93712,2.38424,-1.68751,63
PSAVXKLISNEJJE-UHFFFAOYSA-N,C1CCC(CC1)(C(=O)N)N1C(=O)c2cccc(c2C1=O)Cl,-4.0097,306.7481,194,190.154,-1376.082979,-1376.099323,-0.01634413,-1375.844812,-1375.862393,-0.017581,4.7383,6.6085,-0.25632,-0.10775,0.21152,0.28124,482.3867493,-1.8537,-1.0462,-0.85243,0.72193,-3.18738,36
PSBAIJVSCTZDDB-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,-4.107673719,256.258,97,176.743,-879.7706971,-879.7836796,-0.012982552,-879.581375,-879.594874,-0.013499,2.023,3.4325,-0.25517,-0.06875,0.25052,0.28009,492.5294495,-2.33987,-0.84782,-0.78179,0.84316,-2.33987,31
PSBKJPTZCVYXSD-UHFFFAOYSA-N,CCC(C)CC(=O)CC,-1.630817582,128.2138,,128.291,-389.7384471,-389.7448458,-0.006398675,-389.549912,-389.556389,-0.006477,2.6803,3.8767,-0.25272,-0.02365,0.29562,0.27764,360.5645752,-0.62259,-3.31034,-0.69389,0.61556,-0.62259,25
PSFDQSOCUJVVGF-UHFFFAOYSA-N,Cc1c2c(ccn1)c1ccccc1[nH]2,-3.79187017,182.2244,234,150.763,-572.8473774,-572.8579256,-0.010548183,-572.691269,-572.701556,-0.010287,2.919,4.2742,-0.21777,-0.05036,0.26891,0.24269,378.3048096,0,-1.68766,-0.72041,0.4629,-1.05369,24
PSGCQDPCAWOCSH-BOURZNODSA-N,C=CC(=O)OC1CC2CCC1(C)C2(C)C,-4.583092455,208.2998,,190.257,-657.8874978,-657.8935884,-0.006090562,-657.619872,-657.626566,-0.006694,1.8031,2.5709,-0.28078,-0.05837,0.2609,0.3057,428.7330017,-1.20538,-3.7107,-0.68024,0.79255,-1.20538,35
PSGPXWYGJGGEEG-UHFFFAOYSA-N,CCCCOC(=O)C1(c2ccccc2c2ccccc12)O,-3.8885,282.3384,71,168.295,-922.4776872,-922.4909329,-0.01324567,-922.205953,-922.219948,-0.013995,2.3478,3.1366,-0.22531,-0.04937,0.2699,0.25023,540.2486572,-1.96334,-2.77415,-0.76859,0.82847,-1.96334,39
PSHRTKHMFMNJFD-VNHYZAJKSA-N,Cc1ccc(cc1)OCC(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)SC12,-3.155064407,364.422,119.5,263.319,-1543.710986,-1543.733056,-0.02207039,-1543.4122,-1543.433827,-0.021627,3.4439,5.3686,-0.23169,-0.03579,0.28348,0.25661,604.5678101,-3.18158,-1.54331,-0.7067,0.83508,-4.14596,45
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CCCCc1nc(c(CO)n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)Cl,-4.945016986,422.9163,184,271.278,-1716.127486,-1716.151339,-0.02385315,-1715.76548,-1715.788591,-0.023111,5.7148,7.2994,-0.22604,-0.05716,0.26211,0.25096,715.8502197,-0.79288,-3.74808,-0.79288,0.51071,-2.52218,53
PSIKPHJLTVSQFO-UHFFFAOYSA-N,C(C(=O)NN)C(=O)NN,-0.121,132.1218,154,113.843,-488.5752464,-488.5946395,-0.019393158,-488.473308,-488.495182,-0.021874,1.2905,4.3181,-0.2772,-0.02736,0.29191,0.30212,315.1343689,-1.3916,0.73907,-0.73304,0.6769,-3.83416,17
PSQWZQGQIUGIRU-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)OP(=O)(O)O,0.13,231.1445,,121.558,-1083.231419,-1083.255654,-0.02423459,-1083.092843,-1083.117717,-0.024874,2.2898,2.5723,-0.2354,-0.03353,0.28574,0.26032,427.0166931,-4.71515,-0.69726,-1.12109,2.59514,-2.74129,25
PSQYTAPXSHCGMF-BQYQJAHWSA-N,CC1=C(C=CC(=O)C)C(C)(C)CCC1,-3.531407683,192.301,-42,162.867,-582.6552903,-582.663394,-0.008103609,-582.396358,-582.404782,-0.008424,3.9048,5.7011,-0.23185,-0.06929,0.24998,0.25677,435.2506714,-0.64118,-4.30742,-0.76979,0.53965,-0.64118,34
PSTVHRSUNBSVIJ-UHFFFAOYSA-N,CCCCCCC1(CC)C(=O)NC(=O)NC1=O,-3.05,240.3016,,224.371,-804.6037771,-804.6179782,-0.01420109,-804.33226,-804.345438,-0.013178,1.1625,1.0441,-0.28301,-0.06366,0.25561,0.30793,490.3276062,-1.87599,-2.08864,-0.70203,0.84285,-3.22301,37
PSYBGEADHLUXCS-UHFFFAOYSA-N,CC(C)n1c(=O)c(c(C)[nH]c1=O)Br,-2.0604,247.0911,158.5,129.862,-3143.223431,-3143.238668,-0.0152373,-3143.073967,-3143.089238,-0.015271,3.931,5.6946,-0.24542,-0.05633,0.26294,0.27034,385.8026428,-1.33002,-0.74541,-0.72533,0.83709,-2.32708,24
PSYNZCWBYCLDGC-UHFFFAOYSA-N,Cn1cc2c(nccn2)nc1=O,-0.9089,162.1506,,106.683,-564.5955239,-564.619688,-0.024164125,-564.497676,-564.521134,-0.023458,6.5735,9.6044,-0.24738,-0.12061,0.19866,0.2723,326.2075195,-0.68559,0.89556,-0.68559,0.77889,-2.48362,18
PTBKFATYSVLSSD-ZZXKWVIFSA-N,c1cc([N+](=O)[O-])oc1C=NO,-2.1934,156.0976,,100.795,-603.1696466,-603.1856951,-0.016048583,-603.106805,-603.122979,-0.016174,5.535,7.7872,-0.2604,-0.11947,0.1998,0.28532,323.2704468,-1.85674,0.15802,-0.58783,0.53358,-1.52124,15
PTCGDEVVHUXTMP-UHFFFAOYSA-N,CC(C)Oc1cccc(c1)NC(=O)c1ccccc1C(F)(F)F,-4.6947,323.3141,104.5,211.201,-1162.24302,-1162.256876,-0.01385573,-1161.993227,-1162.007825,-0.014598,2.874,5.111,-0.22128,-0.06385,0.25542,0.2462,557.6522827,-1.21408,-1.34685,-0.70995,1.09297,-2.91854,39
PTFJIKYUEPWBMS-UHFFFAOYSA-N,CCN(CC(=C)C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.122,333.2665,55.5,200.363,-1268.307387,-1268.319044,-0.01165703,-1268.086381,-1268.101385,-0.015004,2.594,3.198,-0.25349,-0.12139,0.19788,0.27841,502.1311951,-1.51193,-1.5129,-0.71167,1.09872,-2.06443,37
PTFNNDHASFGWFI-UHFFFAOYSA-N,c1c(c(cc(c1Cl)Cl)Cl)C(=O)O,-2.4446,225.4585,166.5,119.286,-1799.610088,-1799.618462,-0.00837442,-1799.563468,-1799.569378,-0.00591,1.1935,1.779,-0.27019,-0.0888,0.23047,0.29511,351.3476257,-1.3435,0.08359,-0.72328,0.81424,-1.20404,15
PTHGDVCPCZKZKR-UHFFFAOYSA-N,c1cc(ccc1CO)Cl,-1.7561,142.5847,71.75,104.12,-806.3820046,-806.3911668,-0.009162233,-806.294535,-806.304279,-0.009744,3.1527,4.0293,-0.25332,-0.03542,0.28385,0.27824,315.9081421,-0.80466,-1.1862,-0.80466,0.51312,-0.82192,16
PTLAHMRONUBEOO-UHFFFAOYSA-N,CCCN(C)N=Nc1ccc(cc1)C(=O)O,-1.432,221.259,134.5,185.942,-742.8970445,-742.9141692,-0.017124715,-742.6888,-742.705669,-0.016869,8.7216,11.5287,-0.22708,-0.07406,0.24521,0.252,463.0313721,-1.36973,-2.11477,-0.72302,0.81005,-1.94601,31
PTLSEGBRIAKFIJ-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCS(=O)(=O)C,-3.393610731,272.2722,151,195.686,-1275.920579,-1275.940695,-0.02011533,-1275.74599,-1275.766774,-0.020784,6.3926,8.2361,-0.27697,-0.08412,0.23515,0.30189,464.4819031,-4.29979,-1.12622,-0.98247,2.09354,-2.20625,30
PTMBWNZJOQBTBK-UHFFFAOYSA-N,c1cnccc1CO,0.9621,109.1274,53.5,83.726,-362.8229476,-362.8344045,-0.011456839,-362.731926,-362.745556,-0.01363,3.7313,4.8841,-0.26417,-0.04568,0.27359,0.28909,283.7422791,-0.80048,-0.67188,-0.80048,0.51592,-1.29328,15
PTOPHPNCDGAXGC-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2Sc2c3ccccc3ccc2N1,-6.8786,299.3894,,207.992,-1222.955168,-1222.965934,-0.01076593,-1222.726477,-1222.737035,-0.010558,2.4079,3.7869,-0.18724,-0.05643,0.26284,0.21216,505.2937317,0,-3.17633,-0.61055,0.44019,-0.31018,35
PTTPXKJBFFKCEK-UHFFFAOYSA-N,CC(C)CC(=O)CC(C)C,-2.454057846,142.2406,-41.75,142.63,-429.0546255,-429.060574,-0.005948561,-428.839252,-428.846044,-0.006792,2.4144,3.6006,-0.25235,-0.02459,0.29468,0.27727,385.9333191,-0.62234,-3.78388,-0.6828,0.622,-0.62234,28
PTVZQOAHCSKAAS-UHFFFAOYSA-N,CNC(=S)NN,-0.465572855,105.1574,137,71.83,-642.8599307,-642.8766067,-0.016675981,-642.784657,-642.802862,-0.018205,5.6273,8.1138,-0.20768,-0.01758,0.30169,0.2326,272.1193848,0,-0.18011,-0.74368,0.45633,-2.29328,13
PUAVVYSZRNWCGP-UHFFFAOYSA-N,Cc1c(C)nn(c2ccccc2)c1N,-1.6704,187.2438,103.75,150.726,-591.2650621,-591.2754894,-0.010427299,-591.080632,-591.092275,-0.011643,2.8622,4.265,-0.20869,-0.02446,0.29481,0.23361,408.5830994,0,-2.17139,-0.87835,0.43333,-1.49066,27
PUBNJSZGANKUGX-UHFFFAOYSA-N,CCC(Cc1ccc(C)cc1)(C(=O)c1ccc(cc1)N1CCOCC1)N(C)C,-5.133233152,380.529,,296.159,-1193.774618,-1193.789335,-0.0147163,-1193.31264,-1193.32737,-0.01473,2.6164,4.1115,-0.20555,-0.05446,0.26481,0.23047,672.4692993,-1.23624,-5.46269,-0.70222,0.5784,-2.277,60
PUBNSRUKOMGNPM-UHFFFAOYSA-N,c1ccc2c(c1)c(c1cccc(c1n2)F)N,-1.66,212.2259,,152.357,-710.1858787,-710.2010334,-0.015154668,-710.033319,-710.048383,-0.015064,5.5998,8.6599,-0.20362,-0.07689,0.24238,0.22854,391.1395874,0,-0.98291,-0.80035,0.44179,-1.67588,25
PUFQVTATUTYEAL-UHFFFAOYSA-N,CCCCOc1cc(c2ccccc2n1)C(=O)NCCN(CC)CC,-3.79357,343.469,64.5,254.383,-1094.364959,-1094.378582,-0.01362253,-1093.956194,-1093.970553,-0.014359,4.6793,6.3892,-0.22825,-0.06055,0.25872,0.25317,690.2358398,-1.23686,-4.23451,-0.71627,0.67399,-2.97974,54
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,CC(C)c1ccc(cc1)NC(=O)N(C)C,-3.501560609,206.288,157.65,177.545,-652.8946815,-652.9074024,-0.012720948,-652.655189,-652.668712,-0.013523,4.1357,5.9769,-0.2126,-0.01291,0.30636,0.23752,459.3612061,-0.73514,-2.6912,-0.73514,0.82476,-1.9007,33
PUJDIJCNWFYVJX-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)N,-0.35,151.1646,87.5,123.914,-515.5152449,-515.5262586,-0.011013741,-515.391065,-515.403316,-0.012251,2.4385,3.3175,-0.25834,-0.02587,0.2934,0.28326,346.4043579,-1.2898,-0.48835,-0.88334,0.91946,-2.17314,20
PUJJZGFFAQHYEX-UHFFFAOYSA-N,CC(CCl)Br,-1.8476,157.4374,,89.53,-3149.86677,-3149.873245,-0.00647509,-3149.812461,-3149.819025,-0.006564,3.1805,4.3634,-0.28327,-0.02832,0.29095,0.30819,264.9962158,0,-1.46925,-0.70476,0.2886,-0.16162,11
PUKTVFNQVGOXPI-UHFFFAOYSA-N,CC1CCC2(CCC(C)O2)O1,-0.4487,156.2242,,137.178,-503.065865,-503.0713778,-0.005512776,-502.861337,-502.867585,-0.006248,0.8934,1.6948,-0.25162,0.00376,0.32303,0.27654,371.7467957,-1.254,-2.67321,-0.69947,0.54965,-1.254,27
PUKWIVZFEZFVAT-UHFFFAOYSA-N,CCCCCC1(C)CCC(C)(C)C1=O,-4.016533711,196.332,,173.584,-585.1011098,-585.1066811,-0.005571226,-584.797165,-584.803337,-0.006172,2.6098,3.8478,-0.23893,-0.02903,0.29024,0.26385,456.9929504,-0.61221,-5.16649,-0.68813,0.65678,-0.61221,38
PULNESMFDLBKAZ-SDNWHVSQSA-N,c1ccc(cc1)NN=C1C=CC(=O)C=C1O,-3.0299,214.2232,,145.798,-723.2201073,-723.24152,-0.021412692,-723.061385,-723.083399,-0.022014,5.586,9.1346,-0.22054,-0.10567,0.2136,0.24546,428.3057861,-1.36763,-1.14747,-0.6936,0.53065,-1.86037,26
PULNLYVCJSOXKS-UHFFFAOYSA-N,CCOC(=O)c1c2CCN(c3ccc(cc3)N3CCCCC3=O)C(=O)c2n(c2ccc(cc2)OC)n1,-4.628205844,488.542,,410.033,-1640.936973,-1640.968791,-0.03181746,-1640.485872,-1640.519566,-0.033694,4.3418,6.5485,-0.22462,-0.05688,0.26239,0.24954,827.5871582,-3.11446,-2.64192,-0.71891,0.80595,-4.49628,64
PUPZLCDOIYMWBV-UHFFFAOYSA-N,CC(CCO)O,1.0452,90.1218,,65.352,-308.8905148,-308.9019835,-0.011468697,-308.780812,-308.792299,-0.011487,2.5952,3.2145,-0.26967,-0.00116,0.31811,0.29459,272.8979187,-1.61266,-1.28559,-0.80698,0.50749,-1.61266,16
PUTUPQVEMBRCAG-UHFFFAOYSA-N,CN(C(=O)CSP(=S)(C)OC)C(=O)OC,-1.9563,271.2857,36,180.144,-1768.635706,-1768.656197,-0.02049121,-1768.464268,-1768.485182,-0.020914,6.771,9.3689,-0.25694,-0.04549,0.27378,0.28186,465.6520691,-2.67578,-1.20577,-1.0679,1.4024,-2.42889,29
PUUSSSIBPPTKTP-UHFFFAOYSA-N,C(CCC(O)(P(=O)(O)O)P(=O)(O)O)CCN,-1.908817349,277.151,248,175.783,-1503.055472,-1503.091332,-0.03586017,-1502.845678,-1502.880537,-0.034859,5.3094,5.7832,-0.24167,-0.04054,0.27873,0.26659,464.947937,-7.18737,-2.64985,-1.13038,2.39803,-3.34794,33
PUXBGTOOZJQSKH-UHFFFAOYSA-N,CC(c1ccc2c3cc(ccc3[nH]c2c1)Cl)C(=O)O,-4.69915,273.7183,197.5,207.089,-1244.285854,-1244.303938,-0.01808446,-1244.093017,-1244.111109,-0.018092,2.7721,3.1001,-0.22799,-0.06394,0.25533,0.25291,480.2770081,-1.35859,-1.6566,-0.72445,0.83438,-1.94299,31
PUXWCWJFSQGEGX-UHFFFAOYSA-N,CC(=O)OCn1cc(c(=O)n(C(=O)c2ccccc2)c1=O)F,-3.34,306.2497,,171.499,-1125.644455,-1125.668823,-0.02436821,-1125.458284,-1125.482603,-0.024319,2.9042,5.0457,-0.26728,-0.08985,0.22942,0.2922,526.6626587,-3.00934,1.40054,-0.78126,0.85424,-4.36256,33
PUYDFMFBJXKHSQ-UHFFFAOYSA-N,COc1cc(c2ccccn2)nc(c1)c1ccccn1,-2.221849849,263.299,56.5,190.942,-857.044077,-857.0541682,-0.010091185,-856.829495,-856.840701,-0.011206,1.9893,3.0933,-0.23409,-0.06287,0.2564,0.25901,501.8363953,-0.53764,-1.29711,-0.53764,0.35422,-1.99311,33
PUYKIBBJQHBMGY-UHFFFAOYSA-N,C(C(CO)(CO)COCC(CO)(CO)COCC1(CO)COCOC1)O,-2.186870485,384.424,189,286.223,-1381.152409,-1381.178258,-0.02584903,-1380.709743,-1380.735601,-0.025858,6.138,6.4548,-0.25795,-0.01871,0.30056,0.28287,603.887085,-7.36203,-1.66064,-0.83043,0.5322,-7.36203,58
PUYOAVGNCWPANW-UHFFFAOYSA-N,CC(C)COC(=O)c1ccc(cc1)N,-2.9437,193.245,63.75,189.865,-633.4572649,-633.4696278,-0.012362932,-633.254145,-633.267079,-0.012934,3.701,5.2703,-0.22181,-0.04059,0.27868,0.24673,429.841217,-1.23339,-1.96553,-0.84971,0.81416,-2.0831,29
PUYXTUJWRLOUCW-UHFFFAOYSA-N,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,-2.8014,297.48,,222.212,-912.2196731,-912.2258115,-0.00613837,-911.760106,-911.766893,-0.006787,1.0031,1.5008,-0.21804,-0.00241,0.31686,0.24296,581.9625244,-1.24481,-6.47751,-0.69654,0.57973,-1.80492,56
PUZSUVGRVHEUQO-UHFFFAOYSA-N,c1cc(c(cc1O)CO)O,0.8534,140.1384,100,114.612,-497.2283887,-497.2428989,-0.014510127,-497.121779,-497.136326,-0.014547,1.6665,2.104,-0.21432,-0.02333,0.29594,0.23924,313.5104065,-2.26285,-0.53795,-0.7938,0.52533,-2.26285,18
PVCCTWLOCMALDY-UHFFFAOYSA-N,CCc1ccccc1N(CC)C(=O)N,-1.016719468,192.261,70.5,147.703,-613.5819212,-613.5972274,-0.015306199,-613.366269,-613.381481,-0.015212,4.0275,6.0745,-0.24329,-0.01881,0.30046,0.26821,409.7447205,-0.74062,-2.1609,-0.8975,0.81728,-2.16413,30
PVCJKHHOXFKFRP-UHFFFAOYSA-N,CC(=O)NCCO,0.9867,103.1206,16,73.571,-363.0689116,-363.0829155,-0.014003879,-362.967441,-362.981226,-0.013785,3.8403,5.6068,-0.25482,-0.01156,0.30771,0.27974,291.3219604,-1.53916,-0.51178,-0.81433,0.68076,-2.19354,16
PVMCPGUXDQYVHS-HDJSIYSDSA-N,c1ccc2c(c1)C(c1ccccc1C2C(=O)O)C(=O)O,-2.729600486,268.269,310.25,174.208,-917.8923009,-917.9102842,-0.017983327,-917.686016,-917.704219,-0.018203,0.0004,0.0011,-0.25251,-0.04006,0.27921,0.27743,461.73349,-2.70524,-0.99937,-0.71328,0.83937,-2.70524,32
PVMCPGUXDQYVHS-OKILXGFUSA-N,c1ccc2c(c1)C(c1ccccc1C2C(=O)O)C(=O)O,-2.729600486,268.269,281.25,195.453,-917.8923009,-917.9102842,-0.017983328,-917.686016,-917.704219,-0.018203,0.0004,0.0011,-0.25251,-0.04006,0.27921,0.27743,461.73349,-2.70524,-0.99937,-0.71328,0.83937,-2.70524,32
PVNIIMVLHYAWGP-UHFFFAOYSA-N,c1cc(cnc1)C(=O)O,-0.835,123.111,235.25,72.49,-436.8771005,-436.887074,-0.009973498,-436.805352,-436.815606,-0.010254,0.7238,0.9667,-0.27681,-0.07763,0.24164,0.30173,281.4521484,-1.35773,0.26827,-0.71824,0.81417,-1.84593,14
PVOVVYHOXGWTIS-MRVPVSSYSA-N,c1cc(ncc1C(F)(F)F)OC1Cn2cc(nc2OC1)N(=O)=O,-3.477414633,330.223,140.5,228.68,-1282.065489,-1282.091821,-0.02633224,-1281.895447,-1281.921821,-0.026374,9.4964,12.8289,-0.25421,-0.09076,0.22851,0.27913,517.8755493,-1.91581,1.56895,-0.53476,1.09493,-4.00819,32
PVSGXWMWNRGTKE-UHFFFAOYSA-N,CC(C)C1(C)C(=O)NC(=N1)c1c(cc(C)cn1)C(=O)O,-2.0911,275.3066,,207.609,-933.7295771,-933.7474258,-0.017848647,-933.480128,-933.49855,-0.018422,4.9804,7.044,-0.25403,-0.07929,0.23998,0.27895,494.4258118,-1.97823,-1.20084,-0.70865,0.83591,-3.57315,37
PVSNDBKXSKXPHM-UHFFFAOYSA-N,CCCCNC(=O)n1cc(c(=O)[nH]c1=O)F,-2.4464,229.2105,137,171.751,-840.038675,-840.0539829,-0.015307968,-839.864781,-839.879859,-0.015078,4.588,6.0345,-0.27208,-0.07681,0.24246,0.297,441.388855,-1.96386,0.6639,-0.68741,0.84438,-4.08456,28
PVVKNINYCJVIFZ-UHFFFAOYSA-N,CCn1c2cc(cc(C)c2[nH]c(=O)c2cccnc12)OC,-5.1515,283.3292,,227.782,-934.6414798,-934.6565018,-0.015022062,-934.379706,-934.395079,-0.015373,3.6016,5.0279,-0.20628,-0.05671,0.26256,0.2312,508.0738831,-1.13803,-1.5523,-0.71417,0.72547,-2.83698,38
PVWOIHVRPOBWPI-UHFFFAOYSA-N,CCCI,-2.29,169.9928,-101.08,79.5,-129.9281146,-129.9312727,-0.003158179,-129.864242,-129.867649,-0.003407,2.2204,2.9093,-0.25572,-0.03919,0.28008,0.28064,257.4248962,0,-1.76499,-0.68806,0.26826,0.00569,11
PWATWSYOIIXYMA-UHFFFAOYSA-N,CCCCCc1ccccc1,-4.6417,148.2474,-75,143.07,-428.8361436,-428.8392364,-0.003092801,-428.632541,-428.635918,-0.003377,0.434,0.5984,-0.24426,-0.01154,0.30773,0.26918,399.2201538,0,-3.83414,-0.68801,0.24956,0,27
PWBADUKEIVQTGV-UHFFFAOYSA-N,CSc1cnc2c(cncn2)n1,-1.55,178.2112,,137.804,-887.5634947,-887.5751239,-0.011629253,-887.470833,-887.482161,-0.011328,3.9803,5.5004,-0.25261,-0.10633,0.21294,0.27753,346.541687,0,-0.02553,-0.82885,0.33916,-1.53421,18
PWBSVUZOLJLXOI-GUKSMMDYSA-N,C(C(=O)O)N(CC1(C(C(C(CO1)O)O)O)O)CC1(C(C(C(CO1)O)O)O)O,-0.514996033,399.352,145,261.817,-1505.983187,-1506.019019,-0.03583163,-1505.613944,-1505.650576,-0.036632,6.0276,8.1739,-0.25553,-0.03624,0.28303,0.28045,567.2171021,-9.00265,0.8435,-0.8189,0.83551,-9.57503,52
PWDGTQXZLNDOKS-UHFFFAOYSA-N,c1ccc(cc1)S(=O)(=O)Nc1nnc(s1)S(=O)(=O)N,-2.9,320.3556,239.5,167.083,-2023.984117,-2024.011557,-0.02743972,-2023.856515,-2023.884863,-0.028348,6.9333,11.0953,-0.27448,-0.07917,0.2401,0.2994,491.1400757,-3.7784,-1.50112,-1.12028,2.32651,-1.25802,27
PWEOEHNGYFXZLI-UHFFFAOYSA-N,CCN(c1ccccc1)C(=O)Oc1cccc(c1)NC(=O)OC(C)C,-5.0574,342.3938,109.5,222.333,-1147.764656,-1147.78257,-0.01791388,-1147.437773,-1147.45651,-0.018737,2.4179,3.1752,-0.22718,-0.02142,0.29785,0.2521,653.4181519,-2.52806,-2.10143,-0.7084,0.95308,-3.6807,47
PWFVEUKVVSDJDO-UHFFFAOYSA-N,CC1=NC(=O)C(C(=O)N)C(=O)N1,-2.411,169.1396,,99.089,-622.8411832,-622.8659455,-0.02476227,-622.738785,-622.764327,-0.025542,2.816,3.8571,-0.2784,-0.0958,0.22347,0.30332,336.947937,-1.8661,1.4017,-0.84454,0.73788,-3.95075,19
PWIGYBONXWGOQE-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)c1cc(CN(CC(=O)O)CC(=O)O)c(c(c1C2=O)O)O,-1.8077,385.3294,,236.813,-1389.693225,-1389.716498,-0.02327346,-1389.429206,-1389.453633,-0.024427,1.7119,2.0019,-0.23205,-0.12194,0.19733,0.25697,590.4203491,-5.39092,0.85151,-0.72633,0.81962,-5.9329,43
PWJJQQTVSWVGDX-INIZCTEOSA-N,c1cc(ccc1c1ccnc(c1)COC1Cn2cc(nc2OC1)N(=O)=O)C(F)(F)F,-3.99014053,420.348,107,268.605,-1552.43193,-1552.46197,-0.03003979,-1552.162629,-1552.191101,-0.028472,10.4891,13.5925,-0.24584,-0.09195,0.22732,0.27076,653.5134277,-1.98284,0.1299,-0.59221,1.09485,-4.03907,45
PWNAWOCHVWERAR-UHFFFAOYSA-N,CCN(Cc1c(cccc1F)Cl)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-6.7024995,421.7351,102,252.283,-1941.480883,-1941.49604,-0.01515719,-1941.263677,-1941.276969,-0.013292,3.0431,3.5279,-0.25037,-0.12019,0.19908,0.27529,552.2970581,-1.56009,-0.79534,-0.70394,1.09873,-2.42098,40
PWOBDMNCYMQTCE-UHFFFAOYSA-N,c1ccc(c(c1)Cl)S,-1.780035133,144.6185,,86.147,-1090.038148,-1090.043891,-0.0057424,-1089.980391,-1089.985963,-0.005572,2.6887,3.7064,-0.23416,-0.03302,0.28625,0.25908,294.5189819,0,-1.24632,-0.24448,0.26813,0.02827,13
PWWVAXIEGOYWEE-UHFFFAOYSA-N,CC(CN1c2ccccc2Sc2ccccc12)N(C)C,-4.195455,284.4184,61.1,219.672,-1167.553616,-1167.561297,-0.00768144,-1167.26291,-1167.270249,-0.007339,1.8956,2.7742,-0.19556,-0.02394,0.29533,0.22048,510.5228882,0,-4.12249,-0.70063,0.31651,-0.72491,40
PWYIUEFFPNVCMW-UHFFFAOYSA-N,CCCOP(=O)(OCCC)Oc1ccc(cc1)SC,-3.3865,304.3403,,212.122,-1548.586218,-1548.599325,-0.01310715,-1548.313883,-1548.327777,-0.013894,4.2897,6.1291,-0.23152,-0.0286,0.29067,0.25644,589.571106,-3.68727,-4.36238,-1.12351,2.63947,-0.86177,40
PWZLULHOYWZDFP-UHFFFAOYSA-N,CCCC(=O)OCC(CO)OCn1cnc2c(F)nc(N)nc12,-1.227164178,327.315,120.4,234.423,-1180.780709,-1180.801358,-0.02064938,-1180.505684,-1180.528188,-0.022504,2.0277,3.1809,-0.23911,-0.052,0.26727,0.26403,509.9488831,-2.63572,0.74039,-0.84007,0.8544,-5.89763,41
PXACTUVBBMDKRW-UHFFFAOYSA-N,c1cc(ccc1Br)S(=O)(=O)O,0.438029429,237.074,96.75,89.433,-3427.187537,-3427.200362,-0.01282448,-3427.120226,-3427.132612,-0.012386,2.547,3.4294,-0.27846,-0.07289,0.24638,0.30338,346.9430847,-2.81694,-1.31368,-0.94514,2.3664,-0.36334,16
PXAGFNRKXSYIHU-UHFFFAOYSA-N,c1cc(c(c(c1)Cl)c1c(cccc1Cl)Cl)Cl,-7.5499,291.9914,,174.963,-2301.691537,-2301.69786,-0.00632327,-2301.591821,-2301.598271,-0.00645,0.0003,0.0002,-0.25883,-0.0419,0.27737,0.28375,429.2549744,0,-1.66718,-0.24576,0.27305,0.03896,22
PXBFMLJZNCDSMP-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)N)N,-0.913922317,136.153,111,120.745,-456.3341727,-456.3465406,-0.012367879,-456.222878,-456.235834,-0.012956,2.0539,3.1464,-0.21313,-0.04786,0.27141,0.23805,308.9324951,-0.71271,-0.33369,-0.85711,0.66999,-2.42572,18
PXBRQCKWGAHEHS-UHFFFAOYSA-N,C(Cl)(Cl)(F)F,-3.674141335,120.9138,-158,52.342,-1158.180451,-1158.181533,-0.00108169,-1158.196143,-1158.197525,-0.001382,0.5549,0.6755,-0.34303,-0.05522,0.26405,0.36795,217.0272522,0,0.60232,-0.33917,0.60232,-0.60232,5
