StdInChIKey,Name,Smile,Sol,LogS,T,Sol_cat,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
NRGGMCIBEHEAIL-UHFFFAOYSA-N,2-ethylpyridine,C(C)c1ncccc1,NA,0.51,NA,L,107.1548,-63,94.46,-326.932045,-326.9371497,-0.005104684,-326.818805,-326.824028,-0.005223,1.912,2.7955,-0.25929,-0.03509,0.28418,0.28421,299.5603333,0,-1.72775,-0.68214,0.259,-0.50065,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
NRXQIUSYPAHGNM-UHFFFAOYSA-N,"4-hydroxy-3,5-diiodobenzonitrile",Ic1c(O)c(I)cc(C#N)c1,NA,-3.61,NA,H,370.9158,203.5,111.17,-421.2688741,-421.279908,-0.011033838,-421.226624,-421.237639,-0.011015,4.2838,5.5244,-0.25959,-0.08334,0.23593,0.28451,364.4846802,-0.69208,-0.46214,-0.69208,0.52644,-0.62875,14,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
NSMWYRLQHIXVAP-UHFFFAOYSA-N,"2,5-dimethylpiperazine",CC1NCC(C)NC1,NA,0.49,NA,L,114.19,115.75,112.983,-346.5684116,-346.5751418,-0.006730191,-346.396202,-346.403023,-0.006821,1.9765,2.8253,-0.21299,-0.00501,0.31426,0.23791,303.8217773,0,-2.17673,-0.74035,0.4036,-1.4772,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
NTBYINQTYWZXLH-UHFFFAOYSA-N,"1,2-dichloro-4-nitrobenzene",Clc1c(Cl)ccc([N+](=O)[O-])c1,NA,-3.2,NA,H,192.0012,41,107.814,-1355.952476,-1355.960297,-0.00782109,-1355.904795,-1355.913005,-0.00821,3.1128,4.0027,-0.28709,-0.12099,0.19828,0.31201,326.0992737,-0.79952,-0.67779,-0.40056,0.50303,-0.19432,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
NURQLCJSMXZBPC-UHFFFAOYSA-N,"3,4-dimethylpyridine",Cc1c(C)ccnc1,NA,0.36,NA,L,107.1548,-11,78.355,-326.9343549,-326.94075,-0.006395095,-326.821338,-326.827807,-0.006469,3.1003,4.2467,-0.25717,-0.02968,0.28959,0.28209,287.8059998,0,-1.74715,-0.7103,0.25842,-0.50242,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
NVKAWKQGWWIWPM-UHFFFAOYSA-N,"17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",O=C1CC2C(C)(C3C(C4C(C)(C(O)CC4)CC3)CC2)CC1,NA,-4.74,NA,G,290.4448,152,194.407,-892.5748913,-892.5880182,-0.013126892,-892.156583,-892.170246,-0.013663,3.5655,4.4817,-0.24568,-0.02759,0.29168,0.2706,500.9659729,-1.41549,-6.19661,-0.79428,0.61172,-1.41549,51,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
NXBNYUSXDBHELA-UHFFFAOYSA-N,1-(2-hydroxyphenyl)-3-(4-methoxyphenyl)prop-2-en-1-one,O=C(C=Cc1ccc(OC)cc1)c1c(O)cccc1,NA,-5.699,NA,F,254.2848,82,197.907,-843.8258454,-843.8383397,-0.012494291,-843.609878,-843.622488,-0.01261,6.375,8.907,-0.22651,-0.09187,0.2274,0.25143,497.7084961,-1.94486,-1.82541,-0.72819,0.53374,-1.94486,33,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
NXQDBZGWYSEGFL-UHFFFAOYSA-N,N-(4-chlorophenyl)-2-dimethoxyphosphinothioylsulfanyl-N-propan-2-ylacetamide,Clc1ccc(N(C(=O)CSP(=S)(OC)OC)C(C)C)cc1,NA,-4.43,NA,G,367.8448,51,254.674,-2385.269643,-2385.288756,-0.0191124,-2385.017402,-2385.037273,-0.019871,5.9446,9.0891,-0.24301,-0.0485,0.27077,0.26793,587.0915527,-2.42661,-2.95221,-0.87125,1.66701,-1.87673,40,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
NYQDCVLCJXRDSK-UHFFFAOYSA-N,"(4-bromo-2,5-dichlorophenoxy)-dimethoxy-sulfanylidene-5-phosphane",Brc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,NA,-6.09,NA,E,365.9932,54,228.481,-4767.075057,-4767.084395,-0.00933721,-4766.969872,-4766.979392,-0.00952,3.9736,6.0067,-0.25724,-0.05269,0.26658,0.28216,473.4260559,-2.54727,-1.14108,-0.86691,2.10847,-0.85495,24,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
NZDAAPUTURAWII-UHFFFAOYSA-N,(2-acetamido-2-oxoethyl) benzoate,O=C(NC(=O)C)COC(=O)c1ccccc1,NA,-2.401,NA,I,221.2122,104.5,161.323,-781.5079493,-781.5269938,-0.019044448,-781.344109,-781.362759,-0.01865,7.0352,9.1057,-0.25733,-0.08195,0.23732,0.28225,441.4270325,-2.41197,-0.02108,-0.78201,0.82968,-3.10926,27,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
NZNPHIKNHGRVLZ-UHFFFAOYSA-N,[2-(tert-butylamino)-2-oxoethyl] benzoate,O=C(NC(C)(C)C)COC(=O)c1ccccc1,NA,-2.866,NA,I,235.2822,112.5,180.373,-786.1149538,-786.1256649,-0.010711129,-785.876346,-785.888152,-0.011806,3.7127,4.9437,-0.25531,-0.07142,0.24785,0.28023,479.1242065,-1.88958,-1.95469,-0.69075,0.82631,-2.54135,34,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OBKHYUIZSOIEPG-UHFFFAOYSA-N,"1,1,3-trimethylcyclopentane",CC1(C)CC(C)CC1,NA,-4.48,NA,G,112.2144,-142.2,95.318,-314.5094212,-314.5098158,-0.000394611,-314.318194,-314.319112,-0.000918,0.1289,0.1619,-0.30289,0.00479,0.32406,0.32781,321.4995422,0,-3.77092,-0.67795,0.24232,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
OFDYMSKSGFSLLM-UHFFFAOYSA-N,"3-N,3-N-diethyl-2,4-dinitro-6-(trifluoromethyl)benzene-1,3-diamine",FC(F)(F)c1c(N)c([N+](=O)[O-])c(N(CC)CC)c([N+](=O)[O-])c1,NA,-5.47,NA,F,322.2433,98,218.478,-1246.268973,-1246.28771,-0.01873683,-1246.060822,-1246.08112,-0.020298,5.1111,8.0978,-0.24778,-0.1109,0.20837,0.2727,477.0557861,-1.82936,-0.73318,-0.76226,1.09147,-3.06826,35,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OGDVEMNWJVYAJL-UHFFFAOYSA-N,"9-ethoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7-ol",O(CC)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4N(C)CC5,NA,-0.82,NA,K,313.3956,200,262.611,-1018.235869,-1018.251516,-0.01564701,-1017.892151,-1017.907298,-0.015147,2.0678,3.4141,-0.19456,-0.01405,0.30522,0.21948,535.4877319,-1.89438,-3.41764,-0.79099,0.5159,-2.47309,46,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
OGHNVEJMJSYVRP-UHFFFAOYSA-N,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol,O(CCNCC(O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,NA,-4.2557,NA,G,406.4804,114.25,302.744,-1340.623172,-1340.643155,-0.01998285,-1340.222179,-1340.241557,-0.019378,3.5465,5.0484,-0.20846,-0.04006,0.27921,0.23338,714.3943481,-2.49868,-3.16015,-0.80558,0.51126,-3.80437,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
OGJPXUAPXNRGGI-UHFFFAOYSA-N,1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,Fc1c(N2CCNCC2)cc2n(CC)cc(C(=O)O)c(=O)c2c1,NA,-2.81581,NA,I,319.3349,221,214.387,-1110.37106,-1110.398371,-0.02731112,-1110.088037,-1110.114727,-0.02669,12.2463,16.5741,-0.22993,-0.07617,0.2431,0.25485,523.4669189,-2.13045,-0.92898,-0.74648,0.80647,-4.05905,41,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
OJPDDQSCZGTACX-UHFFFAOYSA-N,2-[N-(2-hydroxyethyl)anilino]ethanol,OCCN(CCO)c1ccccc1,NA,-0.73,NA,K,181.234,57,125.709,-595.2875808,-595.3004804,-0.012899622,-595.085463,-595.098275,-0.012812,3.4735,4.7468,-0.19555,-0.01406,0.30521,0.22047,383.6253357,-1.63812,-2.00682,-0.82368,0.52745,-2.14103,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OJXOXNIZNJIMLU-UHFFFAOYSA-N,4-(4-hydroxybenzoyl)thiophene-2-sulfonamide,S(=O)(=O)(N)c1scc(C(=O)c2ccc(O)cc2)c1,NA,-2.861,NA,I,283.3164,192.5,198.001,-1576.559137,-1576.583207,-0.02407008,-1576.417363,-1576.441031,-0.023668,5.4869,8.3723,-0.25153,-0.08557,0.2337,0.27645,469.9644165,-3.24626,-1.57391,-1.11911,2.3071,-1.49057,27,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1
OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,OC,NA,1.57,NA,M,32.042,-98,31.264,-115.7251929,-115.7315373,-0.00634431,-115.696643,-115.703018,-0.006375,1.9377,2.3125,-0.28184,0.00032,0.31959,0.30676,163.7472229,-0.81166,-0.32707,-0.81166,0.5104,-0.81166,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OKQHSIGMOWQUIK-UHFFFAOYSA-N,2-[(2-aminopurin-9-yl)methoxy]ethanol,O(CCO)Cn1c2nc(N)ncc2nc1,NA,-1.078,NA,J,209.2072,188.5,148.649,-735.7045702,-735.7236462,-0.019075999,-735.540258,-735.559636,-0.019378,3.5779,5.018,-0.22726,-0.04992,0.26935,0.25218,419.1392212,-1.42424,1.06983,-0.85265,0.57419,-4.34223,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
OKXVARYIKDXAEO-UHFFFAOYSA-N,"2,3,3-trimethylbutan-2-ol",OC(C(C)(C)C)(C)C,NA,-0.72,NA,K,116.2028,17,117.257,-351.618452,-351.6234717,-0.005019786,-351.430851,-351.436313,-0.005462,1.6417,2.2862,-0.26945,-0.00238,0.31689,0.29437,307.7576294,-0.80656,-3.31017,-0.80656,0.50537,-0.80656,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ONKUXPIBXRRIDU-UHFFFAOYSA-N,diethyl decanedioate,O=C(OCC)CCCCCCCCC(=O)OCC,NA,-3.509,NA,H,258.357,1.5,179.953,-850.1229732,-850.1353415,-0.01236825,-849.789354,-849.802557,-0.013203,1.4637,2.1442,-0.27672,-0.00701,0.31226,0.30164,588.9633789,-2.44996,-3.93446,-0.71851,0.83867,-2.44996,44,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ONXPZLFXDMAPRO-UHFFFAOYSA-N,"1,2,3,4,5-pentachloro-6-(2,3,4,5,6-pentachlorophenyl)benzene",Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,NA,-11.69897,NA,A,498.662,305.9,281.34,-5059.212364,-5059.216465,-0.00410073,-5059.182404,-5059.186957,-0.004553,2.00E-04,1.00E-04,-0.27201,-0.07103,0.24824,0.29693,538.4028931,0,-0.67987,-0.10621,0.07624,0.68816,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
OPNPQXLQERQBBV-UHFFFAOYSA-N,2-bromo-N-carbamoyl-2-ethylbutanamide,BrC(C(=O)NC(=O)N)(CC)CC,NA,-2.68,NA,I,237.0959,118,102.56,-3106.334823,-3106.346244,-0.01142065,-3106.170741,-3106.183155,-0.012414,3.5566,4.6412,-0.28444,-0.0543,0.26497,0.30936,383.9838562,-1.34095,-0.97918,-0.86126,0.81419,-2.92465,25,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OQANPHBRHBJGNZ-BKUYFWCQSA-N,"(3E)-6-oxo-3-[[4-(pyridin-2-ylsulfamoyl)phenyl]hydrazinylidene]cyclohexa-1,4-diene-1-carboxylic acid",S(=O)(=O)(Nc1ncccc1)c1ccc(N/N=C/2\C=C(C(=O)O)C(=O)C=C2)cc1,NA,-6.1367,NA,E,398.3924,234.5,277.717,-1687.616205,-1687.650425,-0.03421941,-1687.367454,-1687.403075,-0.035621,7.9632,12.5227,-0.24766,-0.1425,0.17677,0.27258,639.9875488,-3.97333,-0.89916,-0.96868,2.32697,-3.48581,42,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1
OQEBBZSWEGYTPG-UHFFFAOYSA-N,3-aminobutanoic acid,O=C(O)CC(N)C,NA,1.08,NA,M,103.1206,189,73.477,-363.0633883,-363.0810681,-0.01767984,-362.960978,-362.977604,-0.016626,4.7148,6.3275,-0.25343,-0.02259,0.29668,0.27835,277.8470154,-1.37099,-0.55353,-0.93868,0.83017,-2.30967,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ORNBQBCIOKFOEO-UHFFFAOYSA-N,"1-(3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)ethanone",O=C(C)C1C2(C)C(C3C(C4(C)C(=CC3)CC(O)CC4)CC2)CC1,NA,-4.65,NA,G,316.4826,192.25,276.194,-969.9786949,-969.9902078,-0.011512904,-969.531399,-969.543809,-0.01241,2.8015,3.7754,-0.24161,-0.0288,0.29047,0.26653,538.7544556,-1.42039,-6.72819,-0.80732,0.61869,-1.42039,55,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
OSSQSXOTMIGBCF-UHFFFAOYSA-N,non-1-yne,C(#C)CCCCCCC,NA,-4.24,NA,G,124.2254,-50,124.018,-352.5496112,-352.5532243,-0.003613059,-352.36013,-352.364231,-0.004101,0.9654,1.2005,-0.2685,0.01273,0.332,0.29342,389.1593018,0,-3.84699,-0.68812,0.27252,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTKXWJHPGBRXCR-UHFFFAOYSA-N,(2-chloro-4-nitrophenoxy)-dimethoxy-sulfanylidene-$l^{5}-phosphane,Clc1c(OP(=S)(OC)OC)ccc([N+](=O)[O-])c1,NA,-4.31,NA,G,297.6496,52.5,178.588,-1940.869881,-1940.882808,-0.01292645,-1940.742153,-1940.755805,-0.013652,6.4092,8.0622,-0.26666,-0.1111,0.20817,0.29158,466.964447,-3.3358,-1.00315,-0.86319,2.10133,-1.29015,26,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
OTLNPYWUJOZPPA-UHFFFAOYSA-N,4-Nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,NA,-2.751,NA,I,167.1208,240,113.982,-625.3365388,-625.3542673,-0.017728466,-625.25586,-625.273784,-0.017924,2.5456,3.7202,-0.30505,-0.1299,0.18937,0.32997,326.3497314,-2.11813,-0.04512,-0.70998,0.81578,-1.61563,17,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
OTQFXRBLGNEOGH-UHFFFAOYSA-N,"1,3,6,8-tetrachlorodibenzo-p-dioxin",Clc1c2Oc3c(c(Cl)cc(Cl)c3)Oc2cc(Cl)c1,NA,-9,NA,B,321.9744,219,196.092,-2450.915951,-2450.921076,-0.0051255,-2450.8312,-2450.836444,-0.005244,2.00E-04,2.00E-04,-0.23375,-0.05875,0.26052,0.25867,458.9794006,-0.96487,-0.25348,-0.48275,0.28342,-0.87919,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
OTVAEFIXJLOWRX-UHFFFAOYSA-N,"2,2-dichloro-N-[1,3-dihydroxy-1-(4-methylsulfonylphenyl)propan-2-yl]acetamide",ClC(Cl)C(=O)NC(C(O)c1ccc(S(=O)(=O)C)cc1)CO,NA,-2.15,NA,I,356.2202,165,226.812,-2215.727087,-2215.755279,-0.02819152,-2215.51191,-2215.539486,-0.027576,5.1911,8.9697,-0.2827,-0.07001,0.24926,0.30762,554.6566162,-4.23903,-2.03003,-0.98662,2.15162,-2.72395,36,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OUDSBRTVNLOZBN-UHFFFAOYSA-N,1-(azepan-1-yl)-3-(4-methylphenyl)sulfonylurea,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(C)cc1,NA,-3.68,NA,H,311.3982,170,285.083,-1334.204933,-1334.224274,-0.0193409,-1333.909874,-1333.930086,-0.020212,4.879,8.5597,-0.23856,-0.04895,0.27032,0.26348,560.3925781,-2.60416,-3.58369,-0.97045,2.33279,-2.073,42,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1
OWZPCEFYPSAJFR-UHFFFAOYSA-N,"2-butan-2-yl-4,6-dinitrophenol",O=[N+]([O-])c1c(O)c(C(CC)C)cc([N+](=O)[O-])c1,NA,-3.38,NA,H,240.2152,55,141.805,-873.7669695,-873.7788542,-0.011884708,-873.588496,-873.600825,-0.012329,4.7251,6.1055,-0.28218,-0.13387,0.1854,0.3071,430.6572876,-2.29902,-2.03895,-0.69319,0.54153,-1.29052,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OXNIZHLAWKMVMX-UHFFFAOYSA-N,"2,4,6-trinitrophenol",O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,NA,-2.83,NA,I,229.1056,122.2222,117.085,-920.9947582,-921.0126566,-0.017898354,-920.924066,-920.942331,-0.018265,1.6847,2.3246,-0.31587,-0.1588,0.16047,0.34079,364.2069702,-2.94503,0.24734,-0.64046,0.54576,-1.42345,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
OXQGTIUCKGYOAA-UHFFFAOYSA-N,2-ethylbutanoic acid,O=C(O)C(CC)CC,NA,-0.81,NA,K,116.1596,-15,98.026,-386.3453397,-386.357472,-0.012132292,-386.204552,-386.216344,-0.011792,4.3731,5.8816,-0.28257,-0.01533,0.30394,0.30749,310.3088989,-1.372,-1.84993,-0.72435,0.83155,-1.372,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
OZWKMVRBQXNZKK-UHFFFAOYSA-N,"5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid",O=C(c1n2c(C(C(=O)O)CC2)cc1)c1ccccc1,NA,-3.259,NA,H,255.2726,160.5,174.773,-859.8883411,-859.9059732,-0.017632101,-859.679681,-859.697949,-0.018268,4.3572,5.3685,-0.24576,-0.07842,0.24085,0.27068,469.7142944,-1.98,-1.40753,-0.71304,0.83638,-2.33142,32,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1
PAMIQIKDUOTOBW-UHFFFAOYSA-N,1-methylpiperidine,CN1CCCCC1,NA,0.23,NA,L,99.1754,-50,92.577,-291.219274,-291.2219868,-0.002712761,-291.06254,-291.065333,-0.002793,0.9166,1.3658,-0.20302,0.0043,0.32357,0.22794,284.8764954,0,-2.47268,-0.5686,0.24494,-0.5686,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,aniline,Nc1ccccc1,NA,-0.41,NA,K,93.128,-6,78.977,-287.6161299,-287.6235085,-0.007378604,-287.528217,-287.535453,-0.007236,1.6312,2.1078,-0.21016,-0.01038,0.30889,0.23508,264.9863281,0,-1.20537,-0.8773,0.42242,-0.8773,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PBBGSZCBWVPOOL-UHFFFAOYSA-N,4-[4-(4-hydroxyphenyl)hexan-3-yl]phenol,Oc1ccc(C(C(CC)c2ccc(O)cc2)CC)cc1,NA,-4.43,NA,G,270.3706,186,220.679,-849.6316159,-849.645078,-0.013462111,-849.320122,-849.334065,-0.013943,2.493,3.3814,-0.2201,-0.01923,0.30004,0.24502,521.5394897,-1.45994,-4.46966,-0.73011,0.52335,-1.45994,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PBMFSQRYOILNGV-UHFFFAOYSA-N,pyridazine,n1ncccc1,NA,1.1,NA,M,80.089,-8,60.821,-264.2989166,-264.3097838,-0.010867232,-264.250057,-264.260662,-0.010605,4.4301,5.9497,-0.24622,-0.06607,0.2532,0.27114,226.7317352,0,-0.48372,-0.28228,0.27116,-0.56456,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
PDQAZBWRQCGBEV-UHFFFAOYSA-N,imidazolidine-2-thione,S=C1NCCN1,NA,-0.71,NA,K,102.1538,199,73.837,-625.6418175,-625.6580807,-0.016263232,-625.573272,-625.589706,-0.016434,5.8806,8.5733,-0.21108,-0.01318,0.30609,0.236,257.8528137,0,-0.26742,-0.64441,0.45937,-1.67251,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1
PDRGHUMCVRDZLQ-UHFFFAOYSA-N,"3-hydroxy-13-methyl-12,14,15,16-tetrahydro-11H-cyclopenta[a]phenanthren-17-one",O=C1C2(C)C(c3c(c4c(cc(O)cc4)cc3)CC2)CC1,NA,-5.24,NA,F,266.339,258.5,199.623,-847.2465967,-847.2609166,-0.014319942,-846.972231,-846.986432,-0.014201,3.3581,4.6133,-0.21352,-0.04901,0.27026,0.23844,473.1344604,-1.33899,-3.51652,-0.72554,0.63854,-1.33899,38,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
PEDCQBHIVMGVHV-UHFFFAOYSA-N,"propane-1,2,3-triol",OC(CO)CO,NA,1.12,NA,M,92.0944,18,80.121,-344.7930155,-344.8055621,-0.01254659,-344.705184,-344.718527,-0.013343,2.5962,3.1141,-0.2776,-0.01637,0.3029,0.30252,253.8322601,-2.42028,-0.26306,-0.81533,0.52031,-2.42028,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PEQHIRFAKIASBK-UHFFFAOYSA-N,tritylbenzene,C(c1ccccc1)(c1ccccc1)(c1ccccc1)c1ccccc1,NA,-7.8,NA,D,320.433,282.5,250.527,-964.7227567,-964.7308131,-0.008056431,-964.397262,-964.407962,-0.0107,2.00E-04,5.00E-04,-0.23481,-0.03522,0.28405,0.25973,571.0219116,0,-5.05607,-0.24903,0.25472,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
