StdInChIKey,Name,Smile,Sol,LogS,T,Sol_cat,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
MBRLOUHOWLUMFF-UHFFFAOYSA-N,7-methoxy-8-(3-methylbut-2-enyl)chromen-2-one,O(C)c1c(CC=C(C)C)c2oc(=O)ccc2cc1,NA,-4.31,NA,G,244.2896,83.5,226.318,-806.919413,-806.9327391,-0.013326081,-806.687465,-806.701106,-0.013641,6.3948,9.2324,-0.22938,-0.07149,0.24778,0.2543,480.2110596,-1.70351,-2.26874,-0.70928,0.77678,-1.70351,34,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
MCSAJNNLRCFZED-UHFFFAOYSA-N,1-nitroethane,O=[N+]([O-])CC,NA,-0.22,NA,K,75.067,-90,64.568,-284.3432725,-284.3524003,-0.009127814,-284.292005,-284.302948,-0.010943,4.0578,4.8826,-0.3081,-0.08706,0.23221,0.33302,225.0167236,-0.80828,-1.03967,-0.72111,0.5048,-0.30348,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MCWXGJITAZMZEV-UHFFFAOYSA-N,2-dimethoxyphosphinothioylsulfanyl-N-methylacetamide,S=P(SCC(=O)NC)(OC)OC,NA,-0.74,NA,K,229.2485,51.5,163.429,-1616.003693,-1616.019006,-0.01531288,-1615.865861,-1615.882038,-0.016177,1.17,0.8879,-0.25181,-0.02824,0.29103,0.27673,418.383606,-2.4416,-1.145,-0.87059,1.6708,-2.05507,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
METKIMKYRPQLGS-UHFFFAOYSA-N,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,NA,0.04,NA,L,266.3394,151.5,203.381,-881.9508399,-881.9734081,-0.022568187,-881.651574,-881.673522,-0.021948,5.0141,1.2933,-0.23271,-0.02995,0.28932,0.25763,559.5146484,-2.07658,-2.52014,-0.85158,0.68409,-3.6679,41,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
MFOUDYKPLGXPGO-UHFFFAOYSA-N,2-chloro-N-phenyl-N-propan-2-ylacetamide,ClCC(=O)N(C(C)C)c1ccccc1,NA,-2.48,NA,I,211.6907,74.25,154.305,-1017.803598,-1017.816263,-0.01266544,-1017.613996,-1017.627098,-0.013102,5.8759,7.943,-0.26111,-0.0422,0.27707,0.28603,415.09021,-0.67503,-2.36297,-0.69234,0.69141,-1.24436,28,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,"1-ethyl-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid",O=C(O)c1c(=O)c2c(n(CC)c1)nc(C)cc2,NA,-3.55212,NA,H,232.2384,228,167.706,-799.7642913,-799.7836193,-0.019327929,-799.578592,-799.598707,-0.020115,9.366,12.705,-0.25362,-0.08989,0.22938,0.27854,430.7677612,-2.10078,-0.45407,-0.74197,0.80804,-2.9662,29,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
MOCKWYUCPREFCZ-UHFFFAOYSA-N,1-amino-3-phenylurea,O=C(NN)Nc1ccccc1,NA,-2.33,NA,I,151.1676,124,127.91,-511.6527362,-511.667197,-0.014460791,-511.527033,-511.54248,-0.015447,2.6336,4.0435,-0.22813,-0.01832,0.30095,0.25305,343.3278198,-0.71346,-0.3431,-0.73355,0.80274,-2.62503,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
MORLYCDUFHDZKO-UHFFFAOYSA-N,3-[hydroxy(phenyl)phosphoryl]propanoic acid,P(=O)(O)(CCC(=O)O)c1ccccc1,NA,-3.078,NA,H,214.1573,152,137.069,-991.9150245,-991.9414165,-0.026392063,-991.76605,-991.79156,-0.02551,4.4959,7.3636,-0.2692,-0.04429,0.27498,0.29412,392.6046753,-3.53907,-2.23357,-1.13982,2.21284,-1.32623,25,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
MOYKHGMNXAOIAT-UHFFFAOYSA-N,"(6-nitrooxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-3-yl) nitrate",O=[N+](OC1C2OCC(O[N+](=O)[O-])C2OC1)[O-],NA,-2.63,NA,I,236.1378,70,142.451,-944.4669588,-944.4815846,-0.014625858,-944.33871,-944.353631,-0.014921,1.5053,1.9271,-0.29435,-0.10354,0.21573,0.31927,388.528595,-3.38241,-0.17712,-0.60239,0.73161,-1.92015,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
MPHPHYZQRGLTBO-UHFFFAOYSA-N,"5-(dimethylamino)-9-methyl-2-propylpyrazolo[1,2-a][1,2,4]benzotriazine-1,3-dione",O=C1C(CCC)C(=O)n2n1c(N(C)C)nc1c2cc(C)cc1,NA,-3.54,NA,H,302.3754,237.5,236.314,-991.2247518,-991.2382857,-0.013533954,-990.929985,-990.943453,-0.013468,1.7746,2.2787,-0.20248,-0.05931,0.25996,0.2274,540.2636719,-1.24672,-2.15543,-0.70165,0.71334,-2.86961,42,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
MQIUGAXCHLFZKX-UHFFFAOYSA-N,"dioctyl benzene-1,2-dicarboxylate",O=C(OCCCCCCCC)c1c(C(=O)OCCCCCCCC)cccc1,NA,-5.11,NA,F,390.5618,-25,349.012,-1238.436729,-1238.44887,-0.0121405,-1237.923054,-1237.936205,-0.013151,1.3656,2.6937,-0.26481,-0.06066,0.25861,0.28973,836.0983887,-2.37135,-6.69097,-0.68814,0.83437,-2.37135,66,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-methylbutan-2-ol,OC(CC)(C)C,NA,0.08,NA,L,88.1492,-12,88.668,-272.9964624,-273.0018845,-0.005422045,-272.862912,-272.868929,-0.006017,1.6931,2.3353,-0.27326,-0.0013,0.31797,0.29818,275.2727051,-0.81027,-2.34252,-0.81027,0.50496,-0.81027,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MTBZIGHNGSTDJV-UHFFFAOYSA-N,"2-diethoxyphosphinothioylisoindole-1,3-dione",S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2,NA,-3.35,NA,H,299.2807,83.375,203.911,-1561.025284,-1561.038175,-0.01289065,-1560.822808,-1560.836528,-0.01372,3.7363,5.2839,-0.24782,-0.10032,0.21895,0.27274,512.6303711,-2.88246,-1.24917,-0.86582,2.05702,-2.28505,33,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
MTCPZNVSDFCBBE-UHFFFAOYSA-N,"1,3,5-trichloro-2-(2,6-dichlorophenyl)benzene",Clc1c(c2c(Cl)cccc2Cl)c(Cl)cc(Cl)c1,NA,-7.32,NA,D,326.4365,85,167.709,-2761.284683,-2761.289908,-0.00522519,-2761.196927,-2761.202385,-0.005458,1.8981,2.3723,-0.26388,-0.05069,0.26858,0.2888,453.7156677,0,-1.48065,-0.25451,0.28526,0.09451,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
MUBZPKHOEPUJKR-UHFFFAOYSA-N,oxalic acid,O=C(O)C(=O)O,NA,0.38,NA,L,90.0354,189.5,56.048,-378.3396023,-378.3505815,-0.010979199,-378.31943,-378.331125,-0.011695,0.0028,1.00E-04,-0.31475,-0.10445,0.21482,0.33967,214.8625793,-2.5572,1.44774,-0.68305,0.72387,-2.5572,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
MUKSMBAVCDPKRC-UHFFFAOYSA-N,"3-amino-6,9-dimethylpyrido[2,3-b][1,5]benzoxazepin-5-one",O=C1N(C)c2c(Oc3ncc(N)cc13)cc(C)cc2,NA,-3.04,NA,H,255.2756,192,207.542,-856.0594407,-856.0764807,-0.017039995,-855.852488,-855.868663,-0.016175,1.9501,3.1475,-0.22477,-0.06018,0.25909,0.24969,465.3400879,-1.22225,-0.63262,-0.86515,0.69299,-3.02756,32,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
MVPPADPHJFYWMZ-UHFFFAOYSA-N,chlorobenzene,Clc1ccccc1,NA,-2.39474,NA,I,112.5585,-45,93.453,-691.8549784,-691.8583503,-0.003371905,-691.793704,-691.797175,-0.003471,1.8912,2.4757,-0.25526,-0.02851,0.29076,0.28018,268.0572205,0,-1.28395,-0.25714,0.26562,-0.02168,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
MVQVNTPHUGQQHK-UHFFFAOYSA-N,pyridin-3-ylmethanol,OCc1cnccc1,NA,0.96,NA,L,109.1274,-7,77.331,-362.8236396,-362.8345763,-0.010936709,-362.73477,-362.74514,-0.01037,2.8255,4.2131,-0.2602,-0.03468,0.28459,0.28512,283.4125061,-0.80326,-0.66475,-0.80326,0.51439,-1.2971,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
MWBPRDONLNQCFV-UHFFFAOYSA-N,"S-(2,3,3-trichloroprop-2-enyl) N,N-di(propan-2-yl)carbamothioate",ClC(=C(Cl)CSC(=O)N(C(C)C)C(C)C)Cl,NA,-4.88,NA,G,304.6615,29,200.67,-2299.465251,-2299.472553,-0.00730212,-2299.265379,-2299.273148,-0.007769,4.0323,5.2972,-0.2496,-0.04065,0.27862,0.27452,499.9893799,-0.67532,-3.22697,-0.69359,0.56828,-0.84301,32,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MWKFXSUHUHTGQN-UHFFFAOYSA-N,decan-1-ol,OCCCCCCCCCC,NA,-3.63,NA,H,158.2832,6,147.183,-469.5630921,-469.5693629,-0.006270811,-469.297739,-469.304758,-0.007019,1.7337,2.2725,-0.27712,-0.00086,0.31841,0.30204,452.0536499,-0.8124,-4.53019,-0.8124,0.51168,-0.8124,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MXBNEEHQIDLPLQ-UHFFFAOYSA-N,"6a,7,8,9-tetrahydro-5H-pyrrolo[2,1-c][1,4]benzodiazepine-6,11-dione",O=C1N2C(C(=O)Nc3c1cccc3)CCC2,NA,-3.745,NA,H,216.239,229,160.664,-724.5165877,-724.5328345,-0.016246809,-724.32818,-724.344491,-0.016311,3.092,4.6418,-0.24557,-0.05291,0.26636,0.27049,403.1767273,-1.35568,-0.87692,-0.69758,0.70141,-2.45667,28,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
MXXWOMGUGJBKIW-UHFFFAOYSA-N,"5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one",O=C(C=CC=Cc1cc2OCOc2cc1)N1CCCCC1,NA,-3.46,NA,H,285.342,131.25,198.387,-939.6800011,-939.6955209,-0.015519731,-939.397845,-939.413058,-0.015213,4.1408,6.0662,-0.20783,-0.07346,0.24581,0.23275,557.9008789,-1.81957,-2.37533,-0.73198,0.65128,-2.29533,40,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
MZZBPDKVEFVLFF-UHFFFAOYSA-N,"2-[[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino]-2-methylpropanenitrile",Clc1nc(NC(C#N)(C)C)nc(NCC)n1,NA,-3.15,NA,H,240.6949,167.5,200.166,-1139.539778,-1139.556792,-0.01701399,-1139.356811,-1139.373736,-0.016925,6.302,9.2731,-0.25761,-0.04283,0.27644,0.28253,471.2407837,0,-0.28893,-0.70668,0.62819,-3.42363,29,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
NAEAAGULDNVNCW-UHFFFAOYSA-N,"diethyl piperazine-1,4-dicarboxylate",O=C(OCC)N1CCN(C(=O)OCC)CC1,NA,-0.729,NA,K,230.2632,47,200.972,-802.3804969,-802.3931206,-0.012623718,-802.136248,-802.149764,-0.013516,0.0016,0.0018,-0.24539,-0.00306,0.31621,0.27031,479.051178,-2.59484,-0.87844,-0.71912,0.94948,-3.63355,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
NBFMTHWVRBOVPE-UHFFFAOYSA-N,"2,7-dichlorodibenzo-p-dioxin",Clc1cc2Oc3c(Oc2cc1)cc(Cl)cc3,NA,-7.830002,NA,D,253.0842,201.5,178.914,-1531.736478,-1531.741515,-0.00503727,-1531.628405,-1531.633759,-0.005354,1.00E-04,1.00E-04,-0.22102,-0.04519,0.27408,0.24594,417.5188293,-0.99245,-0.63526,-0.49668,0.27815,-1.00743,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
NCYHCGGUQGDEQW-UHFFFAOYSA-N,"1,2,3,4-tetrachloro-5,6-dimethoxybenzene",Clc1c(Cl)c(Cl)c(OC)c(OC)c1Cl,NA,-5.2395,NA,F,275.9462,90,175.163,-2299.659919,-2299.665741,-0.00582225,-2299.577142,-2299.583646,-0.006504,2.8013,3.5847,-0.25932,-0.04877,0.2705,0.28424,405.8174133,-1.14288,-0.4423,-0.57144,0.28471,-0.92278,20,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
NDAUXUAQIAJITI-UHFFFAOYSA-N,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,NA,-1.16115,NA,J,239.3138,156,181.679,-788.462239,-788.4793237,-0.017084746,-788.179338,-788.197124,-0.017786,5.0591,6.5037,-0.21913,-0.02024,0.29903,0.24405,489.1960144,-2.34493,-2.94747,-0.80108,0.53177,-3.0737,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
NDDAHWYSQHTHNT-UHFFFAOYSA-N,"4-chloro-N-(2-methyl-2,3-dihydroindol-1-yl)-3-sulfamoylbenzamide",Clc1c(S(=O)(=O)N)cc(C(=O)NN2C(C)Cc3c2cccc3)cc1,NA,-3.63977,NA,H,365.8337,165.5,211.608,-1867.605202,-1867.627548,-0.02234565,-1867.353513,-1867.377227,-0.023714,1.2793,1.7355,-0.20831,-0.07961,0.23966,0.23323,582.8840942,-2.5809,-2.56112,-1.12627,2.3045,-2.14954,40,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1
NFACJZMKEDPNKN-UHFFFAOYSA-N,"2,2,2-trichloro-1-dimethoxyphosphorylethanol",ClC(Cl)(Cl)C(P(=O)(OC)OC)O,NA,-0.338,NA,K,257.4376,80,164.588,-2180.114143,-2180.127139,-0.01299589,-2180.025351,-2180.038161,-0.01281,4.3812,6.0522,-0.30022,-0.05501,0.26426,0.32514,379.1217346,-3.62391,-1.16839,-1.12479,2.43245,-1.07513,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NFBOHOGPQUYFRF-UHFFFAOYSA-N,dibenzo-p-dioxin,O1c2c(Oc3c1cccc3)cccc2,NA,-5.324741,NA,F,184.194,122.25,127.054,-612.5482857,-612.5531717,-0.004886039,-612.416564,-612.421771,-0.005207,0.0021,0.0027,-0.20783,-0.02842,0.29085,0.23275,367.7046509,-1.0088,-1.0635,-0.5046,0.26354,-1.0088,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
NGFMICBWJRZIBI-UHFFFAOYSA-N,"2-(hydroxymethyl)-6-[2-(hydroxymethyl)phenoxy]oxane-3,4,5-triol",O(c1c(CO)cccc1)C1C(O)C(O)C(O)C(CO)O1,NA,-0.85,NA,K,286.281,199,186.135,-1032.767111,-1032.793472,-0.02636174,-1032.505385,-1032.531492,-0.026107,2.1353,2.1221,-0.24627,-0.02515,0.29412,0.27119,483.4530029,-5.13898,-0.64597,-0.79522,0.51402,-5.13898,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
NHOWDZOIZKMVAI-UHFFFAOYSA-N,(2-chlorophenyl)-(4-chlorophenyl)-pyrimidin-5-ylmethanol,Clc1c(C(O)(c2cncnc2)c2ccc(Cl)cc2)cccc1,NA,-4.38,NA,G,331.2006,118,235.605,-1760.163081,-1760.174518,-0.01143768,-1759.958631,-1759.970872,-0.012241,3.9656,5.116,-0.25925,-0.0606,0.25867,0.28417,512.3446045,-0.77247,-1.59396,-0.77247,0.51211,-1.78644,34,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
NHPPIJMARIVBGU-UHFFFAOYSA-N,1-iodonaphthalene,Ic1c2c(ccc1)cccc2,NA,-4.55,NA,G,254.0698,4,148.686,-396.6749559,-396.6792663,-0.004310397,-396.572997,-396.577433,-0.004436,1.6503,2.2124,-0.22714,-0.05957,0.2597,0.25206,345.1220703,0,-1.94838,-0.25282,0.26511,0.15076,18,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NHTGQOXRZFUGJX-UHFFFAOYSA-N,"5,6,7,8-tetrachloroquinoxaline",Clc1c(Cl)c(Cl)c2nccnc2c1Cl,NA,-5.43,NA,F,267.9292,190,110.912,-2256.334982,-2256.342606,-0.0076238,-2256.289423,-2256.297163,-0.00774,2.2263,3.0664,-0.25975,-0.11032,0.20895,0.28467,376.2914124,0,0.02868,-0.41004,0.25486,-0.53696,16,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,9H-fluorene,c12c3c(cccc3)Cc1cccc2,NA,-4.967883,NA,G,166.222,114.8,131.533,-501.4401192,-501.4451167,-0.004997475,-501.286017,-501.29111,-0.005093,0.5642,0.8625,-0.22177,-0.0405,0.27877,0.24669,366.9496155,0,-2.55526,-0.46975,0.27526,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
NIPDVSLAMPAWTP-UHFFFAOYSA-N,2-methoxy-5-nitroaniline,O=[N+]([O-])c1cc(N)c(OC)cc1,NA,-3.165,NA,H,168.1518,118,113.514,-606.657895,-606.672261,-0.01436593,-606.541838,-606.556763,-0.014925,7.1638,9.6023,-0.22579,-0.09204,0.22723,0.25071,344.5445251,-1.40336,-0.60908,-0.86438,0.49381,-1.77393,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
NKDDWNXOKDWJAK-UHFFFAOYSA-N,dimethoxymethane,O(COC)C,NA,0.48,NA,L,76.095,-105,67.319,-269.5655936,-269.5707122,-0.005118604,-269.481698,-269.487069,-0.005371,0.266,0.2597,-0.27852,0.01069,0.32996,0.30344,245.8567657,-1.24744,-0.473,-0.62372,0.23161,-1.24744,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NKPDCGFEJUINIK-UHFFFAOYSA-N,4-(4-hydroxyphenyl)sulfonylfuran-2-sulfonamide,S(=O)(=O)(N)c1occ(S(=O)(=O)c2ccc(O)cc2)c1,NA,-2.403,NA,I,303.3042,175,219.465,-1688.811848,-1688.840261,-0.0284129,-1688.668112,-1688.696871,-0.028759,7.4514,10.7539,-0.26374,-0.06543,0.25384,0.28866,484.4169312,-4.98886,-1.50388,-1.11983,2.29676,-1.60026,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1
NMWSKOLWZZWHPL-UHFFFAOYSA-N,1-chloro-3-phenylbenzene,Clc1cc(c2ccccc2)ccc1,NA,-4.88,NA,G,188.6561,18,130.051,-922.9191473,-922.9241001,-0.004952776,-922.784125,-922.789122,-0.004997,2.0448,2.6277,-0.24125,-0.04835,0.27092,0.26617,385.3089905,0,-2.28935,-0.25742,0.26634,-0.01986,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
NOOBQTYVTDBXTL-UHFFFAOYSA-N,"6-hydroxy-1,3-benzothiazole-2-sulfonamide",S(=O)(=O)(N)c1sc2c(n1)ccc(O)c2,NA,-2.503,NA,I,230.256,220.25,128.961,-1401.858276,-1401.878349,-0.02007278,-1401.76543,-1401.786216,-0.020786,4.9559,6.7073,-0.24405,-0.07223,0.24704,0.26897,389.1110535,-2.62112,-0.85529,-1.12266,2.28988,-1.39218,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
NOQGZXFMHARMLW-UHFFFAOYSA-N,"4-(2,2-dimethylhydrazinyl)-4-oxobutanoic acid",O=C(O)CCC(=O)NN(C)C,NA,-0.2,NA,K,160.1724,154.5,114.847,-571.0468199,-571.070457,-0.023637116,-570.896655,-570.919926,-0.023271,2.6541,6.816,-0.24117,-0.02203,0.29724,0.26609,368.3148193,-2.06101,-0.57835,-0.72686,0.82714,-2.90906,23,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
NPPQSCRMBWNHMW-UHFFFAOYSA-N,[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate,O=C(OCC(COC(=O)N)(CCC)C)N,NA,-1.73737,NA,J,218.2522,104.5,198.696,-764.280806,-764.2999898,-0.019183838,-764.047798,-764.066896,-0.019098,3.1127,4.5941,-0.28473,-0.01001,0.30926,0.30965,456.7039795,-2.58062,-0.81136,-0.88448,0.92222,-4.34849,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NPUKDXXFDDZOKR-UHFFFAOYSA-N,ethyl 3-(1-phenylethyl)imidazole-4-carboxylate,O=C(OCC)c1n(C(C)c2ccccc2)cnc1,NA,-4.74,NA,G,244.2926,67,209.321,-803.1226169,-803.134101,-0.011484186,-802.888312,-802.900413,-0.012101,2.2749,2.8574,-0.24465,-0.04482,0.27445,0.26957,484.1565247,-1.20805,-1.92561,-0.71871,0.79496,-2.1186,34,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
NQDJXKOVJZTUJA-UHFFFAOYSA-N,"11-cyclopropyl-4-methyl-5H-dipyrido[2,3-e:2',3'-f][1,4]diazepin-6-one",O=c1[nH]c2c(C)ccnc2n(C2CC2)c2ncccc12,NA,-3.19,NA,H,266.3018,246,201.659,-874.2504543,-874.2634273,-0.01297299,-874.023918,-874.037165,-0.013247,1.4731,2.1046,-0.23279,-0.07586,0.24341,0.25771,469.3535767,-0.59505,-0.96249,-0.73539,0.70718,-2.80364,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1
NQRLPDFELNCFHW-UHFFFAOYSA-N,N-(4-nitrophenyl)acetamide,O=[N+]([O-])c1ccc(NC(=O)C)cc1,NA,-2.69,NA,I,180.1628,215,132.844,-644.7967366,-644.8141752,-0.017438574,-644.678767,-644.694861,-0.016094,7.4516,9.9954,-0.26189,-0.10318,0.21609,0.28681,366.1656799,-1.5104,-0.74182,-0.77187,0.69891,-1.63227,21,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
NQRYJNQNLNOLGT-UHFFFAOYSA-N,piperidine,N1CCCCC1,NA,1.07,NA,M,85.1486,-11,97.991,-251.9139775,-251.9175051,-0.003527641,-251.783097,-251.786828,-0.003731,0.9142,1.4382,-0.22388,0.00381,0.32308,0.2488,264.5419312,0,-1.98036,-0.74371,0.40465,-0.74371,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
