StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,Volume,HOMO,LsoluHsolv,LUMO,LsolvHsolu,N_atoms,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,1_2_amine,3_ring,4_ring,5_ring,6_ring,7_ring,8_ring,acidic_hydroxyl,alcohol,aldehyde,alkene,alkyne,amide,aromatic,azo,Br,carbonyl,carboxyl,Cl,C_aromatic,ester,ether_ester,F,halide,heterocyclic,H_bond_acceptor,H_bond_donor,I,ketone,nitrile,nitro,N_aromatic,O_aromatic,P,ring,S,sulfonamide,S_aromatic,thioamide,thiol,unfused_benzene
XFOHWECQTFIEIX-UHFFFAOYSA-N,2-nitro-9H-fluorene,O=[N+]([O-])c1cc2c(c3c(cccc3)C2)cc1,NA,-4.723,I,NA,211.2196,157,6.76E-02,5.70E-02,-0.010671975,0.208738,0.197065,-0.011673,6.2792,8.0218,228.141,-0.34814,0.26368,-0.05559,0.37306,25,403.098938,-1.034934,-1.395556,-0.518856,0.853013,-0.181921,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
XGEGHDBEHXKFPX-UHFFFAOYSA-N,methylurea,O=C(NC)N,NA,1.13,O,NA,74.0822,98.5,-7.77E-02,-9.17E-02,-0.01400262,-0.025622,-0.040973,-0.015351,3.5628,5.2327,93.151,-0.36799,0.35998,0.04071,0.39291,11,234.4532928,-0.669881,0.388198,-0.669881,0.676231,-1.721167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XIGAUIHYSDTJHW-UHFFFAOYSA-N,"2-(1,3-benzothiazol-2-yloxy)-N-methyl-N-phenylacetamide",O=C(N(C)c1ccccc1)COc1sc2c(n1)cccc2,NA,-4.87,I,NA,298.3588,134.8,2.71E-03,-1.22E-02,-0.014873624,0.203691,0.190159,-0.013532,4.0185,5.9454,302.99,-0.332,0.28807,-0.0312,0.35692,35,540.3099365,-0.92322,-0.735638,-0.600333,0.578027,-1.665096,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
XIURVHNZVLADCM-IUODEOHRSA-N,"(6R,7R)-3-(acetyloxymethyl)-8-oxo-7-[(2-thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",O=C(N[C@@H]1C(=O)N2C(=C(COC(=O)C)CS[C@H]12)C(=O)O)Cc1sccc1,NA,-2.938,K,NA,396.4322,155.625,-0.309424203,-0.34012835,-0.030704147,-0.086671,-0.118137,-0.031466,5.6794,11.7217,319.774,-0.34987,0.28497,-0.0343,0.37479,42,609.2869263,-3.149408,0.503707,-0.600779,0.708338,-4.03974,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
XJCVRTZCHMZPBD-UHFFFAOYSA-N,3-nitroaniline,O=[N+]([O-])c1cc(N)ccc1,NA,-2.19,K,NA,138.1256,112.5,2.67E-02,1.39E-02,-0.012803511,0.10384,0.090231,-0.013609,6.1451,7.747,107.732,-0.33831,0.27134,-0.04793,0.36323,16,304.0264893,-1.00974,-0.575516,-0.505391,0.827486,-0.676583,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
XJGVXQDUIWGIRW-UHFFFAOYSA-N,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine",Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N1CCN(C)CC1,NA,-4.419,I,NA,327.8127,109.5,5.56E-02,4.26E-02,-0.013002718,0.316794,0.302629,-0.014165,1.1038,2.2449,302.416,-0.31126,0.28382,-0.03545,0.33618,41,546.2402954,-0.40053,-1.35433,-0.479415,0.391989,-1.58038,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,"1,4-diphenylbenzene",c1(c2ccccc2)ccc(c2ccccc2)cc1,NA,-7.109998,F,NA,230.3086,212.6389,0.112463575,0.107661456,-0.00480212,0.314994,0.309753,-0.005241,0,0,302.71,-0.32914,0.31095,-0.00832,0.35406,32,482.6856995,0,-2.215364,-0.176605,0.162346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
XKEFYDZQGKAQCN-UHFFFAOYSA-N,"1,3,5-trichlorobenzene",Clc1cc(Cl)cc(Cl)c1,NA,-4.53587,I,NA,181.4487,63.5,-6.97E-03,-8.98E-03,-0.002011505,0.027447,0.025021,-0.002426,0.2719,0.1045,88.117,-0.36954,0.2891,-0.03017,0.39446,12,314.7641602,0,-0.395421,-0.250885,0.202659,-0.209333,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
XKFPYPQQHFEXRZ-UHFFFAOYSA-N,"N'-benzyl-5-methyl-1,2-oxazole-3-carbohydrazide",O=C(NNCc1ccccc1)c1noc(C)c1,NA,-2.46,K,NA,231.2536,327.25,2.54E-02,1.26E-02,-0.012772725,0.199627,0.184514,-0.015113,2.7877,5.7091,222.254,-0.33989,0.2948,-0.02447,0.36481,30,473.2393799,-0.701386,-1.096324,-0.584457,0.578449,-1.452322,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
XKJMBINCVNINCA-UHFFFAOYSA-N,"3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea",Clc1c(Cl)ccc(NC(=O)N(OC)C)c1,NA,-3.55543,J,NA,249.0962,93.5,-7.67E-02,-8.80E-02,-0.011366365,0.047527,0.034581,-0.012946,4.9964,6.1316,239.155,-0.33163,0.2984,-0.02087,0.35655,25,439.232605,-0.894318,-0.242789,-0.580141,0.650985,-1.661047,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
XLOMZPUITCYLMJ-UHFFFAOYSA-N,"5-pentan-2-yl-5-prop-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione",S=C1NC(=O)C(C(CCC)C)(CC=C)C(=O)N1,NA,-3.46,J,NA,254.3464,132.5,-0.133459537,-0.144853318,-0.011393781,0.086064,0.072435,-0.013629,2.7877,4.6565,250.505,-0.34777,0.26744,-0.05183,0.37269,35,468.8875732,-0.941753,-0.681676,-0.571006,0.613553,-2.497232,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,"3-(3,4-dichlorophenyl)-1,1-dimethylurea",Clc1c(Cl)ccc(NC(=O)N(C)C)c1,NA,-3.82201,J,NA,233.0968,158.5,-5.80E-02,-7.19E-02,-0.013875523,0.064522,0.049838,-0.014684,5.9098,7.9049,226.878,-0.32744,0.30455,-0.01472,0.35236,24,419.3310242,-0.633955,-0.30157,-0.633955,0.678778,-1.594205,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
XNLICIUVMPYHGG-UHFFFAOYSA-N,pentan-2-one,O=C(CCC)C,NA,-0.19,M,NA,86.1334,-77.8889,-0.100157731,-0.108227862,-0.008070131,-0.005542,-0.014255,-0.008713,3.3837,4.5378,135.071,-0.37177,0.34728,0.02801,0.39669,16,280.1808472,-0.589327,-1.126356,-0.659235,0.644781,-0.589327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XQUXKZZNEFRCAW-UHFFFAOYSA-N,"[cyano-(3-phenoxyphenyl)methyl] 2,2,3,3-tetramethylcyclopropane-1-carboxylate",O=C(OC(C#N)c1cc(Oc2ccccc2)ccc1)C1C(C)(C)C1(C)C,NA,-6.03,G,NA,349.4286,47,-7.45E-02,-8.81E-02,-0.013502653,0.23442,0.219227,-0.015193,3.7099,4.8529,356.009,-0.33717,0.29911,-0.02016,0.36209,49,636.9143066,-1.445713,-2.356197,-0.586371,0.710906,-1.677544,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
XQXPVVBIMDBYFF-UHFFFAOYSA-N,2-(4-hydroxyphenyl)acetic acid,O=C(O)Cc1ccc(O)cc1,NA,-0.94422,M,NA,152.1494,149.5,-0.178977725,-0.195169214,-0.016191488,-0.082463,-0.09925,-0.016787,4.385,4.9855,166.925,-0.34838,0.30211,-0.01716,0.3733,19,333.9475403,-1.580633,-0.259838,-0.544491,0.697318,-1.580633,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
XQZYPMVTSDWCCE-UHFFFAOYSA-N,"benzene-1,2-dicarbonitrile",N#Cc1c(C#N)cccc1,NA,-2.38,K,NA,128.133,139.75,0.144060726,0.132980912,-0.011079814,0.204591,0.193172,-0.011419,6.374,8.3956,124.897,-0.39164,0.2678,-0.05147,0.41656,14,304.7871399,0,-0.202089,-0.255289,0.181039,-0.510575,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
XRHGWAGWAHHFLF-UHFFFAOYSA-N,"(5-chloro-1-propan-2-yl-1,2,4-triazol-3-yl)oxy-diethoxy-sulfanylidene-$l^{5}-phosphane",Clc1n(C(C)C)nc(OP(=S)(OCC)OCC)n1,NA,-3.66,J,NA,313.7384,25,-0.277867561,-0.29626975,-0.018402188,-0.085362,-0.104467,-0.019105,3.4426,5.2279,294.689,-0.33932,0.30632,-0.01295,0.36424,35,538.5994263,-1.678726,-1.241501,-0.823434,1.661669,-1.620464,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
XRTJYEIMLZALBD-UHFFFAOYSA-N,"4-(6-methyl-1,3-benzothiazol-2-yl)aniline",Nc1ccc(c2sc3c(n2)ccc(C)c3)cc1,NA,-3.68,J,NA,240.3222,190.5,9.52E-02,8.20E-02,-0.013206267,0.264295,0.250099,-0.014196,1.4435,1.851,262.111,-0.30983,0.29518,-0.02409,0.33475,29,465.6525574,0,-1.340058,-0.514932,0.320288,-0.924819,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
XSQUKJJJFZCRTK-UHFFFAOYSA-N,urea,O=C(N)N,NA,0.96,N,NA,60.0554,133.5,-7.67E-02,-9.11E-02,-0.014374916,-0.049463,-0.06412,-0.014657,4.3473,5.7989,80.277,-0.38127,0.37034,0.05107,0.40619,8,200.4275208,-0.696038,0.71132,-0.696038,0.71132,-1.887186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XUCIJNAGGSZNQT-UHFFFAOYSA-N,"2-phenyl-2-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyacetonitrile",O(C(C#N)c1ccccc1)C1C(O)C(O)C(O)C(COC2C(O)C(O)C(O)C(CO)O2)O1,NA,-0.77,M,NA,457.4334,224.5,-0.693036391,-0.72206284,-0.02902645,-0.331994,-0.362323,-0.030329,3.9993,3.6269,354.9,-0.37223,0.30151,-0.01776,0.39715,59,644.6702271,-5.909599,0.401718,-0.570068,0.346889,-6.156338,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
XUFQPHANEAPEMJ-UHFFFAOYSA-N,"3-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]-N'-sulfamoylpropanimidamide",S(=O)(=O)(N=C(N)CCSCc1nc(N=C(N)N)sc1)N,NA,-2.6468,K,NA,337.4322,163,-4.56E-02,-8.60E-02,-0.040391674,0.136785,0.09164,-0.045145,4.3264,8.5549,226.182,-0.31041,0.30096,-0.01831,0.33533,35,516.293396,-2.006145,0.34511,-1.028213,2.621616,-4.085603,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
XUYPXLNMDZIRQH-UHFFFAOYSA-N,2-acetamido-4-methylsulfanylbutanoic acid,S(CCC(NC(=O)C)C(=O)O)C,NA,0.032,N,NA,191.2446,110.25,-0.233737407,-0.257548264,-0.023810857,-0.096459,-0.120211,-0.023752,8.2728,10.5342,228.145,-0.32681,0.33109,0.01182,0.35173,25,400.1356506,-1.751338,-0.432181,-0.660113,0.670939,-2.363431,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XWKFPIODWVPXLX-UHFFFAOYSA-N,"2,5-dimethylpyridine",Cc1ncc(C)cc1,NA,0.4,N,NA,107.1548,-15,2.30E-02,1.60E-02,-0.007025799,0.122203,0.114629,-0.007574,2.1543,2.9333,148.532,-0.34334,0.32276,0.00349,0.36826,17,299.9880676,0,-1.173091,-0.508564,0.241328,-0.401465,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
XYGUXAGVJDBSBP-UHFFFAOYSA-N,[2-[(2-amino-2-oxoethyl)amino]-2-oxoethyl] benzoate,O=C(NCC(=O)N)COC(=O)c1ccccc1,NA,-1.498,L,NA,236.2268,151.5,-0.233509141,-0.251170421,-0.01766128,-0.0727,-0.093039,-0.020339,4.5048,5.2483,236.181,-0.36988,0.27939,-0.03988,0.3948,29,458.8373413,-2.243133,0.697266,-0.638469,0.656875,-3.217763,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
XZTUSOXSLKTKJQ-UHFFFAOYSA-N,"3-(3,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)-2H-furan-5-one",O=C1OCC(=C1)C1C2(C)C(O)(C3C(C4(C)C(CC(O)CC4)CC3)CC2)CC1,NA,-4.574,I,NA,374.5192,253,-0.334021502,-0.354725489,-0.020703987,0.110466,0.088259,-0.022207,4.5183,6.3881,392.066,-0.37563,0.29947,-0.0198,0.40055,61,574.2993774,-2.245941,-3.264289,-0.622711,0.677469,-2.245941,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YAPQBXQYLJRXSA-UHFFFAOYSA-N,"3,7-dimethylpurine-2,6-dione",O=c1n(C)c2ncn(C)c2c(=O)[nH]1,NA,-2.58679,K,NA,180.1658,347.5,-7.85E-02,-9.55E-02,-0.017000534,0.030378,0.010982,-0.019396,4.6318,6.175,142.948,-0.34004,0.2942,-0.02507,0.36496,21,353.0709839,-1.139241,0.76113,-0.576897,0.705519,-2.404981,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
YASYVMFAVPKPKE-UHFFFAOYSA-N,N-[methoxy(methylsulfanyl)phosphoryl]acetamide,S(P(=O)(OC)NC(=O)C)C,NA,0.54,N,NA,183.1617,88,-0.332610479,-0.354807667,-0.022197188,-0.238555,-0.262709,-0.024154,4.3835,6.2664,194.108,-0.33859,0.32837,0.0091,0.36351,20,363.0410156,-2.063828,-0.586334,-0.8682,1.613535,-1.415864,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
YBPAYPRLUDCSEY-UHFFFAOYSA-N,2-(4-hydroxyphenyl)acetamide,O=C(N)Cc1ccc(O)cc1,NA,-2.38601,K,NA,151.1646,175.5,-0.115091925,-0.130750318,-0.015658393,-0.00697,-0.023404,-0.016434,3.1297,3.8358,144.356,-0.33885,0.31023,-0.00904,0.36377,20,340.7646484,-1.156934,-0.298768,-0.657669,0.635002,-1.711637,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
YCLSOMLVSHPPFV-UHFFFAOYSA-N,3-(2-carboxyethyldisulfanyl)propanoic acid,S(SCCC(=O)O)CCC(=O)O,NA,-0.19,M,NA,210.2626,157,-0.291521744,-0.318432146,-0.026910402,-0.193144,-0.221668,-0.028524,5.1401,8.4447,172.515,-0.35542,0.25919,-0.06008,0.38034,22,408.8034363,-2.163272,-0.028555,-0.548013,0.689536,-2.285524,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
YCMLQMDWSXFTIF-UHFFFAOYSA-N,2-methylbenzenesulfonamide,S(=O)(=O)(N)c1c(C)cccc1,NA,-2.02,K,NA,171.2136,157,-9.98E-02,-0.118547199,-0.018732222,0.005717,-0.014912,-0.020629,4.6888,6.739,144.939,-0.36292,0.30007,-0.0192,0.38784,20,337.8070374,-2.022554,-1.45699,-1.015297,2.576833,-0.371352,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
YCSBALJAGZKWFF-UHFFFAOYSA-N,anthracen-2-amine,Nc1cc2c(cc3c(c2)cccc3)cc1,NA,-5.17,H,NA,193.2476,237,9.10E-02,8.11E-02,-0.009825326,0.251748,0.241329,-0.010419,2.0101,2.544,254.174,-0.29453,0.28771,-0.03156,0.31945,26,400.9522095,0,-1.484292,-0.512739,0.276397,-0.512739,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YEAICDDXRUOCKJ-UHFFFAOYSA-N,4-amino-N-pyrazin-2-ylbenzenesulfonamide,S(=O)(=O)(Nc1nccnc1)c1ccc(N)cc1,NA,-3.7,J,NA,250.2746,251,-1.58E-02,-4.31E-02,-0.027303799,0.1241,0.096889,-0.027211,8.6369,12.7647,212.252,-0.33499,0.29681,-0.02246,0.35991,27,440.8298035,-1.962164,-0.937017,-0.986248,2.626024,-1.236159,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
YFBPRJGDJKVWAH-UHFFFAOYSA-N,"(3,5-dimethyl-4-methylsulfanylphenyl) N-methylcarbamate",S(C)c1c(C)cc(OC(=O)NC)cc1C,NA,-3.921,J,NA,225.305,120,-0.127826898,-0.14104373,-0.013216832,0.043912,0.031476,-0.012436,3.4325,5.0458,291.904,-0.30986,0.31814,-0.00113,0.33478,30,453.6341248,-1.057195,-1.36175,-0.581438,0.70804,-1.521665,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
YFGYUFNIOHWBOB-UHFFFAOYSA-N,"[2-(dimethylamino)-5,6-dimethylpyrimidin-4-yl] N,N-dimethylcarbamate",O=C(Oc1c(C)c(C)nc(N(C)C)n1)N(C)C,NA,-1.95,L,NA,238.2888,90.5,-9.00E-02,-0.110418961,-0.020400394,0.122481,0.100219,-0.022262,2.7136,4.3388,292.227,-0.31189,0.32562,0.00635,0.33681,35,493.1843872,-1.034261,-0.346117,-0.626018,0.714901,-2.747431,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
YGYNBBAUIYTWBF-UHFFFAOYSA-N,"2,6-dimethylnaphthalene",Cc1cc2c(cc(C)cc2)cc1,NA,-4.89,I,NA,156.2268,111,3.28E-02,2.80E-02,-0.004793994,0.18436,0.178491,-0.005869,0.0001,0.0001,213.988,-0.31351,0.31058,-0.00869,0.33843,24,372.2555237,0,-2.014687,-0.511756,0.174763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YIKYNHJUKRTCJL-UHFFFAOYSA-N,2-ethyl-3-hydroxypyran-4-one,O=c1c(O)c(CC)occ1,NA,-0.89378,M,NA,140.1384,91.25,-0.158128389,-0.167669719,-0.00954133,-0.064836,-0.075886,-0.01105,3.6948,5.6209,156.221,-0.34009,0.2951,-0.02417,0.36501,18,316.559845,-1.32127,-0.277272,-0.592717,0.567828,-1.32127,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
YJDYCULVYZDESB-UHFFFAOYSA-N,"10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one",O=C1C2(C)C(C3C(C4(C)C(CC3)CCCC4)CC2)CC1,NA,-6.7,G,NA,274.4454,120.5,-0.148215608,-0.155870723,-0.007655115,0.231037,0.222225,-0.008812,3.4669,4.4863,348.926,-0.35353,0.34985,0.03058,0.37845,50,483.0611267,-0.574138,-3.664159,-0.574138,0.552726,-0.574138,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
YKGCCFHSXQHWIG-UHFFFAOYSA-N,phenothiazin-3-one,O=c1cc2sc3c(nc2cc1)cccc3,NA,-3.716,J,NA,225.3482,161,7.46E-02,6.50E-02,-0.009579131,0.186582,0.176333,-0.010249,5.0193,7.4147,201.809,-0.32714,0.24575,-0.07352,0.35206,22,391.6270142,-0.553642,-0.565088,-0.553642,0.5925,-0.719049,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
YKJYKKNCCRKFSL-UHFFFAOYSA-N,[4-hydroxy-2-[(4-methoxyphenyl)methyl]pyrrolidin-3-yl] acetate,O=C(OC1C(Cc2ccc(OC)cc2)NCC1O)C,NA,-1.61,L,NA,265.3084,140.25,-0.256458024,-0.275059241,-0.018601217,-0.017905,-0.038398,-0.020493,5.0267,6.4676,305.962,-0.32305,0.32268,0.00341,0.34797,38,515.1738892,-2.034681,-1.00562,-0.599339,0.710152,-2.49924,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
YKYONYBAUNKHLG-UHFFFAOYSA-N,propyl acetate,O=C(OCCC)C,NA,-0.72,M,NA,102.1328,-93,-0.175735806,-0.183616889,-0.007881082,-0.07849,-0.087257,-0.008767,1.8382,2.4619,140.727,-0.40174,0.34996,0.03069,0.42666,17,300.1276855,-1.070987,-0.628424,-0.602347,0.706871,-1.070987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLQBMQCUIZJEEH-UHFFFAOYSA-N,furan,o1cccc1,NA,-0.82,M,NA,68.075,-85.6,-1.30E-02,-1.53E-02,-0.00236036,0.0254,0.023371,-0.002029,0.3788,0.4572,90.596,-0.35047,0.3377,0.01843,0.37539,9,213.5336609,-0.255597,-0.46159,-0.255597,0.180749,-0.255597,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
YMWUJEATGCHHMB-UHFFFAOYSA-N,dichloromethane,ClCCl,NA,-0.63,M,NA,84.9328,-96.9,-2.85E-02,-3.40E-02,-0.005497183,-0.028959,-0.034696,-0.005737,1.9763,2.3239,52.401,-0.40134,0.32597,0.0067,0.42626,5,200.0076599,0,-0.142426,-0.142426,0.198619,-0.254812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNARWAUTTJJADX-UHFFFAOYSA-N,"11-ethyl-5-methyldipyrido[2,3-b:2',3'-f][1,4]diazepine-6-thione",S=c1n(C)c2c(n(CC)c3ncccc13)nccc2,NA,-4.63,I,NA,270.3514,158,0.146460555,0.126323075,-0.02013748,0.344974,0.324101,-0.020873,4.49,8.3357,285.259,-0.31421,0.27616,-0.04311,0.33913,33,475.6460571,0,-0.515242,-0.712608,0.380571,-1.951288,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
YNAVUWVOSKDBBP-UHFFFAOYSA-N,morpholine,O1CCNCC1,NA,1.06,O,NA,87.1212,-5,-6.57E-02,-7.41E-02,-0.008389317,0.029161,0.020313,-0.008848,1.6121,1.9596,141.794,-0.33615,0.40102,0.08175,0.36107,15,254.603775,-0.492287,-0.416738,-0.492287,0.226867,-0.921552,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YNBADRVTZLEFNH-UHFFFAOYSA-N,methyl pyridine-3-carboxylate,O=C(OC)c1cnccc1,NA,-0.46,M,NA,137.1378,42,-7.97E-02,-8.98E-02,-0.01010146,0.003467,-0.006675,-0.010142,3.6756,4.9338,136.13,-0.38881,0.28055,-0.03872,0.41373,17,317.130249,-1.006516,0.182275,-0.574592,0.672321,-1.387357,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
