Descs,Removed,Model,R2,RMSE,% within 1,% within 0.5
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges']","['Most_neg', 'Most_pos', 'Het_charges']",ET,0.713738986,0.577823028,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg']","['C_charges', 'Most_pos', 'Het_charges']",ET,0.71876156,0.571871999,87.23404255,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_pos']","['C_charges', 'Most_neg', 'Het_charges']",ET,0.72183303,0.569789148,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Het_charges']","['C_charges', 'Most_neg', 'Most_pos']",ET,0.73455141,0.556961684,89.36170213,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg']","['O_charges', 'Most_pos', 'Het_charges']",ET,0.700608308,0.588828173,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_pos']","['O_charges', 'Most_neg', 'Het_charges']",ET,0.705077736,0.584910892,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Het_charges']","['O_charges', 'Most_neg', 'Most_pos']",ET,0.722606465,0.567676296,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'Most_neg', 'Most_pos']","['O_charges', 'C_charges', 'Het_charges']",ET,0.716857024,0.574180345,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'Most_neg', 'Het_charges']","['O_charges', 'C_charges', 'Most_pos']",ET,0.73640842,0.557399255,90.42553191,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'Most_pos', 'Het_charges']","['O_charges', 'C_charges', 'Most_neg']",ET,0.737991026,0.554603761,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg']","['SASA', 'Most_pos', 'Het_charges']",ET,0.711690888,0.57901029,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_pos']","['SASA', 'Most_neg', 'Het_charges']",ET,0.730668041,0.561412165,91.4893617,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Het_charges']","['SASA', 'Most_neg', 'Most_pos']",ET,0.720709288,0.569149512,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'Most_neg', 'Most_pos']","['SASA', 'C_charges', 'Het_charges']",ET,0.71188605,0.57838842,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'Most_neg', 'Het_charges']","['SASA', 'C_charges', 'Most_pos']",ET,0.719537593,0.570042605,89.36170213,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'Most_pos', 'Het_charges']","['SASA', 'C_charges', 'Most_neg']",ET,0.736954193,0.552347149,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'C_charges', 'Most_neg', 'Most_pos']","['SASA', 'O_charges', 'Het_charges']",ET,0.71224952,0.578272334,90.42553191,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'C_charges', 'Most_neg', 'Het_charges']","['SASA', 'O_charges', 'Most_pos']",ET,0.728687186,0.564138382,89.36170213,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'C_charges', 'Most_pos', 'Het_charges']","['SASA', 'O_charges', 'Most_neg']",ET,0.728949666,0.562441564,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'Most_neg', 'Most_pos', 'Het_charges']","['SASA', 'O_charges', 'C_charges']",ET,0.742792185,0.551574819,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg']","['LsolvHsolu', 'Most_pos', 'Het_charges']",ET,0.70558947,0.584615158,89.36170213,74.46808511
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_pos']","['LsolvHsolu', 'Most_neg', 'Het_charges']",ET,0.706767374,0.583060974,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Het_charges']","['LsolvHsolu', 'Most_neg', 'Most_pos']",ET,0.718233243,0.572373583,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'Most_neg', 'Most_pos']","['LsolvHsolu', 'C_charges', 'Het_charges']",ET,0.712691035,0.579021622,87.23404255,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'Most_neg', 'Het_charges']","['LsolvHsolu', 'C_charges', 'Most_pos']",ET,0.717675689,0.572226799,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'Most_pos', 'Het_charges']","['LsolvHsolu', 'C_charges', 'Most_neg']",ET,0.722905972,0.566780493,89.36170213,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'C_charges', 'Most_neg', 'Most_pos']","['LsolvHsolu', 'O_charges', 'Het_charges']",ET,0.689905891,0.595945131,88.29787234,72.34042553
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'C_charges', 'Most_neg', 'Het_charges']","['LsolvHsolu', 'O_charges', 'Most_pos']",ET,0.717616633,0.574000436,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'C_charges', 'Most_pos', 'Het_charges']","['LsolvHsolu', 'O_charges', 'Most_neg']",ET,0.702276878,0.587949411,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'Most_neg', 'Most_pos', 'Het_charges']","['LsolvHsolu', 'O_charges', 'C_charges']",ET,0.724122086,0.56829786,89.36170213,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['LsolvHsolu', 'SASA', 'Het_charges']",ET,0.70453584,0.583281504,87.23404255,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['LsolvHsolu', 'SASA', 'Most_pos']",ET,0.708938143,0.578747699,89.36170213,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['LsolvHsolu', 'SASA', 'Most_neg']",ET,0.722154074,0.566500798,90.42553191,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['LsolvHsolu', 'SASA', 'C_charges']",ET,0.727765174,0.562453273,90.42553191,79.78723404
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['LsolvHsolu', 'SASA', 'O_charges']",ET,0.723867052,0.566688413,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg']","['LsoluHsolv', 'Most_pos', 'Het_charges']",ET,0.681237917,0.60835437,89.36170213,74.46808511
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos']","['LsoluHsolv', 'Most_neg', 'Het_charges']",ET,0.696866535,0.593944153,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Het_charges']","['LsoluHsolv', 'Most_neg', 'Most_pos']",ET,0.713933694,0.575832768,89.36170213,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos']","['LsoluHsolv', 'C_charges', 'Het_charges']",ET,0.703916731,0.586089653,87.23404255,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Het_charges']","['LsoluHsolv', 'C_charges', 'Most_pos']",ET,0.716306215,0.573889691,87.23404255,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'C_charges', 'Most_neg']",ET,0.724783918,0.565462773,89.36170213,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos']","['LsoluHsolv', 'O_charges', 'Het_charges']",ET,0.692287465,0.59873093,87.23404255,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Het_charges']","['LsoluHsolv', 'O_charges', 'Most_pos']",ET,0.716234747,0.576380338,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'O_charges', 'Most_neg']",ET,0.71907467,0.574096484,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'Most_neg', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'O_charges', 'C_charges']",ET,0.730019818,0.563526534,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['LsoluHsolv', 'SASA', 'Het_charges']",ET,0.698865906,0.591169264,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['LsoluHsolv', 'SASA', 'Most_pos']",ET,0.712839504,0.576394836,87.23404255,74.46808511
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'SASA', 'Most_neg']",ET,0.71862759,0.572120655,90.42553191,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'SASA', 'C_charges']",ET,0.715290065,0.574064504,89.36170213,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'SASA', 'O_charges']",ET,0.723439656,0.568277877,90.42553191,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['LsoluHsolv', 'LsolvHsolu', 'Het_charges']",ET,0.680568974,0.608347118,85.10638298,73.40425532
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['LsoluHsolv', 'LsolvHsolu', 'Most_pos']",ET,0.703879362,0.584860574,88.29787234,74.46808511
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'LsolvHsolu', 'Most_neg']",ET,0.70599118,0.584900997,89.36170213,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'LsolvHsolu', 'C_charges']",ET,0.703776024,0.586113229,88.29787234,74.46808511
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'LsolvHsolu', 'O_charges']",ET,0.703390603,0.588383952,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['LsoluHsolv', 'LsolvHsolu', 'SASA']",ET,0.696879171,0.592767083,89.36170213,73.40425532
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg']","['solv_dip', 'Most_pos', 'Het_charges']",ET,0.707106681,0.583840318,88.29787234,79.78723404
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos']","['solv_dip', 'Most_neg', 'Het_charges']",ET,0.714973895,0.576965804,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Het_charges']","['solv_dip', 'Most_neg', 'Most_pos']",ET,0.724868996,0.564867671,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos']","['solv_dip', 'C_charges', 'Het_charges']",ET,0.712130256,0.578228239,87.23404255,80.85106383
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Het_charges']","['solv_dip', 'C_charges', 'Most_pos']",ET,0.716391013,0.572601785,87.23404255,79.78723404
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_pos', 'Het_charges']","['solv_dip', 'C_charges', 'Most_neg']",ET,0.732431963,0.559205998,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos']","['solv_dip', 'O_charges', 'Het_charges']",ET,0.70289529,0.58813802,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Het_charges']","['solv_dip', 'O_charges', 'Most_pos']",ET,0.721670436,0.572495531,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_pos', 'Het_charges']","['solv_dip', 'O_charges', 'Most_neg']",ET,0.733900589,0.559429164,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'O_charges', 'C_charges']",ET,0.731678787,0.563185863,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['solv_dip', 'SASA', 'Het_charges']",ET,0.711741753,0.579833734,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['solv_dip', 'SASA', 'Most_pos']",ET,0.721334611,0.568828787,87.23404255,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['solv_dip', 'SASA', 'Most_neg']",ET,0.724547902,0.564184139,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'SASA', 'C_charges']",ET,0.717064559,0.572292018,87.23404255,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'SASA', 'O_charges']",ET,0.720919722,0.569798367,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['solv_dip', 'LsolvHsolu', 'Het_charges']",ET,0.701605694,0.588484116,87.23404255,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['solv_dip', 'LsolvHsolu', 'Most_pos']",ET,0.70537484,0.582916594,87.23404255,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['solv_dip', 'LsolvHsolu', 'Most_neg']",ET,0.710957096,0.578722947,89.36170213,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'LsolvHsolu', 'C_charges']",ET,0.710662705,0.577923245,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'LsolvHsolu', 'O_charges']",ET,0.714442311,0.577877618,87.23404255,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'LsolvHsolu', 'SASA']",ET,0.698580811,0.587510218,87.23404255,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['solv_dip', 'LsoluHsolv', 'Het_charges']",ET,0.689199052,0.599336891,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['solv_dip', 'LsoluHsolv', 'Most_pos']",ET,0.716601141,0.575510679,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['solv_dip', 'LsoluHsolv', 'Most_neg']",ET,0.718800147,0.571647466,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'LsoluHsolv', 'C_charges']",ET,0.714474574,0.575332329,88.29787234,74.46808511
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'LsoluHsolv', 'O_charges']",ET,0.725246595,0.56976332,88.29787234,79.78723404
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'LsoluHsolv', 'SASA']",ET,0.712448508,0.577686883,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'DeltaG_sol', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['solv_dip', 'LsoluHsolv', 'LsolvHsolu']",ET,0.701841751,0.589234542,88.29787234,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg']","['DeltaG_sol', 'Most_pos', 'Het_charges']",ET,0.695109468,0.591360023,88.29787234,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos']","['DeltaG_sol', 'Most_neg', 'Het_charges']",ET,0.711088284,0.576763131,90.42553191,73.40425532
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Het_charges']","['DeltaG_sol', 'Most_neg', 'Most_pos']",ET,0.722548732,0.563490339,92.55319149,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos']","['DeltaG_sol', 'C_charges', 'Het_charges']",ET,0.710510649,0.576408671,86.17021277,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Het_charges']","['DeltaG_sol', 'C_charges', 'Most_pos']",ET,0.728253632,0.558690232,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'C_charges', 'Most_neg']",ET,0.72292243,0.563488503,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos']","['DeltaG_sol', 'O_charges', 'Het_charges']",ET,0.695075859,0.591907502,89.36170213,74.46808511
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Het_charges']","['DeltaG_sol', 'O_charges', 'Most_pos']",ET,0.714724924,0.575081767,89.36170213,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'O_charges', 'Most_neg']",ET,0.731693821,0.560144422,91.4893617,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'O_charges', 'C_charges']",ET,0.725691865,0.56246754,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['DeltaG_sol', 'SASA', 'Het_charges']",ET,0.707819658,0.579361786,87.23404255,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['DeltaG_sol', 'SASA', 'Most_pos']",ET,0.716601121,0.569655472,91.4893617,74.46808511
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'SASA', 'Most_neg']",ET,0.728250791,0.55756618,90.42553191,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'SASA', 'C_charges']",ET,0.719323821,0.566190229,90.42553191,73.40425532
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'SASA', 'O_charges']",ET,0.724900519,0.563024431,88.29787234,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['DeltaG_sol', 'LsolvHsolu', 'Het_charges']",ET,0.697627677,0.58909821,89.36170213,73.40425532
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['DeltaG_sol', 'LsolvHsolu', 'Most_pos']",ET,0.714283682,0.572574906,89.36170213,74.46808511
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'LsolvHsolu', 'Most_neg']",ET,0.719779909,0.566788027,91.4893617,73.40425532
